,averageOccupancy,averageSpeed,dataRegion,month,paxKms,routeLength,routeUid,vehicleKms,vehicleTrips,vehicleUid,year,Unnamed: 11,Unnamed: 12,CURRENT PLATE,Euro Class
6727,11.65161113,28.18335965,Bay of Plenty,11,1132.551469,24.30031899,Bay of Plenty-2B,97.20127596,5,GMK131,2022,,,GMK131,EURO V
6728,2.489392037,29.73921377,Bay of Plenty,11,45.46833181,9.132416897,Bay of Plenty-72a,18.26483379,2,GMK131,2022,,,GMK131,EURO V
6729,3.842909749,41.11946163,Bay of Plenty,11,534.7166402,17.39296117,Bay of Plenty-62,139.1436893,10,GMK131,2022,,,GMK131,EURO V
6730,4.022599115,25.33926118,Bay of Plenty,11,375.7241614,15.56722203,Bay of Plenty-40,93.40333218,7,GMK131,2022,,,GMK131,EURO V
6731,12.53068005,28.94395922,Bay of Plenty,11,494.9676806,19.75023218,Bay of Plenty-22,39.50046435,2,GMK131,2022,,,GMK131,EURO V
6732,2.183171111,27.55491149,Bay of Plenty,11,100.7296997,11.53479212,Bay of Plenty-72b,46.13916846,5,GMK131,2022,,,GMK131,EURO V
6733,1.751707388,28.72342005,Bay of Plenty,11,69.47666658,9.915563962,Bay of Plenty-59,39.66225585,5,GMK131,2022,,,GMK131,EURO V
6734,4.10927043,22.45155285,Bay of Plenty,11,576.3912402,11.6888397,Bay of Plenty-1,140.2660764,15,GMK131,2022,,,GMK131,EURO V
6735,0.841505707,32.08635094,Bay of Plenty,11,11.90287357,14.14473304,Bay of Plenty-71,14.14473304,1,GMK131,2022,,,GMK131,EURO V
6736,12.59234295,28.89353228,Bay of Plenty,11,207.3872425,16.4693134,Bay of Plenty-712b,16.4693134,1,GMK131,2022,,,GMK131,EURO V
6737,5.645040655,21.93414841,Bay of Plenty,11,942.5389574,13.91396766,Bay of Plenty-55,166.9676119,17,GMK131,2022,,,GMK131,EURO V
6738,5.656061259,18.95567953,Bay of Plenty,11,211.0934075,12.44054227,Bay of Plenty-21,37.3216268,4,GMK131,2022,,,GMK131,EURO V
6739,0.536845259,32.20541641,Bay of Plenty,11,31.32729657,11.67088507,Bay of Plenty-51,58.35442535,5,GMK131,2022,,,GMK131,EURO V
6740,3.153534593,6.359072619,Bay of Plenty,11,47.9781315,3.803520311,Bay of Plenty-20,15.21408124,5,GMK131,2022,,,GMK131,EURO V
6741,5.324887663,19.67137812,Bay of Plenty,11,73.29441842,13.76450041,Bay of Plenty-52x,13.76450041,2,GMK131,2022,,,GMK131,EURO V
6742,3.996357553,27.94161449,Bay of Plenty,12,667.4136013,11.1336985,Bay of Plenty-60,167.0054775,17,GMK132,2022,,,GMK132,EURO V
6743,4.191387307,18.71096401,Bay of Plenty,12,107.3985396,25.62362571,Bay of Plenty-901a,25.62362571,1,GMK132,2022,,,GMK132,EURO V
6744,8.609061121,22.65379201,Bay of Plenty,12,2647.178425,15.37437351,Bay of Plenty-5,307.4874702,28,GMK132,2022,,,GMK132,EURO V
6745,4.715762562,26.0853762,Bay of Plenty,12,1299.011372,18.36410484,Bay of Plenty-CT,275.4615726,21,GMK132,2022,,,GMK132,EURO V
6746,7.972716285,27.86428289,Bay of Plenty,12,864.4876928,21.68615217,Bay of Plenty-2W,108.4307609,6,GMK132,2022,,,GMK132,EURO V
6747,4.006882815,29.48819927,Bay of Plenty,12,176.183365,7.328363598,Bay of Plenty-70,43.97018159,9,GMK132,2022,,,GMK132,EURO V
6748,2.272149564,11.34579163,Bay of Plenty,12,14.58680734,6.419827099,Bay of Plenty-902a,6.419827099,1,GMK132,2022,,,GMK132,EURO V
6749,15.27672648,26.3283185,Bay of Plenty,12,3712.179652,24.2995753,Bay of Plenty-2B,242.995753,13,GMK132,2022,,,GMK132,EURO V
6750,5.854027302,26.02109394,Bay of Plenty,12,106.2489155,9.074856511,Bay of Plenty-72a,18.14971302,4,GMK132,2022,,,GMK132,EURO V
6751,3.127283903,30.81954171,Bay of Plenty,12,341.9399903,10.93408852,Bay of Plenty-62,109.3408852,12,GMK132,2022,,,GMK132,EURO V
6752,3.541029362,27.19314788,Bay of Plenty,12,844.6657507,14.9085489,Bay of Plenty-40,238.5367825,21,GMK132,2022,,,GMK132,EURO V
6753,0.73773351,32.7821471,Bay of Plenty,12,31.76229483,10.76347163,Bay of Plenty-22,43.05388652,4,GMK132,2022,,,GMK132,EURO V
6754,2.652939603,30.00032302,Bay of Plenty,12,270.6027532,9.272827115,Bay of Plenty-72b,102.0010983,14,GMK132,2022,,,GMK132,EURO V
6755,5.211418076,22.20483315,Bay of Plenty,12,425.3625403,9.069029541,Bay of Plenty-59,81.62126587,12,GMK132,2022,,,GMK132,EURO V
6756,11.74522544,25.46878152,Bay of Plenty,12,547.8354098,11.66081087,Bay of Plenty-1,46.64324348,8,GMK132,2022,,,GMK132,EURO V
6757,4.165740001,29.38499523,Bay of Plenty,12,533.0626362,9.140249409,Bay of Plenty-71,127.9634917,18,GMK132,2022,,,GMK132,EURO V
6758,3.149137287,23.49541177,Bay of Plenty,12,653.1080669,12.9620434,Bay of Plenty-55,207.3926944,18,GMK132,2022,,,GMK132,EURO V
6759,1.32467637,20.91794113,Bay of Plenty,12,36.79206142,13.8871887,Bay of Plenty-21,27.77437739,2,GMK132,2022,,,GMK132,EURO V
6760,0.539713361,12.82459595,Bay of Plenty,12,4.389451664,8.132931263,Bay of Plenty-901b,8.132931263,1,GMK132,2022,,,GMK132,EURO V
6761,4.233862535,23.39122316,Bay of Plenty,12,98.70510599,11.65662621,Bay of Plenty-20,23.31325242,4,GMK132,2022,,,GMK132,EURO V
6762,2.476421686,10.91961041,Bay of Plenty,12,39.0675427,3.943950955,Bay of Plenty-52x,15.77580382,5,GMK132,2022,,,GMK132,EURO V
6763,1.194744401,27.46587545,Bay of Plenty,6,142.5434147,10.84624647,Bay of Plenty-60,119.3087112,12,GMK132,2022,,,GMK132,EURO V
6764,3.610679104,24.98123176,Bay of Plenty,6,348.1188457,16.06894602,Bay of Plenty-5,96.41367614,7,GMK132,2022,,,GMK132,EURO V
6765,1.678524401,20.09199521,Bay of Plenty,6,233.8822109,15.48199853,Bay of Plenty-CT,139.3379868,11,GMK132,2022,,,GMK132,EURO V
6766,16.42752689,17.59747495,Bay of Plenty,6,173.1285924,10.53893222,Bay of Plenty-802b,10.53893222,1,GMK132,2022,,,GMK132,EURO V
6767,18.70476451,26.73759485,Bay of Plenty,6,1198.066239,21.35046463,Bay of Plenty-2W,64.05139388,5,GMK132,2022,,,GMK132,EURO V
6768,1.217304868,22.31746823,Bay of Plenty,6,29.70276457,3.485775989,Bay of Plenty-70,24.40043193,7,GMK132,2022,,,GMK132,EURO V
6769,10.16006531,28.11768529,Bay of Plenty,6,987.5713118,24.30031899,Bay of Plenty-2B,97.20127596,7,GMK132,2022,,,GMK132,EURO V
6770,15.93070226,14.68897855,Bay of Plenty,6,146.6435994,9.205093222,Bay of Plenty-711a,9.205093222,1,GMK132,2022,,,GMK132,EURO V
6771,3.025682888,29.869242,Bay of Plenty,6,109.8305522,9.074856511,Bay of Plenty-72a,36.29942604,5,GMK132,2022,,,GMK132,EURO V
6772,4.31157044,22.92993087,Bay of Plenty,6,169.5243186,9.829615504,Bay of Plenty-62,39.31846202,5,GMK132,2022,,,GMK132,EURO V
6773,0.762247666,29.69400551,Bay of Plenty,6,79.06875784,14.81872275,Bay of Plenty-40,103.7310592,7,GMK132,2022,,,GMK132,EURO V
6774,12.44526689,26.36904537,Bay of Plenty,6,750.5972761,30.15593328,Bay of Plenty-22,60.31186656,2,GMK132,2022,,,GMK132,EURO V
6775,0.977842863,29.44752344,Bay of Plenty,6,17.54098501,8.969224847,Bay of Plenty-72b,17.93844969,2,GMK132,2022,,,GMK132,EURO V
6776,3.806110378,41.14020281,Bay of Plenty,6,138.0550281,18.13597274,Bay of Plenty-59,36.27194548,2,GMK132,2022,,,GMK132,EURO V
6777,5.547611075,24.10994459,Bay of Plenty,6,831.9782983,11.53619635,Bay of Plenty-1,149.9705526,15,GMK132,2022,,,GMK132,EURO V
6778,1.08331198,29.4635499,Bay of Plenty,6,91.04671281,10.50559701,Bay of Plenty-71,84.0447761,11,GMK132,2022,,,GMK132,EURO V
6779,13.77461832,34.37074101,Bay of Plenty,6,226.858506,16.4693134,Bay of Plenty-712b,16.4693134,1,GMK132,2022,,,GMK132,EURO V
6780,5.567453323,26.17859809,Bay of Plenty,6,374.8155895,13.46452562,Bay of Plenty-55,67.32262809,8,GMK132,2022,,,GMK132,EURO V
6781,0.947911028,30.55053566,Bay of Plenty,6,68.34368762,18.02481604,Bay of Plenty-21,72.09926416,4,GMK132,2022,,,GMK132,EURO V
6782,0.042698042,25.25615784,Bay of Plenty,6,3.933721585,9.212885131,Bay of Plenty-51,92.12885131,10,GMK132,2022,,,GMK132,EURO V
6783,1.749158548,7.531085183,Bay of Plenty,6,58.92017908,4.210608806,Bay of Plenty-20,33.68487045,9,GMK132,2022,,,GMK132,EURO V
6784,2.201062228,7.603299741,Bay of Plenty,6,7.028841064,3.193385891,Bay of Plenty-52x,3.193385891,1,GMK132,2022,,,GMK132,EURO V
6785,6.656024537,14.20363225,Bay of Plenty,6,62.18613008,9.342833659,Bay of Plenty-902b,9.342833659,1,GMK132,2022,,,GMK132,EURO V
6786,4.914471756,28.07876302,Bay of Plenty,11,1242.58222,11.4927937,Bay of Plenty-60,252.8414613,25,GMK132,2022,,,GMK132,EURO V
6787,10.41057923,20.78689458,Bay of Plenty,11,515.8821687,24.77682351,Bay of Plenty-901a,49.55364702,4,GMK132,2022,,,GMK132,EURO V
6788,5.44190492,22.20407326,Bay of Plenty,11,1258.671411,14.45577686,Bay of Plenty-5,231.2924297,17,GMK132,2022,,,GMK132,EURO V
6789,3.727969762,14.97449758,Bay of Plenty,11,772.9673789,10.91277457,Bay of Plenty-CT,207.3427169,22,GMK132,2022,,,GMK132,EURO V
6790,6.894970918,9.1626169,Bay of Plenty,11,83.62042519,6.063870768,Bay of Plenty-802b,12.12774154,2,GMK132,2022,,,GMK132,EURO V
6791,10.72950918,25.61940958,Bay of Plenty,11,1756.277711,20.46083472,Bay of Plenty-2W,163.6866777,10,GMK132,2022,,,GMK132,EURO V
6792,1.765660197,71.618434,Bay of Plenty,11,210.1240948,17.00085207,Bay of Plenty-70,119.0059645,7,GMK132,2022,,,GMK132,EURO V
6793,6.219481987,27.28365696,Bay of Plenty,11,2115.895547,24.30031899,Bay of Plenty-2B,340.2044659,16,GMK132,2022,,,GMK132,EURO V
6794,9.072817821,7.196093836,Bay of Plenty,11,61.98813439,6.832291314,Bay of Plenty-711a,6.832291314,1,GMK132,2022,,,GMK132,EURO V
6795,1.602575607,28.03515153,Bay of Plenty,11,58.35706447,9.103636704,Bay of Plenty-72a,36.41454682,4,GMK132,2022,,,GMK132,EURO V
6796,3.838911762,31.95686367,Bay of Plenty,11,596.1546026,11.94558489,Bay of Plenty-62,155.2926036,18,GMK132,2022,,,GMK132,EURO V
6797,0.0,17.62944965,Bay of Plenty,11,0.0,10.14333741,Bay of Plenty-903a,131.8633863,13,GMK132,2022,,,GMK132,EURO V
6798,4.932540243,25.77096017,Bay of Plenty,11,979.1132865,15.2692939,Bay of Plenty-40,198.5008207,16,GMK132,2022,,,GMK132,EURO V
6799,10.65998264,29.15361259,Bay of Plenty,11,1101.877134,17.22762551,Bay of Plenty-22,103.3657531,9,GMK132,2022,,,GMK132,EURO V
6800,1.012372222,27.54237096,Bay of Plenty,11,77.27500027,9.541327607,Bay of Plenty-72b,76.33062085,9,GMK132,2022,,,GMK132,EURO V
6801,5.737783823,26.8305428,Bay of Plenty,11,291.1752614,10.14939811,Bay of Plenty-59,50.74699054,8,GMK132,2022,,,GMK132,EURO V
6802,3.436465966,24.68517985,Bay of Plenty,11,1040.979225,11.65082468,Bay of Plenty-1,302.9214417,31,GMK132,2022,,,GMK132,EURO V
6803,2.793321743,33.4001622,Bay of Plenty,11,406.3101739,12.12147553,Bay of Plenty-71,145.4577064,15,GMK132,2022,,,GMK132,EURO V
6804,7.825580231,29.69337708,Bay of Plenty,11,126.5759614,16.17464235,Bay of Plenty-712b,16.17464235,1,GMK132,2022,,,GMK132,EURO V
6805,6.398865674,10.11063396,Bay of Plenty,11,80.56522405,6.295273893,Bay of Plenty-802c,12.59054779,3,GMK132,2022,,,GMK132,EURO V
6806,5.606218843,24.97162243,Bay of Plenty,11,1605.564042,14.31949133,Bay of Plenty-55,286.3898265,22,GMK132,2022,,,GMK132,EURO V
6807,2.580103736,18.16048297,Bay of Plenty,11,274.1852835,11.80767698,Bay of Plenty-21,106.2690929,10,GMK132,2022,,,GMK132,EURO V
6808,0.202697891,33.41965181,Bay of Plenty,11,11.82831894,11.67088507,Bay of Plenty-51,58.35442535,5,GMK132,2022,,,GMK132,EURO V
6809,8.256341682,5.782197701,Bay of Plenty,11,140.421317,3.401538414,Bay of Plenty-20,17.00769207,6,GMK132,2022,,,GMK132,EURO V
6810,4.359956289,41.78860519,Bay of Plenty,11,122.6789713,14.06883042,Bay of Plenty-52x,28.13766083,3,GMK132,2022,,,GMK132,EURO V
6811,1.387466839,29.20694232,Bay of Plenty,7,162.4886358,11.71117257,Bay of Plenty-60,117.1117257,12,GMK132,2022,,,GMK132,EURO V
6812,8.206961264,23.35946307,Bay of Plenty,7,1135.40371,15.37182445,Bay of Plenty-5,138.34642,12,GMK132,2022,,,GMK132,EURO V
6813,2.558289479,33.62681656,Bay of Plenty,7,180.4658037,23.51386284,Bay of Plenty-CT,70.54158852,4,GMK132,2022,,,GMK132,EURO V
6814,8.598473199,27.45933509,Bay of Plenty,7,552.4935549,21.41828137,Bay of Plenty-2W,64.2548441,3,GMK132,2022,,,GMK132,EURO V
6815,0.66976569,34.62219022,Bay of Plenty,7,19.63314599,7.328363598,Bay of Plenty-70,29.31345439,4,GMK132,2022,,,GMK132,EURO V
6816,5.886611955,27.4622974,Bay of Plenty,7,286.0930965,24.30031899,Bay of Plenty-2B,48.60063798,2,GMK132,2022,,,GMK132,EURO V
6817,2.019349158,26.41186432,Bay of Plenty,7,198.4942579,9.829615504,Bay of Plenty-62,98.29615504,11,GMK132,2022,,,GMK132,EURO V
6818,3.292386105,25.51743142,Bay of Plenty,7,446.6470378,15.07339876,Bay of Plenty-40,135.6605889,11,GMK132,2022,,,GMK132,EURO V
6819,0.471578187,29.82465151,Bay of Plenty,7,23.96851639,8.471029491,Bay of Plenty-22,50.82617694,6,GMK132,2022,,,GMK132,EURO V
6820,1.792771838,28.77732778,Bay of Plenty,7,88.67951092,8.244171495,Bay of Plenty-72b,49.46502897,7,GMK132,2022,,,GMK132,EURO V
6821,1.183239552,18.24585377,Bay of Plenty,7,21.3853177,9.036765911,Bay of Plenty-59,18.07353182,3,GMK132,2022,,,GMK132,EURO V
6822,4.642164328,24.47186672,Bay of Plenty,7,441.4085403,11.88584971,Bay of Plenty-1,95.08679767,12,GMK132,2022,,,GMK132,EURO V
6823,2.39526457,25.86788282,Bay of Plenty,7,217.7564652,10.10124856,Bay of Plenty-71,90.91123708,10,GMK132,2022,,,GMK132,EURO V
6824,5.665713921,23.34830302,Bay of Plenty,7,962.6659257,13.07006074,Bay of Plenty-55,169.9107896,14,GMK132,2022,,,GMK132,EURO V
6825,1.765175097,28.44152432,Bay of Plenty,7,63.6339128,18.02481604,Bay of Plenty-21,36.04963208,2,GMK132,2022,,,GMK132,EURO V
6826,2.177652214,48.5337737,Bay of Plenty,7,213.4637949,24.50618532,Bay of Plenty-20,98.02474126,4,GMK132,2022,,,GMK132,EURO V
6827,1.610278744,30.06137976,Bay of Plenty,1,108.1228617,11.19090531,Bay of Plenty-60,67.14543185,8,GMK132,2022,,,GMK132,EURO V
6828,2.279436369,24.61488328,Bay of Plenty,1,1093.234381,15.47120405,Bay of Plenty-5,479.6073257,35,GMK132,2022,,,GMK132,EURO V
6829,2.300426707,30.43747422,Bay of Plenty,1,961.7523173,23.22642323,Bay of Plenty-CT,418.0756181,22,GMK132,2022,,,GMK132,EURO V
6830,5.996075326,27.10441182,Bay of Plenty,1,505.1666283,21.06238668,Bay of Plenty-2W,84.24954673,6,GMK132,2022,,,GMK132,EURO V
6831,0.776293444,32.76980798,Bay of Plenty,1,89.60883208,5.77158243,Bay of Plenty-70,115.4316486,20,GMK132,2022,,,GMK132,EURO V
6832,3.838466097,29.3944145,Bay of Plenty,1,841.0809675,24.34655888,Bay of Plenty-2B,219.1190299,12,GMK132,2022,,,GMK132,EURO V
6833,1.757038873,27.47918172,Bay of Plenty,1,260.065577,10.57239708,Bay of Plenty-62,148.0135591,16,GMK132,2022,,,GMK132,EURO V
6834,2.342619623,26.8135919,Bay of Plenty,1,328.9711204,15.60319326,Bay of Plenty-40,140.4287394,13,GMK132,2022,,,GMK132,EURO V
6835,0.596572404,23.37738471,Bay of Plenty,1,26.77302702,8.975616985,Bay of Plenty-22,44.87808492,5,GMK132,2022,,,GMK132,EURO V
6836,1.62436007,28.24059721,Bay of Plenty,1,247.5989694,8.966389613,Bay of Plenty-72b,152.4286234,21,GMK132,2022,,,GMK132,EURO V
6837,1.75955113,23.9622077,Bay of Plenty,1,151.0596908,9.539029473,Bay of Plenty-59,85.85126526,12,GMK132,2022,,,GMK132,EURO V
6838,2.076594473,22.38706024,Bay of Plenty,1,599.6027991,12.030972,Bay of Plenty-1,288.7433281,29,GMK132,2022,,,GMK132,EURO V
6839,2.325240399,28.05308237,Bay of Plenty,1,171.555322,10.53994381,Bay of Plenty-71,73.77960664,7,GMK132,2022,,,GMK132,EURO V
6840,2.676462664,22.92705733,Bay of Plenty,1,939.4056706,14.03951093,Bay of Plenty-55,350.9877732,30,GMK132,2022,,,GMK132,EURO V
6841,2.516364942,29.22226247,Bay of Plenty,1,45.46844716,18.06909896,Bay of Plenty-21,18.06909896,1,GMK132,2022,,,GMK132,EURO V
6842,0.987964763,42.07320214,Bay of Plenty,1,93.19054866,23.58144545,Bay of Plenty-20,94.32578179,4,GMK132,2022,,,GMK132,EURO V
6843,1.235124883,39.86967752,Bay of Plenty,1,65.86389119,13.33142342,Bay of Plenty-52x,53.32569368,4,GMK132,2022,,,GMK132,EURO V
6844,2.177190559,28.62774085,Bay of Plenty,4,360.7235727,11.04553668,Bay of Plenty-60,165.6830502,18,GMK132,2022,,,GMK132,EURO V
6845,8.898247556,18.93371358,Bay of Plenty,4,228.0053648,25.62362571,Bay of Plenty-901a,25.62362571,1,GMK132,2022,,,GMK132,EURO V
6846,5.492272296,23.67154909,Bay of Plenty,4,1358.141217,15.45513796,Bay of Plenty-5,247.2822074,21,GMK132,2022,,,GMK132,EURO V
6847,2.895235653,31.70510746,Bay of Plenty,4,933.7210016,23.0358994,Bay of Plenty-CT,322.5025916,19,GMK132,2022,,,GMK132,EURO V
6848,7.674257926,25.52051675,Bay of Plenty,4,673.0746993,21.92637731,Bay of Plenty-2W,87.70550922,4,GMK132,2022,,,GMK132,EURO V
6849,1.435643549,33.97938125,Bay of Plenty,4,110.5731668,7.001811894,Bay of Plenty-70,77.01993083,13,GMK132,2022,,,GMK132,EURO V
6850,12.39290137,23.90297051,Bay of Plenty,4,127.624533,10.29819646,Bay of Plenty-902a,10.29819646,1,GMK132,2022,,,GMK132,EURO V
6851,9.389979556,28.80096842,Bay of Plenty,4,920.5494289,24.5088241,Bay of Plenty-2B,98.03529639,5,GMK132,2022,,,GMK132,EURO V
6852,3.899531871,28.31026068,Bay of Plenty,4,236.4944007,8.663838507,Bay of Plenty-72a,60.64686955,10,GMK132,2022,,,GMK132,EURO V
6853,0.793535421,28.16179763,Bay of Plenty,4,99.32791405,10.43094731,Bay of Plenty-62,125.1713678,13,GMK132,2022,,,GMK132,EURO V
6854,3.031119173,27.45180329,Bay of Plenty,4,266.178544,14.63587809,Bay of Plenty-40,87.81526851,7,GMK132,2022,,,GMK132,EURO V
6855,1.201301595,21.97231309,Bay of Plenty,4,64.06010815,8.887597198,Bay of Plenty-22,53.32558319,6,GMK132,2022,,,GMK132,EURO V
6856,0.784813549,30.03716366,Bay of Plenty,4,65.03686863,9.207688563,Bay of Plenty-72b,82.86919707,9,GMK132,2022,,,GMK132,EURO V
6857,4.988893672,21.09587691,Bay of Plenty,4,140.9991816,9.420871696,Bay of Plenty-59,28.26261509,4,GMK132,2022,,,GMK132,EURO V
6858,5.085499828,22.34379438,Bay of Plenty,4,409.0341413,11.4902076,Bay of Plenty-1,80.43145317,8,GMK132,2022,,,GMK132,EURO V
6859,1.508216497,26.8625985,Bay of Plenty,4,146.9330009,9.742169056,Bay of Plenty-71,97.42169056,10,GMK132,2022,,,GMK132,EURO V
6860,4.331362867,24.90068162,Bay of Plenty,4,777.087261,12.81495793,Bay of Plenty-55,179.4094111,18,GMK132,2022,,,GMK132,EURO V
6861,3.088649351,27.71788683,Bay of Plenty,4,111.3416447,18.02432585,Bay of Plenty-21,36.0486517,3,GMK132,2022,,,GMK132,EURO V
6862,0.181690696,32.37307787,Bay of Plenty,4,26.35738937,11.15902761,Bay of Plenty-51,145.0673589,14,GMK132,2022,,,GMK132,EURO V
6863,0.358921568,43.97919147,Bay of Plenty,4,26.32600627,24.44917274,Bay of Plenty-20,73.34751822,3,GMK132,2022,,,GMK132,EURO V
6864,3.941785343,41.54041868,Bay of Plenty,4,95.92634972,12.16788097,Bay of Plenty-52x,24.33576194,2,GMK132,2022,,,GMK132,EURO V
6865,1.812661365,31.93544245,Bay of Plenty,9,211.7098019,11.67950098,Bay of Plenty-60,116.7950098,12,GMK132,2022,,,GMK132,EURO V
6866,7.179938595,18.97265581,Bay of Plenty,9,183.9760592,25.62362571,Bay of Plenty-901a,25.62362571,1,GMK132,2022,,,GMK132,EURO V
6867,7.913833051,24.41096483,Bay of Plenty,9,1218.617299,15.39857223,Bay of Plenty-5,153.9857223,14,GMK132,2022,,,GMK132,EURO V
6868,3.645494156,33.20659105,Bay of Plenty,9,1076.274794,49.2057111,Bay of Plenty-CT,295.2342666,9,GMK132,2022,,,GMK132,EURO V
6869,13.63369238,17.66301489,Bay of Plenty,9,143.6845599,10.53893222,Bay of Plenty-802b,10.53893222,1,GMK132,2022,,,GMK132,EURO V
6870,8.498005171,27.85440682,Bay of Plenty,9,1136.258839,22.28481501,Bay of Plenty-2W,133.7088901,8,GMK132,2022,,,GMK132,EURO V
6871,3.638770962,28.6358287,Bay of Plenty,9,197.3128045,7.746446201,Bay of Plenty-70,54.22512341,9,GMK132,2022,,,GMK132,EURO V
6872,5.873934247,27.05986107,Bay of Plenty,9,1141.907807,24.30031899,Bay of Plenty-2B,194.4025519,8,GMK132,2022,,,GMK132,EURO V
6873,9.142937137,26.60030718,Bay of Plenty,9,265.2960515,9.672167251,Bay of Plenty-72a,29.01650175,5,GMK132,2022,,,GMK132,EURO V
6874,8.742580885,25.89325175,Bay of Plenty,9,214.111931,24.49070061,Bay of Plenty-20S,24.49070061,1,GMK132,2022,,,GMK132,EURO V
6875,7.482525332,13.23755924,Bay of Plenty,9,83.47745269,11.15632076,Bay of Plenty-803b,11.15632076,1,GMK132,2022,,,GMK132,EURO V
6876,2.67842824,26.94380154,Bay of Plenty,9,393.1499909,9.78558955,Bay of Plenty-62,146.7838433,17,GMK132,2022,,,GMK132,EURO V
6877,3.567282572,27.49425387,Bay of Plenty,9,557.9921732,14.21994478,Bay of Plenty-40,156.4193926,14,GMK132,2022,,,GMK132,EURO V
6878,1.553895997,23.85698886,Bay of Plenty,9,105.2309458,8.465089207,Bay of Plenty-22,67.72071366,11,GMK132,2022,,,GMK132,EURO V
6879,7.625134884,25.59926753,Bay of Plenty,9,410.3492955,8.969224847,Bay of Plenty-72b,53.81534908,9,GMK132,2022,,,GMK132,EURO V
6880,3.248685404,21.92519285,Bay of Plenty,9,321.9903752,9.010368395,Bay of Plenty-59,99.11405234,12,GMK132,2022,,,GMK132,EURO V
6881,3.13100156,23.28418221,Bay of Plenty,9,440.2114727,11.71647113,Bay of Plenty-1,140.5976536,13,GMK132,2022,,,GMK132,EURO V
6882,2.592908219,27.95372193,Bay of Plenty,9,418.0366783,10.74820608,Bay of Plenty-71,161.2230912,18,GMK132,2022,,,GMK132,EURO V
6883,42.5484364,18.68541571,Bay of Plenty,9,390.6714744,9.181805666,Bay of Plenty-802c,9.181805666,2,GMK132,2022,,,GMK132,EURO V
6884,9.077732909,23.35834688,Bay of Plenty,9,1587.361245,13.45101385,Bay of Plenty-55,174.8631801,18,GMK132,2022,,,GMK132,EURO V
6885,2.802345716,25.10225831,Bay of Plenty,9,101.023532,18.02481604,Bay of Plenty-21,36.04963208,2,GMK132,2022,,,GMK132,EURO V
6886,13.83382726,18.86047084,Bay of Plenty,9,179.304865,12.96133468,Bay of Plenty-901b,12.96133468,1,GMK132,2022,,,GMK132,EURO V
6887,0.40949625,30.64581872,Bay of Plenty,9,46.74283482,11.4147162,Bay of Plenty-51,114.147162,11,GMK132,2022,,,GMK132,EURO V
6888,2.961058433,42.38831787,Bay of Plenty,9,279.3041516,23.58144545,Bay of Plenty-20,94.32578179,4,GMK132,2022,,,GMK132,EURO V
6889,2.54461401,32.77018061,Bay of Plenty,9,217.8960674,14.27171709,Bay of Plenty-52x,85.63030251,7,GMK132,2022,,,GMK132,EURO V
6890,8.564171739,18.99848707,Bay of Plenty,9,96.17750534,11.2302168,Bay of Plenty-902b,11.2302168,1,GMK132,2022,,,GMK132,EURO V
6891,2.899193226,27.89179046,Bay of Plenty,2,1174.320475,11.5728794,Bay of Plenty-60,405.0507792,37,GMK132,2022,,,GMK132,EURO V
6892,0.009869473,18.37499066,Bay of Plenty,2,1.58526382,13.38524493,Bay of Plenty-815,160.6229392,12,GMK132,2022,,,GMK132,EURO V
6893,5.16461725,28.20827659,Bay of Plenty,2,123.5894009,23.93002131,Bay of Plenty-901a,23.93002131,1,GMK132,2022,,,GMK132,EURO V
6894,6.950231138,24.73806818,Bay of Plenty,2,2815.96576,15.00597981,Bay of Plenty-5,405.161455,33,GMK132,2022,,,GMK132,EURO V
6895,2.327978335,24.50050845,Bay of Plenty,2,430.9277559,18.5108147,Bay of Plenty-CT,185.108147,15,GMK132,2022,,,GMK132,EURO V
6896,3.694722426,27.11609698,Bay of Plenty,2,162.0237559,21.92637731,Bay of Plenty-2W,43.85275461,2,GMK132,2022,,,GMK132,EURO V
6897,1.209611562,37.92617099,Bay of Plenty,2,41.86179061,8.651907757,Bay of Plenty-70,34.60763103,4,GMK132,2022,,,GMK132,EURO V
6898,3.475660342,29.04406062,Bay of Plenty,2,506.7553941,24.30019739,Bay of Plenty-2B,145.8011843,8,GMK132,2022,,,GMK132,EURO V
6899,1.077707638,33.46341019,Bay of Plenty,2,42.15454325,9.77875209,Bay of Plenty-72a,39.11500836,5,GMK132,2022,,,GMK132,EURO V
6900,3.228205759,28.63987342,Bay of Plenty,2,705.8199657,10.93207835,Bay of Plenty-62,218.641567,24,GMK132,2022,,,GMK132,EURO V
6901,4.259887669,28.08616867,Bay of Plenty,2,347.7650046,16.32742605,Bay of Plenty-40,81.63713027,7,GMK132,2022,,,GMK132,EURO V
6902,0.413603069,20.34732752,Bay of Plenty,2,9.75288104,7.860097261,Bay of Plenty-22,23.58029178,4,GMK132,2022,,,GMK132,EURO V
6903,3.225308869,28.3431643,Bay of Plenty,2,293.9260944,9.113114631,Bay of Plenty-72b,91.13114631,13,GMK132,2022,,,GMK132,EURO V
6904,1.570789686,24.44264857,Bay of Plenty,2,159.1442088,10.13147783,Bay of Plenty-59,101.3147783,12,GMK132,2022,,,GMK132,EURO V
6905,2.738995628,23.32524439,Bay of Plenty,2,608.1225749,11.68547002,Bay of Plenty-1,222.0239304,21,GMK132,2022,,,GMK132,EURO V
