stop_id,stop_city
14006003,Franklin
14007921,Hamilton
14004180,Hamilton
14001490,Springfield
14008604,Hamilton
14001921,Hamilton
14001034,Tauwhare Pa
14001780,Huntly
14007493,Mangakino
14006081,Te Awamutu
14004038,Newstead
14007895,Kihikihi
14001126,Hamilton
14003742,Auckland
14001759,Hamilton
14001239,Hamilton
14001366,Springfield
14002443,Hamilton
14001524,Hamilton
14006033,Hamilton
14001071,Hamilton
14004573,Hamilton
14001319,Hamilton
14002500,Hamilton
14008321,Huntly
14006509,Hamilton
14004374,Hamilton
14008475,Taupo
14001514,Hamilton
14005743,Hamilton
14004774,Port Waikato
14003493,Springfield
14008093,Hamilton
14002552,Tokoroa
14008112,Hamilton
14006858,Huntly
14001908,Hamilton
14002756,Hamilton
14002886,Hamilton
14006691,Hamilton
14003286,Hamilton
14008655,Hamilton
14001130,Hamilton
14007089,Hamilton
14001445,Hamilton
14001442,Hamilton
14006777,Tokoroa
14001250,Huntly
14001783,Thames
14001457,Hamilton
14004044,Hamilton
14006131,Hamilton
14008105,Hamilton
14005835,Taupo
14007159,Hamilton
14001021,Thames
14008223,Hamilton
14001294,Hamilton
14007988,Hamilton
14008152,Hamilton
14006257,Hamilton
14007464,Hamilton
14003271,Hamilton
14002355,Hamilton
14008237,Cambridge
14001583,Tuakau
14003397,Ohaupo
14004317,Springfield
14001643,Pokeno
14007177,Thames
14006745,Papakura
14008255,Thames
14001668,Pokeno
14007959,Tokoroa
14006665,Franklin
14003828,Thames
14002321,Hamilton
14006388,Wairakei
14008962,Raglan
14003054,Hamilton
14004318,Hamilton
14006128,Taupo
14001624,Hamilton
14002107,Hamilton
14002129,Hamilton
14007680,Taupo
14001835,Matamata
14006011,Hamilton
14001641,Springfield
14007833,Hamilton
14001971,Taupo
14006664,Thames
14004267,Raglan
14007679,Hamilton
14006669,Hamilton
14002331,Hamilton
14003256,Hamilton
14005068,Hamilton
14008970,Taupo
14004430,Hamilton
14006221,Hamilton
14007061,Hamilton
14005928,Matamata
14001029,Hamilton
14005981,Hamilton
14006320,Springfield
14005752,Cambridge
14003374,Tuakau
14002290,Raglan
14008699,Hamilton
14002652,Te Uku
14001017,Hamilton
14006866,Taupo
14005071,Putaruru
14002090,Hamilton
14004268,Hamilton City
14007285,Pokeno
14004010,Pirongia
14007899,Hamilton
14007905,Taupo
14006185,Pokeno
14002672,Hamilton
14005949,Hamilton
14007355,Tokoroa
14007473,Taupo
14003956,Whatawhata
14002793,Hamilton
14006096,Hamilton
14003898,Huntly
14006570,Hamilton City
14008312,Matangi
14006929,Hamilton
14001129,Hamilton
14003182,Hamilton
14002596,Taupo
14008243,Hamilton
14008000,Hamilton
14003751,Taupo
14008469,Thames
14002588,Hamilton
14004682,Hamilton
14002854,Hamilton
14003086,Mangakino
14004458,Hamilton
14007453,Tauwhare Pa
14001690,Hamilton
14002097,Hamilton
14008783,Hamilton
14007279,Huntly
14002161,Springfield
14001181,Cambridge
14008083,Thames
14002680,Hamilton
14001909,Hamilton
14001407,Springfield
14001865,Hamilton
14006541,Hamilton
14005179,Pokeno
14007141,Hamilton
14006651,Springfield
14006309,Hamilton
14003475,Hamilton
14004937,Hamilton
14008345,Hamilton
14001141,Hamilton
14006182,Hamilton
14005061,Hamilton
14005099,Tokoroa
14002035,Hamilton
14004431,Whakamaru
14004313,Hamilton
14004371,Otorohanga
14002788,Huntly
14001903,Hamilton
14003635,Hamilton
14005829,Hamilton
14002199,Te Kowhai
14004989,Hamilton
14004219,Hamilton
14005580,Hamilton
14001897,Huntly
14008400,Hamilton
14003672,Hamilton
14002391,Morrinsville
14004436,Pokeno
14002509,Hamilton
14006097,Huntly
14004905,Hamilton
14002467,Hamilton
14006506,Hamilton
14001170,Hamilton
14005182,Hamilton
14002276,Taupo
14001419,Hamilton
14001190,Hamilton
14004131,Hamilton
14006350,Taupo
14001672,Hamilton
14004492,Te Kauwhata
14001608,Hamilton
14008220,Hautapu
14002230,Hamilton
14004383,Tokoroa
14003067,Hamilton
14004873,Tuakau
14008601,Hamilton
14007814,Hauraki
14008959,Cambridge
14002789,Hamilton
14003872,Hamilton
14006964,Thames
14008142,Hamilton
14007568,Hamilton
14005753,Hamilton
14005394,Tokoroa
14002233,Franklin
14006336,Hamilton
14001341,Hamilton
14007181,Hamilton
14008115,Hamilton
14006136,Hamilton
14008145,Matamata
14002446,Cambridge
14002352,Taupiri
14008070,Hamilton
14001272,Springfield
14008270,Taupo
14006472,Mangakino
14008495,Hamilton
14002377,Hamilton
14001468,Hamilton
14007796,Hamilton
14006749,Hamilton
14002968,Hamilton
14008218,Hamilton
14007637,Hamilton
14004376,Cambridge
14008071,Hamilton
14004228,Hamilton
