stop_id,stop_city
14007906,Waharoa
14006366,Hamilton
14005852,Hamilton
14005277,Hamilton
14007375,Hamilton
14001067,Hamilton
14007494,Hamilton
14003080,Hamilton
14001322,Hamilton
14008213,Pokeno
14004181,Hamilton
14006072,Mystery Creek
14006267,Hamilton
14006521,Hamilton
14007735,Hamilton
14004970,Hamilton
14006617,Huntly
14004912,Hamilton
14001410,Hamilton
14001642,Hamilton
14005459,Hamilton
14006160,Hamilton
14006485,Taupo
14007040,Hamilton
14002512,Hamilton
14002368,Hamilton
14007774,Raglan
14007654,Raglan
14001178,Hamilton
14002178,Hamilton
14006736,Pokeno
14008157,Hamilton
14003617,Hamilton
14004307,Taupo
14005485,Hamilton
14005057,Hamilton
14005825,Hamilton
14008169,Hamilton
14004404,Cambridge
14001838,Port Waikato
14006432,Pokeno
14004568,Springfield
14006254,Raglan
14007753,Rainbow Point
14004217,Hamilton
14001636,Hamilton
14001941,Wairakei
14006000,Hamilton
14001325,Hamilton
14003084,Raglan
14004367,Hamilton
14003990,Hamilton
14008072,Taupo
14005622,Hamilton
14006487,Thames
14002272,Hamilton
14007784,Waitoa
14001363,Cambridge
14001370,Hamilton
14002148,Hamilton
14003555,Springfield
14001547,Springfield
14002372,Hamilton
14005997,Springfield
14006233,Hamilton
14005933,Hamilton
14004064,Hamilton
14003288,Hamilton
14001946,Hamilton
14002175,Hamilton
14005788,Hamilton
14002072,Hamilton
14001999,Hamilton
14002490,Te Uku
14007009,Matamatapiako
14001678,Tuakau
14001807,Tuakau
14004778,Hamilton
14002270,Hamilton
14007996,Hamilton
14003858,Hamilton
14002504,Hamilton
14001872,Hamilton
14005828,Hamilton
14002688,Hamilton
14006261,Hamilton
14004400,Hamilton
14007470,Hamilton
14006393,Hamilton City
14001455,Tamahere
14001092,Huntly
14008866,Taupo
14003656,Hamilton
14003583,Kihikihi
14008389,Hamilton
14008567,Hamilton
14002687,Hamilton
14002264,Hamilton
14007606,Hamilton
14002379,Taupo
14001886,Ngaruawahia
14008588,Hamilton
14004787,Hamilton
14003072,Te Uku
14003090,Hamilton
14007264,Hamilton
14004271,Hamilton
14003702,Hamilton
14004434,Hamilton
14001496,Hamilton
14001499,Hamilton
14006201,Tokoroa
14002281,Hamilton
14001567,Hamilton
14001068,Hamilton
14001992,Hamilton
14001494,Hamilton
14006950,Pokeno
14001296,Springfield
14004415,Cambridge
14007297,Hamilton
14006836,Hamilton
14006424,Hamilton
14003937,Hamilton
14006607,Hamilton
14001677,Hamilton
14002328,Thames
14004270,Matangi
14005803,Hamilton
14004206,Hamilton
14004029,Pokeno
14008465,Morrinsville
14002786,Cambridge
14006741,Hamilton
14004080,Hamilton
14001649,Springfield
14003161,Hamilton
14008323,Hamilton
14001779,Hamilton
14001257,Hamilton
14007844,Thames
14005995,Hamilton
14008499,Hamilton
14006458,Pokeno
14003570,Hamilton City
14005723,Thames
14002866,Waitetuna
14005800,Hamilton
14004977,Hamilton
14002346,Hamilton
14005838,Hamilton
14007055,Hamilton
14007961,Hamilton
14005776,Hamilton
14003793,Hamilton
14006032,Horotiu
14007938,Tauwhare Pa
14001773,Hamilton
14001739,Hamilton
14001450,Hamilton
14006762,Taupo
14007155,Huntly
14001441,Hamilton City
14004116,Ngaruawahia
14002081,Hamilton
14008605,Hamilton
14001314,Raglan
14006004,Hamilton
14001168,Hamilton
14004363,Hamilton
14002167,Tuakau
14001757,Springfield
14002160,Hamilton
14002053,Hamilton
14003085,Hamilton
14001692,Hamilton
14007052,Hamilton
14008459,Nukuhau
14004973,Hamilton
14002277,Hamilton
14002112,Hamilton
14001730,Te Aroha
14001219,Hamilton
14008305,Hamilton
14008102,Hamilton
14006440,Hamilton
14007764,Hamilton
14003997,Hamilton
14006921,Hamilton
14001629,Springfield
14004862,Tokoroa
14003945,Horotiu
14004586,Hamilton
14005830,Waitetuna
14001752,Springfield
14006837,Waharoa
14007729,Hamilton
14002511,Hamilton
14003904,Raglan
14007021,Hamilton
14002181,Hamilton
14001329,Hamilton
14006191,Hamilton
14007392,Hamilton
14006825,Hamilton
14003760,Hamilton
14007952,Hamilton
14002229,Waitetuna
14007000,Putaruru
14007759,Hamilton
14006112,Raglan
14004102,Hamilton
14007298,Hamilton
14006764,Hamilton
14006906,Hamilton
14006857,Hamilton
14007627,Springfield
14007806,Hamilton
14001335,Hamilton
14004772,Hamilton
14002303,Tokoroa
14007618,Hamilton
14008991,Hamilton
14002999,Pokeno
14001038,Hamilton
14002463,Raglan
14002044,Springfield
14002970,Hamilton
14008009,Hamilton
14008763,Hamilton
14006843,Hamilton
14001614,Hamilton
14006790,Hamilton
14005812,Hamilton City
14006787,Hamilton
14001044,Hamilton
14006299,Taupo
14005980,Hamilton
14002113,Taupo
14006138,Mangakino
14002510,Hamilton
14001109,Hamilton
14005352,Hamilton
14007083,Hamilton
14008462,Hamilton
14002280,Mangakino
14001313,Raglan
14001853,Hamilton
14002674,Hamilton
14004007,Hamilton
14001862,Hamilton
14005775,Onewhero
14008658,Hamilton
14002987,Hamilton
14003185,Hamilton
14007257,Matamata
14001070,Cambridge
14001714,Ngaruawahia
14002060,Hamilton
14003370,Hamilton
14001417,Hamilton
14001399,Hamilton
14005944,Ohaupo
14001528,Hamilton
14003069,Henderson-Massey
14001189,Hamilton
14001382,Morrinsville
14003749,Hamilton
14003065,Cambridge
14002404,Tuakau
14001532,Hamilton
14001481,Taupo
14002770,Pokeno
14001282,Hamilton
14005983,Hamilton
14002170,Henderson-Massey
14002083,Hamilton
14007651,Hamilton
14008891,Hamilton
14006911,Hamilton
14008452,Hamilton
14007053,Hamilton
14003366,Hamilton
14005397,Pokeno
14007661,Hamilton
14003851,Hamilton
14005784,Hamilton
14002517,Hamilton
14005493,Hamilton
14001222,Hamilton
14005586,Hamilton
14003978,Hamilton
14006053,Hamilton
14007175,Hamilton
14005779,Hamilton
14007816,Hamilton
14007194,Otorohanga
14007628,Springfield
14003373,Hamilton
14004578,Taupo
14008133,Hamilton
14006133,Hamilton
14006293,Hamilton
14006511,Hamilton
14004413,Hamilton
14005991,Hamilton
14004347,Springfield
14007299,Springfield
14004020,Hamilton
14006927,Thames
14001259,Hamilton
14002589,Hamilton
14006926,Thames
14006909,Hamilton
14008074,Te Rapa
14004262,Pokeno
14005269,Thames
14005824,Pokeno
14006549,Hamilton
14003584,Hamilton
14001074,Hamilton
14003965,Hamilton
14001676,Tokoroa
14003061,Hamilton
14005765,Hamilton
14003196,Tokoroa
14008116,Taupo
14002519,Hamilton
14001232,Springfield
14001710,Mangakino
14001083,Hamilton
14005695,Springfield
14004497,Hamilton
14006643,Hamilton
14002518,Hamilton
14001574,Thames
14002347,Hamilton
14001685,Hamilton
14001402,Taupo
14002305,Hamilton
14001438,Hamilton
14003953,Springfield
14006573,Hamilton
14004227,Hamilton
14003586,Hamilton
14001615,Hamilton
14001951,Huntly
14007935,Hamilton
14004384,Hamilton
14006357,Hamilton
14005296,Hamilton
14003381,Hamilton
14005868,Matangi
14002594,Tuakau
14004200,Hamilton
14006572,Hamilton
14008258,Hamilton
14003060,Te Rapa
14007928,Hamilton
14007073,Hamilton
14006312,Hamilton
14007047,Hamilton
14002667,Te Kauwhata
14003926,Hamilton
14004498,Pokeno
14006545,Hamilton
14001049,Hamilton
14002506,Hamilton
14004110,Raglan
14001147,Hamilton
14008860,Taupo
14002565,Hamilton
14008017,Hamilton
14004908,Waitetuna
14006531,Hamilton
14002118,Te Kowhai
14001106,Hamilton
14008887,Hamilton
14008772,Springfield
14008167,Thames
14001616,Hamilton
14003177,Hamilton
14004289,Hamilton
14001058,Hamilton
14008251,Hamilton
14001491,Hamilton
14002974,Hamilton
14001620,Springfield
14006264,Huntly
14006335,Hamilton
14007926,Thames
14005756,Hamilton
14007585,Franklin
14008303,Hamilton
14008761,Ngaruawahia
14001295,Hamilton
14001671,Cambridge
14001255,Hamilton
14004935,Hamilton
14006488,Matamata
14007693,Hamilton
14001902,Te Kauwhata
14001293,Springfield
14003677,Hamilton
14007609,Hamilton
14008396,Rainbow Point
14002240,Hamilton
14007933,Hamilton
14008989,Hamilton
14002461,Hamilton
14006859,Hamilton
14003874,Hamilton
14002327,Hamilton
14001957,Taupo
14002182,Hamilton
14008013,Hamilton
14006759,Hamilton
14007711,Hamilton
14007845,Hamilton
14006648,Hamilton
14001469,Hamilton
14004449,Cambridge
14006164,Hamilton
14001080,Hamilton
14002997,Taupo
14001401,Hamilton
14003553,Tokoroa
14005811,Mystery Creek
14001640,Hamilton
14002870,Taupo
14001204,Hamilton
14008360,Hamilton
14008696,Hamilton
14007771,Hamilton
14004224,Hamilton
14008589,Hamilton
14007920,Hamilton
14007002,Matamata
14001036,Hamilton
14004024,Hamilton
14002954,Hamilton
14005886,Hamilton
14001878,Port Waikato
14007054,Pokeno
14008092,Te Awamutu
14008409,Hamilton
14003940,Hamilton
14008361,Hamilton
14002993,Raglan
14007603,Tuakau
14001371,Mystery Creek
14006461,Taupo
14008447,Hamilton
14008784,Hamilton City
14003595,Hamilton
14001354,Hamilton
14007737,Pokeno
14008390,Hamilton
14005065,Hamilton
14008453,Hamilton
14008603,Hamilton
14002076,Tokanui
14008371,Ohinewai
14006385,Hamilton
14004249,Hamilton
14002584,Taupo
14006808,Hamilton
14008862,Thames
14003280,Hamilton
14002063,Hamilton
14002701,Hamilton
14003376,Hamilton
14006117,Hamilton
14002994,Hamilton
14006439,Hamilton
14006626,Springfield
14003062,Hamilton
14002428,Matamata
14008524,Thames
14006524,Hamilton
14001940,Springfield
14004768,Thames
14001243,Hamilton
14003095,Hamilton
14004974,Te Awamutu
14001960,Hamilton
14006224,Hamilton
14005915,Hamilton
14007283,Hamilton
14008406,Maungakiekie-Tāmaki
14001846,Hamilton
14006611,Cambridge
14003494,Pokeno
14003657,Hamilton
14006397,Hamilton
14002494,Hamilton
14008159,Hamilton
14004653,Te Rapa
14002313,Hamilton
14003059,Raglan
14006720,Hamilton
14004591,Hamilton
14007760,Hamilton
14003569,Hamilton
14006075,Hamilton City
14004474,Pokeno
14001952,Taupo
14007100,Hamilton
14007800,Mercer
14004437,Hamilton
14007070,Huntly
14005555,Hamilton
14001928,Hamilton
14001633,Hamilton
14003688,Hamilton
14001208,Hamilton
14001805,Taupo
14003988,Hamilton
14007168,Hamilton
14006022,Hamilton
14002033,Hamilton
14008969,Hamilton
14004130,Hamilton
14005954,Hamilton
14003456,Pokeno
14002318,Thames
14003354,Springfield
14005969,Hamilton
14005462,Port Waikato
14001046,Te Awamutu
14008377,Hamilton
14003486,Hamilton
14004063,Hamilton
14003576,Springfield
14001218,Matamata
14005384,Wairakei
14002573,Taupo
14002065,Morrinsville
14006861,Thames
14008864,Hamilton
14003098,Hamilton
14006661,Hamilton
14008684,Hamilton
14004378,Hamilton
14005266,Hamilton City
14001212,Hamilton
14002096,Springfield
14008026,Springfield
14008455,Cambridge
14001889,Hamilton
14006359,Hamilton
14002367,Hamilton
14002655,Raglan
14004898,Hamilton
14003816,Hamilton
14001091,Hamilton
14008358,Hamilton
14006828,Hamilton
14007815,Hamilton
14001138,Taupo
14007909,Hamilton
14004976,Tamahere
14003561,Cambridge
14007738,Hamilton
14008494,Hamilton
14006816,Hamilton
14008244,Hamilton
14008869,Hamilton
14004483,Hamilton
14008124,Hamilton
14004447,Hamilton
14001030,Tuakau
