,Route,Day of Week,Trip Hour,Trip Count,Mean Running Time,Total Actual In-Service KM,Total Passenger KM,Mean Speed,Mean Occupancy,Total CO2 Emissions,Total emissions $value,Total emissions savings
0,1,Friday,00:00,150,1443.3310344827587,1659.666582917719,7394.272514806906,21.777134639123382,4.44202824519579,580185.4178516185,50.47613135309081,131.13457909913328
1,1,Friday,05:00,210,800.0,1161.7001354495403,13975.48846006798,23.321049273663174,12.157017750304322,266703.27945761464,23.203185312812472,247.8499126514364
2,1,Friday,06:00,920,1751.6316326530614,11445.628374568063,154623.17778065635,20.65407513160042,14.051187762781101,2327109.670319782,202.45854131782104,2742.182587486948
3,1,Friday,07:00,1508,1648.6081003310414,16136.904004881932,307354.50307715713,17.005936493581906,16.833904907538905,5653921.577127606,491.89117721010166,5450.813898802968
4,1,Friday,08:00,1804,1711.8452196172368,16218.52292208328,335164.759689406,17.015995649676295,16.88238997598293,6107131.115183123,531.3204070209317,5944.018103568658
5,1,Friday,09:00,1627,1573.3261837965954,17171.036615654066,286597.5154185615,18.617957244992546,14.142718690159866,7945040.577902246,691.2185302774955,5082.696706134566
6,1,Friday,10:00,1684,1662.0241613414132,16989.187453029466,256004.84838868157,19.388941227288594,13.562862587064371,7958510.369402922,692.3904021380541,4540.147522770041
7,1,Friday,11:00,1722,1784.0485173556604,18466.109299301203,265911.84941774514,19.563827777801563,13.936317799176525,7388410.893387926,642.7917477247495,4715.844375635473
8,1,Friday,12:00,1703,1780.683028846154,18349.09374075245,259062.5622157083,19.193385218625973,13.652251600500154,7516805.9618820865,653.9621186837416,4594.374901448581
9,1,Friday,13:00,1684,1764.577847739382,17476.626165402544,256962.05265998695,18.683951770701622,13.96012573728431,7645244.808391572,665.1362983300668,4557.123172366153
10,1,Friday,14:00,1734,1603.8831140581992,16964.15829201505,288307.7770987987,17.643354810548118,14.863737522765057,8369735.146847806,728.1669577757591,5113.027539240619
11,1,Friday,15:00,1663,1875.7036428038045,16252.490221617165,338964.2665389457,16.139423175780458,16.95693196007184,8278443.185846438,720.2245571686401,6011.400896196456
12,1,Friday,16:00,1925,1571.1785453415712,17441.35528958111,364614.5014857496,15.503835318009829,17.578018487106625,9226840.413024606,802.7351159331408,6466.297947503043
13,1,Friday,17:00,1836,1694.2948719143426,18203.016541334608,323879.5989245179,16.142248678934475,14.739228962082201,9187556.665035313,799.3174298580723,5743.880117849817
14,1,Friday,18:00,1333,1531.8494451342092,12535.418123443174,166379.77469109354,16.9287073082665,10.488700409081336,6837082.078644548,594.8261408420757,2950.681311925509
15,1,Friday,19:00,940,1463.1895701058202,9755.029051275536,106614.051492607,18.068116818403695,8.472957851935282,4729326.713599759,411.451424083179,1890.759197816965
16,1,Friday,20:00,770,1525.785607305936,8191.182134121626,78864.8745874007,18.431866813385987,7.931486032375382,3913012.7302196394,340.43210752910863,1398.6382181634795
17,1,Friday,21:00,758,1497.33668217347,8151.915735505073,74094.62261659761,18.61026192797759,7.2230844047359675,3377285.442746577,293.8238335189522,1314.039634173583
18,1,Friday,22:00,686,1344.2223224728486,7815.167427274331,58736.551285788904,19.73995025816392,6.350172557725194,3661558.2740333257,318.55556984089935,1041.6701460722027
19,1,Friday,23:00,529,1240.7322755449056,6012.838889792055,32919.306655722394,21.101535611820545,4.668859970287964,2692608.8927649907,234.2569736705542,583.811242267446
20,1,Monday,00:00,132,917.8385416666666,1481.735505354726,1964.9576927711103,22.109186859640634,1.3528956161125165,818198.0387298953,71.18322936950089,34.847768928336876
21,1,Monday,05:00,189,800.0,1122.4195677431808,14404.941978905435,21.737078213620446,12.953449996584537,231599.19891384465,20.14913030550449,255.4661056335883
22,1,Monday,06:00,823,1693.733560090703,9854.963699392245,150664.8415317815,20.06810340339414,15.782861248654815,1888971.7901249083,164.34054574086704,2671.9830165501717
23,1,Monday,07:00,1367,1666.8854171081446,14176.159060709695,322441.3000517879,16.637087379159205,19.83364284316227,5307499.670764496,461.7524713565111,5718.3724405338235
24,1,Monday,08:00,1511,1904.8263052503053,15455.011593135043,329153.0838217875,17.098341014362493,18.079373998369757,5340157.489602488,464.5937015954165,5837.40334423947
25,1,Monday,09:00,1569,1456.8595042735044,15912.51691627749,235503.96401776565,19.282602495840447,12.951287779678166,7462461.059513092,649.234112177639,4176.572223407375
26,1,Monday,10:00,1560,1730.2802701707465,16170.46528253615,210507.2954241415,21.00780107118584,12.925454645034577,7763829.93075929,675.4532039760581,3733.2659200027556
27,1,Monday,11:00,1722,1753.982203907204,18106.637947218715,232166.74136298557,20.678370449139024,13.027284776315945,7584085.277281216,659.8154191234657,4117.3878631720245
28,1,Monday,12:00,1578,1947.0164770901615,17932.3297523943,236363.38187406078,20.13450977921507,12.543058977045542,7739950.231183741,673.3756701129855,4191.81366854344
29,1,Monday,13:00,1686,1751.885679399965,17244.4292302092,224442.3851923443,19.87428894499893,12.60488121757634,7768764.149589648,675.8824810142993,3980.3993773919215
30,1,Monday,14:00,1602,1711.5058220439173,16272.479537099027,246454.5031078456,18.513149613359367,13.50464791305396,7969778.35200757,693.3707166246586,4370.775822424139
31,1,Monday,15:00,1599,1878.270119351849,15705.478799618102,310160.80463299726,16.399896913661856,15.301906365701821,8603481.029374843,748.5028495556114,5500.582577549039
32,1,Monday,16:00,1728,1669.582283409282,16109.32527647612,366663.6023325817,16.137210803837302,17.652801094118477,9117717.00722212,793.2413796283244,6502.637962905901
33,1,Monday,17:00,1881,1631.196132295356,17580.985668455127,352988.54662404605,16.209101096731807,15.903595535866115,10112656.64552523,879.801128160695,6260.116109551833
34,1,Monday,18:00,1304,1533.8153124653124,12409.944084317238,132687.6944244664,17.9464945155797,8.390658202409474,6982329.110060227,607.4626325752398,2353.165226889287
35,1,Monday,19:00,908,1554.2913860820984,9502.891156725247,72232.43413763966,20.32835302325883,6.309955975428354,4770336.5277595585,415.0192779150816,1281.014437725602
36,1,Monday,20:00,738,1572.2692945878412,8200.095655701736,54141.26246405193,21.123000684901168,6.026786660632256,4292518.489503392,373.4491085867951,960.1744662374748
37,1,Monday,21:00,661,1641.475520235253,7945.11291229839,41014.727447980506,22.51694058741421,5.231051707040098,3821239.6726900754,332.4478515240366,727.380416394762
38,1,Monday,22:00,672,1515.2333388209795,7554.890074575058,25958.499276781185,24.387628077413215,3.883759976689608,3775947.242506073,328.50741009802834,460.364000635531
39,1,Monday,23:00,496,1114.7631447879676,5556.363279763218,10870.966603278415,24.960021709953462,2.081169533023727,2624832.4232597123,228.36042082359498,192.79241156814146
40,1,Saturday,00:00,156,1305.3653846153848,1785.1276338321788,8062.9951151081,21.6887345148634,3.7607714452548224,562228.055349344,48.91384081539292,142.9941172144748
41,1,Saturday,06:00,156,1200.0,1380.3480197311965,10283.931775565476,23.566977671229758,7.79795394959161,101759.9279928111,8.853113735374567,182.3815746812785
42,1,Saturday,07:00,546,1734.8269230769229,7726.068729662869,58182.71312162828,23.087124105920992,7.9971186817058415,986838.3674637349,85.85493796934495,1031.8480392454924
43,1,Saturday,08:00,858,1743.602564102564,11276.295591313647,112300.40823825295,21.996412925961952,9.385068656642215,1850902.8792368043,161.02855049360198,1991.6045476407091
44,1,Saturday,09:00,1092,1699.9358974358975,12506.93916948199,167296.62771105565,20.714631831854383,12.282152402588203,2556916.0970091256,222.4517004397939,2966.9413475987603
45,1,Saturday,10:00,1092,1818.3390313390312,12537.442528249057,202383.0159102534,19.86589361904019,15.025644082080785,3484763.100359606,303.1743897312857,3589.1849475468402
46,1,Saturday,11:00,1092,1930.1987179487178,12651.563733479483,214086.31280621095,19.112019413189298,15.696715045194233,3661485.6650585975,318.54925286009797,3796.738416728611
47,1,Saturday,12:00,1092,1988.957977207977,13091.01663712462,219772.92087995014,18.818057867241414,15.920236602298457,2853289.1201412925,248.23615345229246,3897.5882237594237
48,1,Saturday,13:00,1092,1956.1502849002848,13006.58978572041,217726.51458250088,19.256491838621958,15.979465823712271,2637886.2013502996,229.49609951747607,3861.2959951535063
49,1,Saturday,14:00,1092,1926.0021367521367,13059.113481978591,210084.27073407124,18.914077908971212,14.95063569706006,3417701.6587750237,297.3400443134271,3725.7637398261636
50,1,Saturday,15:00,1071,1798.4387464387464,12205.42555193752,198117.04818455564,18.27439461172379,14.432562781681797,3824322.490353948,332.71605666079347,3513.529650688408
51,1,Saturday,16:00,1071,1698.306267806268,11650.85035015098,193192.9489050527,17.35753145628253,14.111223830517401,4470519.424526773,388.93518993382924,3426.202643850762
52,1,Saturday,17:00,1050,1552.7348927875241,10617.295862842162,159413.88232473398,17.106870910999103,12.534323079508185,4416870.204094791,384.2677077562468,2827.1438899974937
53,1,Saturday,18:00,894,1720.1826923076924,10862.596857049757,123104.88010326482,17.70483625702868,9.340981551111947,4471659.63008006,389.03438781696525,2183.2177006005927
54,1,Saturday,19:00,816,1485.7891921160926,8888.496878238377,73615.42677156682,18.163485447703334,6.129704818333108,3428722.630067109,298.2988688158385,1305.5412801680563
55,1,Saturday,20:00,759,1411.7625506072875,7675.447149203813,54986.571175243735,19.318250234113865,5.707817041825289,2860447.591552503,248.8589404650678,975.1656911117263
56,1,Saturday,21:00,603,1650.2820512820513,7161.421667215123,61790.05177969503,19.794847444229447,6.429227247392915,2871039.654644944,249.7804499541101,1095.8228029083607
57,1,Saturday,22:00,603,1415.6373626373627,6373.03948451911,45489.66810800709,19.94515956557576,5.569529629365816,1917275.3421353705,166.80295476577723,806.7417678693104
58,1,Saturday,23:00,447,1354.9171165092218,4882.477888269115,24687.32977328312,21.337204523302052,4.157011173357275,1649482.2039813385,143.50495174637646,437.8202984023402
59,1,Sunday,07:00,234,1697.9444444444443,2913.0232042706994,20795.912582368488,22.78172177911078,7.230321485565679,474320.4039675869,41.26587514518006,368.8075112203889
60,1,Sunday,08:00,780,1792.6584249084249,10634.507438050723,78728.2834634257,21.636176161953642,6.611777840336468,2566053.413713478,223.2466469930726,1396.2158271148305
61,1,Sunday,09:00,1092,1483.1132478632478,11786.710335891115,120551.94421049743,20.818141484882613,8.056630138106227,3133524.2266028584,272.6166077144487,2137.9423644407834
62,1,Sunday,10:00,1092,1532.215811965812,11357.943942862848,136592.755481421,19.729167922934554,10.25353618352816,3653271.925097963,317.8346574835228,2422.419982787816
63,1,Sunday,11:00,1092,1657.8532763532764,11761.03553234943,158414.6054067091,19.28490536525881,11.614824875338018,3900516.694231324,339.34495239812514,2809.4220981935987
64,1,Sunday,12:00,1092,1669.0349002849002,11900.303418800595,167026.28840743704,19.2429717730139,12.419466668133232,3623491.081328187,315.2437240755523,2962.1469840257396
65,1,Sunday,13:00,1092,1699.6381766381767,12079.808733970875,168150.8981719231,18.909371640214964,12.477224013121166,4384550.640257266,381.4559057023822,2982.0915056566823
66,1,Sunday,14:00,1070,1791.52207977208,12248.559360990032,168213.61900484766,19.610300569520195,12.571118504309474,4756377.881075614,413.8048756535784,2983.2038355052023
67,1,Sunday,15:00,1048,1742.8979674278182,12266.12650403676,167410.06848130023,19.382816456749463,12.216714057745467,5678056.779978719,493.99093985814847,2968.9531760279824
68,1,Sunday,16:00,1070,1590.6206247456248,11666.859532060316,158948.32723834156,18.465064635194167,11.844615181250859,5591552.347134126,486.465054200669,2818.887449599973
69,1,Sunday,17:00,1070,1500.3243398392651,10607.715686555252,127375.10102022147,17.904806716522152,9.981065654483295,5297497.748371524,460.8823041083225,2258.9484261701587
70,1,Sunday,18:00,912,1566.500364219114,10579.408743198519,81580.52454101392,17.01289751483239,6.286517977867597,5112337.53285715,444.773365358572,1446.7992256100583
71,1,Sunday,19:00,780,1197.2435897435896,7478.459243849161,48514.62590712199,19.26140624644935,5.311225180213004,3495950.4281781577,304.1476872514997,860.3882309913058
72,1,Sunday,20:00,524,1639.688672024493,6284.072489943239,34818.15045041546,22.459507402848825,5.053443225199939,3183428.121410112,276.95824656267973,617.486506641791
73,1,Sunday,21:00,468,1867.9022435897436,6247.978259951904,32753.26190783944,24.38920594609857,4.601274877738844,2995505.4794035205,260.6089767081063,580.8665025271064
74,1,Sunday,22:00,468,1585.8547008547012,6165.319938019169,24301.82069760898,24.831013809130656,3.5175377933440313,2876308.6143848146,250.23884945147887,430.98344321798083
75,1,Sunday,23:00,234,1138.5705128205127,2378.2476351993637,6972.567027507439,23.633347372887236,1.961054292332124,1068867.5076887794,92.99147316892379,123.65579447629538
