,Vehicle Number,Vehicle Type,Vehicle Emissions Standard,Vehicle Registration Number,TARE Weight (KG),Total Trips,Routes,Service Types,Total Running Time,Total In-Service KM,Total Passenger KM,Cancelled Trips Count,Average Speed,Average Occupancy,"Total CO2 Emissions, KG","Total Emissions Value, $","Total Emissions Savings, $",Emissions per VKT
342,5702,ELV,ELECTRIC,NQD103,15180.0,2996,"2, 14, 22, 12, 769, 3, 743, 13, 612, 744, 18, 21, 83, 37, 33, 623, 737, 754, 742, 753, 758, 715, 667, 745, 614, 791, 722, 740, 767, 35, 615, 712, 711, 84, 887, 36, 34, 760, 784, 762, 81, 739, 718, 888","Public Bus, School Bus",7214855,39474.111,459140.492,3,19.757115275939825,11.224011414442074,4.6340169609999995,0.403159475607,8142.27687364747,0.00011739382708327491
343,5703,ELV,ELECTRIC,NQD104,15140.0,3398,"2, 762, 14, 21, 83, 3, 12, 22, 37, 739, 791, 84, 887, 718, 18, 745, 33, 13, 623, 36, 35, 667, 744, 712, 711, 612, 737, 742, 34, 743, 722, 769, 758, 753, 614, 81, 740, 767, 615, 715, 755, 704","Public Bus, School Bus",8133623,44553.315,519409.416,5,20.011248067106784,11.150132246238114,5.272452199,0.458703341313,9211.06751656638,0.00011834028958339014
344,5704,ELV,ELECTRIC,NQD105,15120.0,3115,"2, 12, 14, 22, 83, 18, 745, 3, 21, 722, 37, 737, 739, 13, 35, 742, 711, 33, 758, 36, 615, 744, 791, 767, 760, 784, 667, 740, 34, 623, 718, 84, 887, 769, 612, 715, 712, 743, 614, 888, 704, 762, 755, 81, 721","Public Bus, School Bus",7671084,41595.246,507146.419,6,19.81890061247875,11.702878949826093,4.916808204,0.427762313748,8993.618922336253,0.00011820601335066031
345,5705,ELV,ELECTRIC,NQD106,15160.0,3114,"14, 18, 21, 34, 737, 2, 36, 3, 22, 83, 667, 12, 13, 623, 33, 84, 767, 745, 722, 35, 615, 715, 762, 755, 744, 612, 742, 740, 760, 784, 791, 712, 718, 754, 37, 81, 761, 769, 743, 887, 711, 739, 614, 888","Public Bus, School Bus",7595162,42146.921,494919.063,1,19.832703252520194,11.229939075604824,4.93442068,0.42929459916,8776.76993422007,0.00011707665857726593
346,5706,ELV,ELECTRIC,NQY742,15180.0,3600,"3, 12, 14, 21, 22, 33, 18, 13, 737, 760, 784, 2, 769, 742, 35, 36, 37, 83, 739, 715, 745, 791, 614, 711, 34, 743, 612, 740, 722, 758, 623, 761, 762, 667, 744, 718, 81, 84, 754, 615, 712, 887, 767","Public Bus, School Bus",8515015,48148.52,572652.69,3,19.39057906058908,11.392859876339985,5.498119990999999,0.47833643921700003,10155.296869676167,0.00011419084098535116
347,5707,ELV,ELECTRIC,NQY744,15200.0,3416,"2, 3, 22, 12, 14, 21, 742, 18, 13, 83, 36, 711, 35, 623, 84, 887, 33, 615, 612, 712, 715, 37, 739, 34, 755, 740, 762, 744, 718, 745, 758, 791, 737, 754, 667, 743, 767, 769, 614, 719, 81, 888, 704","Public Bus, School Bus",7078112,45069.763,522620.137,1,17.304854437470564,11.143000758696262,4.598599943,0.400078195041,9268.06704375496,0.00010203292932780677
348,5708,ELV,ELECTRIC,NQY743,15200.0,3633,"2, 18, 758, 3, 21, 22, 14, 33, 35, 83, 667, 12, 13, 36, 742, 711, 712, 81, 84, 737, 887, 745, 34, 791, 769, 715, 744, 37, 623, 612, 888, 743, 767, 718, 760, 784, 739, 755, 722, 614, 741, 740, 20, 762, 754","Public Bus, School Bus",8815252,48159.158,562761.417,5,20.025438515635496,11.15150816460239,5.6916181560000005,0.495170779572,9979.862113016583,0.00011818350636445928
349,5709,ELV,ELECTRIC,NQY745,15160.0,3336,"2, 22, 3, 18, 12, 13, 14, 21, 37, 614, 83, 84, 887, 715, 35, 36, 743, 34, 33, 722, 737, 758, 791, 744, 712, 742, 711, 623, 762, 769, 745, 667, 740, 739, 718, 754, 760, 784, 81, 615, 767, 704, 20","Public Bus, School Bus",6049373,43856.847,506904.774,8,19.255589852831687,10.961804777511706,4.398466576000001,0.382666592112,8989.378536923274,0.00010029144539277985
350,5710,ELV,ELECTRIC,NQY746,15160.0,3058,"2, 14, 12, 13, 22, 35, 18, 758, 3, 21, 83, 84, 33, 715, 612, 37, 614, 615, 737, 667, 722, 36, 34, 718, 712, 769, 742, 767, 623, 740, 745, 744, 760, 784, 887, 739, 743, 791, 762, 704","Public Bus, School Bus",7559101,40926.909999999996,493803.304,9,19.628583903735503,11.717508353714539,4.818485406,0.419208230322,8756.992463861987,0.00011773391653559969
351,5711,ELV,ELECTRIC,NQY769,15180.0,3672,"2, 3, 22, 12, 14, 21, 83, 718, 18, 35, 13, 33, 711, 758, 715, 791, 615, 84, 887, 769, 667, 737, 34, 745, 623, 743, 612, 37, 614, 36, 712, 742, 767, 761, 754, 722, 739, 740, 762, 744, 755, 760, 784","Public Bus, School Bus",8524118,49624.987,591485.078,3,18.663080350328823,11.404747130731922,5.512709152999999,0.47960569631100003,10489.28075837292,0.00011108736719669063
352,5712,ELV,ELECTRIC,NRU902,15120.0,3421,"3, 12, 13, 22, 760, 784, 14, 2, 21, 83, 667, 36, 715, 745, 84, 18, 33, 35, 887, 37, 614, 743, 791, 762, 623, 769, 737, 767, 81, 744, 34, 740, 753, 758, 615, 722, 739, 718, 712, 742, 768","Public Bus, School Bus",7730284,45646.02,535120.297,6,18.740697943934272,11.162924100557843,5.033422016,0.437907715392,9489.714744080762,0.00011027077532718078
353,5713,ELV,ELECTRIC,NQY772,15100.0,3309,"2, 3, 12, 14, 37, 739, 21, 22, 35, 83, 84, 887, 36, 13, 791, 18, 737, 623, 612, 33, 722, 715, 758, 81, 762, 740, 743, 742, 745, 711, 712, 769, 614, 718, 615, 667, 744, 754, 34, 716, 28","Public Bus, School Bus",8055302,43832.051,510260.599,8,19.86930979714215,11.140242135154217,5.167130773000001,0.449540377251,9048.825928811211,0.00011788475910013888
354,5714,ELV,ELECTRIC,NQY777,15180.0,3424,"2, 3, 14, 718, 12, 22, 83, 21, 667, 18, 33, 34, 13, 36, 623, 742, 35, 615, 791, 81, 84, 762, 711, 737, 743, 767, 769, 37, 614, 753, 744, 887, 722, 739, 761, 758, 712, 740, 745, 612, 719, 715","Public Bus, School Bus",8343115,45792.202,544675.063,10,19.907481051381815,11.436256081076317,5.386460506,0.468622064022,9659.134129832133,0.0001176283356279744
355,5715,ELV,ELECTRIC,NQY779,15180.0,3240,"2, 14, 722, 3, 18, 22, 36, 12, 13, 21, 37, 614, 742, 758, 83, 84, 33, 718, 744, 34, 745, 737, 767, 623, 753, 712, 755, 887, 35, 743, 769, 667, 762, 719, 615, 715, 612, 711, 739, 740, 791","Public Bus, School Bus",7849191,42669.032,504122.497,5,19.81662040852797,11.247695260179153,5.034005711,0.437958496857,8939.980632530067,0.00011797796844793667
356,5716,ELV,ELECTRIC,NRU901,15160.0,2537,"3, 14, 83, 84, 887, 2, 12, 18, 21, 33, 34, 13, 22, 35, 36, 769, 722, 758, 742, 718, 744, 615, 737, 743, 762, 715, 612, 37, 81, 760, 784, 739, 745, 740, 767, 623, 753, 667, 711","Public Bus, School Bus",6029821,32834.664,374992.022,3,19.923072307898718,10.874886672521212,3.8789476809999996,0.337468448247,6650.001814020984,0.00011813575071150416
357,5717,ELV,ELECTRIC,NQY768,15200.0,3244,"3, 13, 18, 21, 22, 35, 2, 14, 83, 33, 742, 12, 612, 737, 667, 758, 769, 711, 34, 615, 886, 743, 755, 712, 715, 718, 762, 744, 739, 37, 623, 36, 745, 614, 767, 722, 791, 754, 84, 760, 784","Public Bus, School Bus",7736720,42423.798,498769.575,1,19.99966213656802,11.139392131029094,4.999646246,0.434969223402,8845.051608949676,0.00011785003893333642
358,5718,ELV,ELECTRIC,NQY778,15200.0,3475,"2, 3, 12, 21, 712, 14, 711, 36, 35, 83, 84, 18, 22, 13, 737, 769, 612, 33, 754, 615, 742, 758, 667, 37, 614, 791, 34, 762, 887, 623, 888, 715, 761, 722, 704, 719, 743, 739, 745, 744, 767, 764, 760, 784, 718","Public Bus, School Bus",8578691,46786.373,544942.824,7,19.823334447054894,11.202295392839543,5.521700912,0.480387979344,9663.871002266811,0.0001180194265539669
359,5719,ELV,ELECTRIC,NQY774,15160.0,3540,"2, 3, 18, 22, 21, 35, 83, 742, 12, 14, 33, 37, 762, 791, 34, 711, 743, 718, 737, 13, 745, 84, 887, 744, 758, 36, 740, 612, 760, 784, 614, 615, 712, 715, 623, 722, 769, 767, 768, 81, 755, 616, 739, 754, 667, 704","Public Bus, School Bus",7825742,47476.678,550822.375,7,20.609220878583425,11.019563498152426,5.364225118,0.466687585266,9768.15627828012,0.00011298653031284119
360,5720,ELV,ELECTRIC,NQY776,15160.0,3540,"14, 21, 36, 742, 12, 2, 3, 83, 18, 22, 35, 718, 13, 615, 33, 37, 614, 623, 711, 34, 722, 755, 758, 737, 791, 84, 887, 612, 739, 667, 745, 715, 744, 769, 753, 767, 743, 712, 740, 81, 704, 719, 888","Public Bus, School Bus",8478334,45964.919,528798.335,5,19.86747161544093,11.041764290556213,5.435243961,0.472866224607,9377.562221025393,0.00011824765667486545
361,5721,ELV,ELECTRIC,NQY773,15140.0,3354,"2, 742, 3, 12, 13, 14, 21, 22, 35, 36, 18, 33, 34, 623, 791, 83, 721, 758, 745, 737, 762, 81, 84, 711, 744, 767, 743, 760, 784, 754, 615, 37, 739, 722, 667, 715, 712, 718, 612, 740, 20, 614, 769, 887","Public Bus, School Bus",8112841,44208.537,515769.478,3,19.724366246949746,11.066635023004254,5.198513929000001,0.452270711823,9146.521048742023,0.00011759072527100367
362,5722,ELV,ELECTRIC,NQY780,15180.0,3567,"2, 3, 12, 14, 18, 21, 83, 22, 758, 715, 762, 84, 887, 35, 13, 718, 33, 711, 745, 623, 667, 36, 37, 614, 34, 742, 81, 722, 755, 737, 769, 615, 739, 612, 712, 743, 767, 791, 754, 744, 760, 784","Public Bus, School Bus",8432394,47479.377,544698.869,3,20.03416673533078,11.129511116734076,5.526696294000001,0.480822577578,9659.544119572423,0.0001164020390158026
363,5723,ELV,ELECTRIC,NQY770,15160.0,3459,"3, 13, 14, 21, 22, 623, 722, 2, 12, 612, 36, 35, 83, 18, 37, 33, 712, 667, 34, 745, 742, 762, 769, 81, 84, 767, 744, 704, 718, 791, 743, 614, 715, 740, 887, 711, 753, 758, 737, 755","Public Bus, School Bus",6594067,45888.475,527422.561,5,19.58140277944312,11.094868762850094,4.718862651999999,0.410541050724,9353.225723453123,0.00010283328552539607
364,5724,ELV,ELECTRIC,NQY775,15140.0,3622,"2, 3, 12, 22, 744, 21, 791, 13, 612, 14, 35, 83, 84, 18, 758, 704, 742, 718, 769, 33, 737, 667, 34, 767, 37, 614, 745, 623, 722, 712, 711, 615, 36, 753, 739, 762, 715, 743, 760, 761, 740, 81, 784, 887","Public Bus, School Bus",8556084,47251.109,540907.138,3,20.093792971557146,11.000369049098074,5.551679867999999,0.482996148516,9592.297055074561,0.00011749311255318895
365,5725,ELV,ELECTRIC,NQY771,15200.0,3533,"2, 14, 769, 3, 83, 21, 22, 35, 712, 12, 722, 37, 739, 13, 18, 84, 760, 784, 711, 742, 743, 33, 887, 718, 36, 737, 715, 81, 758, 745, 791, 623, 612, 744, 762, 754, 615, 34, 740, 667, 767","Public Bus, School Bus",8730437,47676.067,589977.661,3,19.596833352886524,12.005364267183609,5.597747267,0.487004012229,10462.539899337771,0.00011741210253354161
366,5726,ELV,ELECTRIC,NZC994,15120.0,3496,"2, 14, 22, 3, 18, 33, 12, 21, 83, 753, 667, 13, 35, 36, 84, 754, 623, 612, 81, 745, 615, 743, 742, 758, 722, 737, 711, 712, 715, 37, 739, 718, 791, 614, 760, 784, 704, 769, 34, 744, 762, 767, 887","Public Bus, School Bus",8187230,46525.847,542638.048,2,19.220625502616112,11.144214949621354,5.296588255,0.460803178185,9623.016271160277,0.0001138418448351945
367,5727,ELV,ELECTRIC,NZC996,15080.0,3726,"12, 14, 18, 21, 33, 34, 2, 3, 22, 13, 612, 718, 711, 37, 83, 35, 745, 758, 712, 715, 767, 743, 742, 614, 36, 740, 667, 84, 887, 615, 722, 623, 737, 721, 739, 769, 791, 719, 744, 762, 760, 784, 753, 81","Public Bus, School Bus",8997276,49101.723,587060.46,4,19.746744161555394,11.287514051478786,5.7650328260000006,0.501557855862,10410.789907759523,0.00011740999039891127
368,5728,ELV,ELECTRIC,NZC991,15040.0,3456,"14, 745, 3, 12, 18, 21, 22, 2, 769, 718, 13, 35, 615, 83, 84, 36, 742, 887, 667, 33, 753, 612, 34, 762, 744, 743, 623, 767, 37, 614, 722, 712, 737, 81, 791, 758, 715, 888, 739, 760, 784","Public Bus, School Bus",8307902,46084.079,548663.116,3,19.533255761847837,11.339260450240921,5.349908704000001,0.46544205724800003,9729.863895927369,0.00011609017300747186
369,5729,ELV,ELECTRIC,NZC987,15080.0,3140,"2, 3, 14, 18, 21, 22, 712, 37, 739, 83, 12, 36, 13, 667, 762, 614, 33, 34, 718, 35, 742, 84, 887, 743, 745, 715, 711, 744, 791, 737, 769, 612, 20, 81, 722, 615, 623, 740, 755, 616, 888, 28","Public Bus, School Bus",7623048,41940.188,490900.371,5,20.10178002540665,11.150366448074308,4.952083731,0.430831284597,8705.498440565403,0.00011807490541053368
370,5730,ELV,ELECTRIC,PCB420,15160.0,3576,"2, 14, 21, 34, 3, 36, 745, 12, 22, 83, 13, 35, 623, 722, 18, 33, 767, 711, 762, 81, 84, 758, 667, 887, 737, 755, 743, 791, 742, 612, 740, 744, 753, 615, 37, 614, 769, 712, 715, 760, 784, 718, 719, 739","Public Bus, School Bus",8292554,46806.231,544928.92,4,19.238087219787644,10.986517730760237,5.341034398,0.464669992626,9663.640138161221,0.00011410947397153169
371,5731,ELV,ELECTRIC,NZC990,15160.0,3132,"2, 14, 769, 3, 12, 22, 21, 35, 83, 84, 18, 81, 715, 742, 737, 745, 34, 13, 623, 791, 33, 615, 887, 767, 37, 614, 755, 743, 762, 758, 722, 744, 711, 718, 760, 784, 36, 667, 712, 612, 740","Public Bus, School Bus",7665417,41995.203,500884.306,5,19.91141507925874,11.29281581831839,4.956974392999999,0.431256772191,8882.55926232781,0.00011803668130857707
372,5732,ELV,ELECTRIC,NZC989,15160.0,3256,"2, 3, 21, 12, 14, 18, 22, 33, 36, 83, 84, 34, 887, 13, 35, 744, 715, 758, 754, 742, 37, 614, 712, 615, 718, 722, 767, 791, 623, 667, 711, 755, 612, 745, 743, 739, 721, 737, 81, 762, 760, 784, 740, 704","Public Bus, School Bus",7979973,43441.31,521861.4,2,19.81241551534614,11.480722081369077,5.1136524109999995,0.444887759757,9254.566325317166,0.00011771404709020055
373,5733,ELV,ELECTRIC,NZC986,15040.0,3391,"2, 14, 22, 743, 3, 12, 21, 83, 18, 758, 34, 13, 36, 767, 745, 722, 612, 37, 614, 35, 762, 887, 33, 769, 791, 754, 667, 744, 755, 623, 742, 718, 737, 84, 739, 740, 760, 784, 719, 715, 711, 615","Public Bus, School Bus",8294374,45633.039,530407.498,6,19.907768206608097,11.275147822831647,5.369476231,0.467144432097,9406.105829714057,0.00011766641776805617
374,5734,ELV,ELECTRIC,PCB418,15060.0,3638,"3, 12, 21, 22, 33, 715, 14, 2, 36, 83, 745, 35, 18, 34, 13, 612, 762, 37, 614, 722, 769, 767, 623, 737, 711, 84, 887, 81, 667, 744, 739, 753, 791, 615, 718, 712, 742, 758, 743, 740","Public Bus, School Bus",8782514,48320.025,559323.987,3,19.995731633067503,11.11899757931009,5.693681735,0.495350310945,9918.900434523672,0.00011783275639861527
375,5735,ELV,ELECTRIC,NZC997,15060.0,3375,"2, 3, 12, 14, 22, 18, 743, 83, 722, 21, 33, 13, 36, 34, 37, 614, 35, 758, 715, 745, 742, 737, 769, 740, 744, 760, 784, 762, 791, 739, 712, 753, 612, 719, 81, 84, 755, 704, 667, 768, 623, 887, 888, 767, 615","Public Bus, School Bus",8272966,45570.091,537200.774,5,19.978753922050675,11.283070935431489,5.36769135,0.46698914745000003,9526.582122060243,0.0001177897878237724
376,5736,ELV,ELECTRIC,PCB419,15080.0,3511,"2, 3, 14, 22, 743, 12, 13, 21, 612, 36, 18, 83, 33, 35, 37, 34, 623, 742, 722, 745, 667, 753, 715, 711, 767, 769, 762, 712, 737, 718, 758, 84, 791, 740, 614, 615, 887, 739, 760, 784, 81, 744","Public Bus, School Bus",8250500,47108.939,551819.854,0,19.368210863711987,11.235148386274416,5.337864119,0.464394178353,9785.848478106263,0.00011330894374420107
377,5737,ELV,ELECTRIC,NZC992,15080.0,3246,"3, 12, 13, 21, 22, 37, 614, 2, 14, 718, 36, 612, 715, 623, 791, 742, 83, 745, 18, 35, 615, 743, 762, 34, 33, 758, 712, 667, 737, 740, 722, 84, 767, 754, 887, 81, 769, 739, 744, 704, 760, 784, 888","Public Bus, School Bus",7783218,42458.601,504932.375,3,19.93507560659852,11.277392409721033,5.007760737,0.435675184119,8954.345790681265,0.00011794455349576873
378,5738,ELV,ELECTRIC,NZC988,15080.0,3341,"3, 12, 14, 18, 22, 767, 2, 21, 13, 35, 37, 614, 33, 83, 34, 615, 739, 743, 84, 887, 623, 762, 758, 711, 612, 722, 745, 718, 760, 784, 755, 712, 36, 721, 791, 742, 744, 719, 737, 769, 617, 715, 764, 754","Public Bus, School Bus",8166024,44816.226,531418.742,3,19.8958342299531,11.370285723758279,5.2771474629999995,0.45911182928100003,9424.047885716873,0.00011775082228030533
379,5739,ELV,ELECTRIC,NZC993,15180.0,3644,"3, 12, 13, 612, 2, 14, 21, 22, 33, 742, 712, 18, 35, 83, 722, 760, 784, 745, 767, 743, 737, 758, 753, 84, 887, 81, 615, 623, 769, 740, 791, 36, 34, 715, 719, 37, 614, 762, 744, 667, 711","Public Bus, School Bus",8879445,48593.005,565771.564,8,19.899236061040085,11.148555181891075,5.723030586,0.497903660982,10033.243179431327,0.0001177747823169199
380,5740,ELV,ELECTRIC,NZC995,15060.0,3470,"2, 3, 12, 22, 14, 21, 83, 18, 33, 36, 745, 35, 13, 84, 769, 667, 762, 715, 739, 711, 612, 742, 718, 722, 34, 791, 887, 744, 81, 754, 615, 767, 758, 737, 37, 740, 712, 760, 784, 753, 20, 623, 743, 614, 704, 755","Public Bus, School Bus",8556516,46550.402,548716.766,7,19.683852154793144,11.322801461229876,5.480087683,0.476767628421,9730.80403247158,0.00011772374560804007
381,5741,ELV,ELECTRIC,PCB417,15060.0,3189,"12, 14, 83, 2, 3, 21, 13, 22, 623, 745, 18, 33, 35, 712, 718, 37, 667, 737, 742, 762, 34, 612, 615, 722, 760, 784, 715, 744, 84, 887, 711, 767, 81, 614, 739, 769, 36, 761, 740, 753, 764, 758, 888, 743, 791, 754","Public Bus, School Bus",7630680,42243.375,495697.175,2,20.297982285965492,11.162619743255881,4.979856069999999,0.43324747809,8790.565498387296,0.00011788490076846368
382,5742,ELV,ELECTRIC,PGC945,15060.0,3596,"3, 12, 18, 22, 35, 14, 21, 33, 2, 767, 36, 34, 83, 13, 84, 791, 667, 737, 715, 718, 742, 745, 722, 760, 784, 615, 81, 762, 769, 37, 614, 712, 711, 887, 758, 753, 739, 623, 719, 744, 612, 704, 740, 754, 764, 743","Public Bus, School Bus",8838532,48499.488,578088.269,2,19.87635083868384,11.446050827493414,5.7226410990000005,0.497869775613,10251.675239297465,0.000117993845605133
383,5743,ELV,ELECTRIC,PGC946,15060.0,3440,"3, 12, 14, 22, 36, 83, 2, 18, 21, 13, 84, 715, 612, 744, 743, 758, 722, 718, 762, 667, 33, 767, 35, 753, 742, 745, 712, 888, 37, 614, 887, 737, 34, 81, 791, 623, 740, 761, 28, 711","Public Bus, School Bus",8246675,45243.135,527420.011,7,20.061548644402624,11.023607780189097,5.335128190000001,0.46415615253,9353.126885082085,0.00011792127557031582
384,5744,ELV,ELECTRIC,PGC947,15060.0,3028,"2, 12, 22, 791, 14, 3, 21, 615, 13, 18, 37, 614, 35, 83, 33, 84, 36, 34, 767, 718, 623, 758, 667, 711, 742, 745, 722, 740, 737, 715, 712, 755, 81, 887, 612, 769, 739, 743, 704, 744","Public Bus, School Bus",7242840,40422.777,478014.572,7,19.56338401594064,11.314010223324589,4.682282766,0.407358600642,8476.997224060897,0.00011583278323505582
385,5745,ELV,ELECTRIC,PGC943,15060.0,3173,"2, 711, 3, 36, 745, 12, 14, 21, 33, 83, 753, 762, 13, 760, 784, 769, 22, 18, 84, 35, 615, 34, 742, 887, 737, 767, 81, 612, 667, 740, 758, 719, 718, 712, 37, 739, 755, 743, 715, 744, 614, 623","Public Bus, School Bus",7643141,41920.136,500167.938,4,20.2268207074592,11.44888895936994,4.957936151,0.431340445137,8869.854667701018,0.00011827099394429447
386,5746,ELV,ELECTRIC,PGC942,15060.0,2893,"2, 3, 12, 21, 22, 711, 14, 18, 34, 737, 33, 83, 84, 13, 667, 35, 887, 769, 36, 745, 722, 37, 739, 758, 612, 615, 791, 760, 784, 753, 743, 614, 762, 718, 742, 767, 81, 754, 623, 740, 704, 715, 712, 744","Public Bus, School Bus",6902081,38217.613,449048.492,12,19.589405920400424,11.130073077803054,4.428210388,0.385254303756,7963.317040357782,0.00011586831411998443
387,5747,ELV,ELECTRIC,PGC944,15060.0,3177,"2, 14, 18, 3, 21, 712, 12, 13, 35, 615, 22, 83, 36, 84, 769, 767, 711, 718, 81, 743, 722, 887, 760, 784, 737, 744, 612, 762, 37, 614, 33, 34, 623, 745, 667, 704, 753, 742, 740, 754, 791, 715, 888","Public Bus, School Bus",7521719,42451.481,502731.019,10,21.059566166946766,11.252863296219733,5.011399757,0.435991778859,8915.30527210191,0.00011805005712285986
388,5748,ELV,ELECTRIC,PGC950,15060.0,3331,"2, 37, 739, 3, 22, 12, 14, 722, 13, 18, 21, 33, 34, 623, 711, 737, 762, 35, 83, 614, 715, 84, 887, 791, 742, 81, 744, 612, 755, 769, 615, 753, 767, 740, 719, 712, 760, 784, 745, 743, 36, 667, 718, 20","Public Bus, School Bus",7993427,44408.515,517037.829,3,20.315330147404218,11.186310224956062,5.246201275000001,0.456419510925,9169.010617100614,0.00011813503052286258
389,5749,ELV,ELECTRIC,PGC941,15060.0,3274,"2, 3, 12, 13, 14, 35, 615, 22, 767, 21, 83, 791, 18, 34, 33, 722, 769, 740, 711, 743, 760, 784, 37, 614, 667, 715, 758, 737, 755, 36, 745, 744, 761, 84, 887, 739, 81, 762, 718, 612, 742, 623","Public Bus, School Bus",7835488,43737.83,494606.771,3,20.575042262086907,10.936922355460979,5.172384147,0.449997420789,8771.21085289075,0.00011825881958478507
390,5750,ELV,ELECTRIC,PGC949,15060.0,3615,"3, 12, 13, 14, 21, 22, 37, 614, 83, 715, 753, 2, 722, 767, 18, 34, 35, 84, 36, 739, 711, 615, 737, 33, 612, 740, 712, 718, 887, 760, 784, 769, 742, 745, 762, 758, 743, 744, 754, 20, 81, 791, 667, 704, 755","Public Bus, School Bus",8640127,47039.469,560267.462,3,20.019466292123724,11.26995458846818,5.5686405809999995,0.484471730547,9935.643479354068,0.0001183823010629648
391,5751,ELV,ELECTRIC,PGC948,15060.0,3438,"3, 21, 22, 83, 667, 2, 12, 18, 33, 34, 711, 13, 760, 784, 35, 37, 614, 14, 84, 36, 737, 743, 615, 769, 767, 887, 791, 712, 744, 742, 739, 612, 762, 745, 718, 623, 758, 719, 715, 722, 755, 888, 754","Public Bus, School Bus",7807922,45264.201,533417.5869999999,1,20.92878337738602,11.272180185141318,5.257961926,0.457442687562,9459.498302147054,0.00011616159812475205
392,7150,LV,EURO4,ERH576,10900.0,1262,"52, 56, 58, 60, 57, 460, 461","Public Bus, School Bus",2578195,19287.414,198649.804,2,27.839583749377983,10.46881452154271,16649.050308532427,1448.467376842321,2074.51049332691,0.8632080126725349
393,7151,LV,EURO4,ESB348,10900.0,1915,"52, 56, 58, 60, 57, 460, 461","Public Bus, School Bus",3756882,30443.29,303749.552,2,25.777174685276982,10.17378819713626,24351.32225263319,2118.5650359790875,3268.3164419901436,0.7998912815478612
394,7152,LV,EURO4,ESB369,10740.0,1309,"52, 58, 60, 56, 57, 460, 461","Public Bus, School Bus",2464873,20388.518,205218.952,0,29.540277981368117,10.221335286413995,16624.38691010962,1446.321661179537,2193.157522174309,0.8153798579234459
395,7153,LV,EURO4,ETD76,10800.0,1766,"52, 56, 60, 57, 460, 461, 58","Public Bus, School Bus",3606106,27675.531,264371.115,1,27.708221748386997,9.555645384569987,23163.743978029455,2015.2457260885626,2673.2743172383607,0.8369755932787507
396,7154,LV,EURO4,ETD137,10800.0,2068,"52, 57, 60, 56, 58, 460, 461","Public Bus, School Bus",4373668,33047.295,310329.528,3,28.32263227593366,9.530693720695648,28158.05767086631,2449.751017365369,3053.823804203862,0.8520533275375886
397,7155,LV,EURO4,ETY197,10800.0,1520,"52, 56, 57, 58, 60, 460, 461","Public Bus, School Bus",3307400,24429.990999999998,225601.689,1,27.580025781493344,9.380678365668052,21022.13798770816,1828.9260049306101,2172.0331796040055,0.8605053512998905
398,7156,LV,EURO4,EUT716,10800.0,4,"57, 58, 52, 56",Public Bus,11926,61.631,867.4369999999999,0,19.084548866807527,14.022613446027336,63.64136103092285,5.536798409690287,9.846863155694328,1.0326193154568781
399,7157,LV,EURO4,EWF927,10800.0,2081,"52, 56, 60, 57, 58, 460, 461","Public Bus, School Bus",4322253,32500.191,325451.828,2,28.27367242338515,10.110449283254455,27713.886763513412,2411.108148425667,3360.6548473743333,0.8527299659104592
400,7161,LV,EURO5,FAW17,11750.0,1365,"52, 60, 57, 58, 56, 460, 461","Public Bus, School Bus",2938755,21897.297,213451.881,0,27.322605416638236,10.042849558813222,19647.324281283127,1709.3172124716318,2076.169800186061,0.8972488376662713
401,7162,LV,EURO5,FAW20,11750.0,2247,"57, 58, 60, 460, 461, 52, 56","Public Bus, School Bus",4855242,36147.307,381702.529,0,26.45440643323027,10.772775602012556,32182.805077508492,2799.904041743239,3969.4435014067617,0.8903237266750879
402,7163,LV,EURO5,FBP22,11750.0,2126,"57, 58, 60, 52, 56, 460, 461","Public Bus, School Bus",4620137,34552.359,344680.672,2,27.715446644367685,10.25812634908248,30985.140261903645,2695.707202785617,3417.0719456451525,0.8967590392859616
403,7164,LV,EURO5,FBP38,11750.0,1757,"52, 60, 56, 57, 58, 460, 461","Public Bus, School Bus",3902069,28310.743,303663.165,1,27.548900996995016,10.913721867747698,25941.928895517893,2256.9478139100565,3128.4016238399436,0.9163280842017426
404,7165,LV,EURO5,FBP39,11750.0,2437,"52, 56, 58, 60, 460, 461, 57","Public Bus, School Bus",5316881,39185.281,401440.974,1,27.15029401520191,10.427377055404593,35348.157336791075,3075.2896883008234,4044.1115852145613,0.902077423836544
405,7166,LV,EURO5,FEQ141,11750.0,1147,"52, 57, 60, 56, 58, 460, 461","Public Bus, School Bus",2428621,18462.313,177741.037,1,27.184503039102214,9.807395148066773,16268.199804047852,1415.333382952163,1736.8355463055293,0.881157187837074
406,7167,LV,EURO5,FEQ144,11750.0,2151,"56, 57, 60, 52, 58, 460, 461","Public Bus, School Bus",4760013,34685.159999999996,366888.446,0,26.99739541425531,10.793887090401611,31542.983996966457,2744.239607736082,3762.3858711331495,0.9094086346139519
407,7172,MV,EURO5,FSN199,13040.0,726,"60, 52, 58, 460, 461, 56, 57","Public Bus, School Bus",1066813,9338.921,66755.005,0,30.785395571525438,7.167717209245798,8161.21840390562,710.026001139789,473.84833753328803,0.8738930765026944
408,7173,MV,EURO5,FTN600,12970.0,1644,"60, 52, 57, 58, 460, 461, 56","Public Bus, School Bus",2481988,21089.085,154330.182,0,30.962930953915297,7.430383431453819,18778.19094722412,1633.7026124084987,1103.2838075991938,0.8904222704410419
