,service_id,service_name,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,month
192,WKO00_MTWThF_20220502_20220708_2,00_Secondary School Terms (4th Oct) (Weekday),1,1,1,1,1,0,0,2022-05-02,2022-05-31,5
193,WKO00_MTWThF_20220502_20220708_2,00_Secondary School Terms (4th Oct) (Weekday),1,1,1,1,1,0,0,2022-06-01,2022-06-30,6
194,WKO00_MTWThF_20220502_20220708_2,00_Secondary School Terms (4th Oct) (Weekday),1,1,1,1,1,0,0,2022-07-01,2022-07-08,7
195,WKO00_MTWThF_20220201_20220414_2,00_Secondary School Terms (4th Oct) (Weekday),1,1,1,1,1,0,0,2022-02-01,2022-02-28,2
196,WKO00_MTWThF_20220201_20220414_2,00_Secondary School Terms (4th Oct) (Weekday),1,1,1,1,1,0,0,2022-03-01,2022-03-31,3
197,WKO00_MTWThF_20220201_20220414_2,00_Secondary School Terms (4th Oct) (Weekday),1,1,1,1,1,0,0,2022-04-01,2022-04-14,4
198,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-01-05,2022-01-31,1
199,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-02-01,2022-02-28,2
200,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-03-01,2022-03-31,3
201,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-04-01,2022-04-30,4
202,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-05-01,2022-05-31,5
203,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-06-01,2022-06-30,6
204,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-07-01,2022-07-31,7
205,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-08-01,2022-08-31,8
206,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-09-01,2022-09-30,9
207,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-10-01,2022-10-31,10
208,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-11-01,2022-11-30,11
209,WKO00_MTWThF_20220105_20250207,00_Year_Round_Taupo North_Christmas (Weekday),1,1,1,1,1,0,0,2022-12-01,2022-12-31,12
210,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-02-01,2022-02-28,2
211,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-03-01,2022-03-31,3
212,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-04-01,2022-04-30,4
213,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-05-01,2022-05-31,5
214,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-06-01,2022-06-30,6
215,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-07-01,2022-07-31,7
216,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-08-01,2022-08-31,8
217,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-09-01,2022-09-30,9
218,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-10-01,2022-10-31,10
219,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-11-01,2022-11-30,11
220,WKO00_Su_20220201_20241109,00_Year_Round_Oct Meteor (Sunday only),0,0,0,0,0,0,1,2022-12-01,2022-12-31,12
221,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-02-01,2022-02-28,2
222,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-03-01,2022-03-31,3
223,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-04-01,2022-04-30,4
224,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-05-01,2022-05-31,5
225,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-06-01,2022-06-30,6
226,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-07-01,2022-07-31,7
227,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-08-01,2022-08-31,8
228,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-09-01,2022-09-30,9
229,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-10-01,2022-10-31,10
230,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-11-01,2022-11-30,11
231,WKO00_S_20220201_20241109,00_Year_Round_Oct Meteor (Saturday only),0,0,0,0,0,1,0,2022-12-01,2022-12-31,12
232,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-02-01,2022-02-28,2
233,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-03-01,2022-03-31,3
234,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-04-01,2022-04-30,4
235,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-05-01,2022-05-31,5
236,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-06-01,2022-06-30,6
237,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-07-01,2022-07-31,7
238,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-08-01,2022-08-31,8
239,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-09-01,2022-09-30,9
240,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-10-01,2022-10-31,10
241,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-11-01,2022-11-30,11
242,WKO00_MTWThF_20220201_20241109,00_Year_Round_Oct Meteor (Weekday),1,1,1,1,1,0,0,2022-12-01,2022-12-31,12
243,WKO00_S_20221224_20221224,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-12-24,2022-12-24,12
244,WKO00_S_20221231_20221231,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-12-31,2022-12-31,12
245,WKO00_S_20221217_20221217,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-12-17,2022-12-17,12
246,WKO00_S_20221210_20221210,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-12-10,2022-12-10,12
247,WKO00_S_20221203_20221203,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-12-03,2022-12-03,12
248,WKO00_S_20221126_20221126,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-11-26,2022-11-26,11
249,WKO00_S_20221119_20221119,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-11-19,2022-11-19,11
250,WKO00_S_20221022_20221022,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-10-22,2022-10-22,10
251,WKO00_S_20221029_20221029,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-10-29,2022-10-29,10
252,WKO00_S_20221112_20221112,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-11-12,2022-11-12,11
253,WKO00_S_20221105_20221105,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-11-05,2022-11-05,11
254,WKO00_S_20221015_20221015,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-10-15,2022-10-15,10
255,WKO00_S_20221008_20221008,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-10-08,2022-10-08,10
256,WKO00_S_20221001_20221001,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-10-01,2022-10-01,10
257,WKO00_S_20220924_20220924,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-09-24,2022-09-24,9
258,WKO00_S_20220917_20220917,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-09-17,2022-09-17,9
259,WKO00_S_20220903_20220903,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-09-03,2022-09-03,9
260,WKO00_S_20220910_20220910,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-09-10,2022-09-10,9
261,WKO00_S_20220813_20220813,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-08-13,2022-08-13,8
262,WKO00_S_20220723_20220723,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-07-23,2022-07-23,7
263,WKO00_S_20220820_20220820,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-08-20,2022-08-20,8
264,WKO00_S_20220806_20220806,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-08-06,2022-08-06,8
265,WKO00_S_20220730_20220730,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-07-30,2022-07-30,7
266,WKO00_S_20220827_20220827,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-08-27,2022-08-27,8
267,WKO00_S_20220716_20220716,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-07-16,2022-07-16,7
268,WKO00_S_20220709_20220709,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-07-09,2022-07-09,7
269,WKO00_S_20220702_20220702,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-07-02,2022-07-02,7
270,WKO00_S_20220625_20220625,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-06-25,2022-06-25,6
271,WKO00_S_20220618_20220618,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-06-18,2022-06-18,6
272,WKO00_S_20220604_20220604,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-06-04,2022-06-04,6
273,WKO00_S_20220611_20220611,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-06-11,2022-06-11,6
274,WKO00_S_20220521_20220521,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-05-21,2022-05-21,5
275,WKO00_S_20220528_20220528,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-05-28,2022-05-28,5
