,service_id,service_name,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,month
276,WKO00_S_20220514_20220514,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-05-14,2022-05-14,5
277,WKO00_S_20220507_20220507,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-05-07,2022-05-07,5
278,WKO00_S_20220423_20220423,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-04-23,2022-04-23,4
279,WKO00_S_20220430_20220430,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-04-30,2022-04-30,4
280,WKO00_S_20220416_20220416,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-04-16,2022-04-16,4
281,WKO00_S_20220409_20220409,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-04-09,2022-04-09,4
282,WKO00_S_20220402_20220402,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-04-02,2022-04-02,4
283,WKO00_S_20220326_20220326,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-03-26,2022-03-26,3
284,WKO00_S_20220319_20220319,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-03-19,2022-03-19,3
285,WKO00_S_20220312_20220312,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-03-12,2022-03-12,3
286,WKO00_S_20220129_20220129,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-01-29,2022-01-29,1
287,WKO00_S_20220212_20220212,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-02-12,2022-02-12,2
288,WKO00_S_20220219_20220219,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-02-19,2022-02-19,2
289,WKO00_S_20220205_20220205,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-02-05,2022-02-05,2
290,WKO00_S_20220226_20220226,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-02-26,2022-02-26,2
291,WKO00_S_20220305_20220305,00_Te_Huia_Saturdays (Saturday only),0,0,0,0,0,1,0,2022-03-05,2022-03-05,3
292,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-01-24,2022-01-31,1
293,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-02-01,2022-02-28,2
294,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-03-01,2022-03-31,3
295,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-04-01,2022-04-30,4
296,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-05-01,2022-05-31,5
297,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-06-01,2022-06-30,6
298,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-07-01,2022-07-31,7
299,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-08-01,2022-08-31,8
300,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-09-01,2022-09-30,9
301,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-10-01,2022-10-31,10
302,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-11-01,2022-11-30,11
303,WKO00_MTWThF_20220124_20240309,00_Te_Huia_Year_Round (Strand Extension) (Weekday),1,1,1,1,1,0,0,2022-12-01,2022-12-31,12
304,WKO00_MTWThF_20220709_20220724_2,00_Secondary School Terms Holidays (Weekday),1,1,1,1,1,0,0,2022-07-09,2022-07-24,7
305,WKO00_MTWThF_20221001_20221016_2,00_Secondary School Terms Holidays (Weekday),1,1,1,1,1,0,0,2022-10-01,2022-10-16,10
306,WKO00_MTWThF_20220416_20220501_2,00_Secondary School Terms Holidays (Weekday),1,1,1,1,1,0,0,2022-04-16,2022-04-30,4
307,WKO00_MTWThF_20220416_20220501_2,00_Secondary School Terms Holidays (Weekday),1,1,1,1,1,0,0,2022-05-01,2022-05-01,5
308,WKO00_MTWThF_20221017_20221220_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-10-17,2022-10-31,10
309,WKO00_MTWThF_20221017_20221220_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-11-01,2022-11-30,11
310,WKO00_MTWThF_20221017_20221220_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-12-01,2022-12-20,12
311,WKO00_MTWThF_20220725_20220930_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-07-25,2022-07-31,7
312,WKO00_MTWThF_20220725_20220930_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-08-01,2022-08-31,8
313,WKO00_MTWThF_20220725_20220930_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-09-01,2022-09-30,9
314,WKO00_MTWThF_20220502_20220708_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-05-02,2022-05-31,5
315,WKO00_MTWThF_20220502_20220708_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-06-01,2022-06-30,6
316,WKO00_MTWThF_20220502_20220708_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-07-01,2022-07-08,7
317,WKO00_MTWThF_20220201_20220414_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-02-01,2022-02-28,2
318,WKO00_MTWThF_20220201_20220414_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-03-01,2022-03-31,3
319,WKO00_MTWThF_20220201_20220414_3,00_Secondary School Terms (Weekday),1,1,1,1,1,0,0,2022-04-01,2022-04-14,4
320,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-02-01,2022-02-28,2
321,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-03-01,2022-03-31,3
322,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-04-01,2022-04-30,4
323,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-05-01,2022-05-31,5
324,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-06-01,2022-06-30,6
325,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-07-01,2022-07-31,7
326,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-08-01,2022-08-31,8
327,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-09-01,2022-09-30,9
328,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-10-01,2022-10-31,10
329,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-11-01,2022-11-30,11
330,WKO00_Su_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Sunday only),0,0,0,0,0,0,1,2022-12-01,2022-12-31,12
331,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-02-01,2022-02-28,2
332,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-03-01,2022-03-31,3
333,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-04-01,2022-04-30,4
334,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-05-01,2022-05-31,5
335,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-06-01,2022-06-30,6
336,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-07-01,2022-07-31,7
337,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-08-01,2022-08-31,8
338,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-09-01,2022-09-30,9
339,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-10-01,2022-10-31,10
340,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-11-01,2022-11-30,11
341,WKO00_S_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Saturday only),0,0,0,0,0,1,0,2022-12-01,2022-12-31,12
342,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-02-01,2022-02-28,2
343,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-03-01,2022-03-31,3
344,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-04-01,2022-04-30,4
345,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-05-01,2022-05-31,5
346,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-06-01,2022-06-30,6
347,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-07-01,2022-07-31,7
348,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-08-01,2022-08-31,8
349,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-09-01,2022-09-30,9
350,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-10-01,2022-10-31,10
351,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-11-01,2022-11-30,11
352,WKO00_MTWThF_20220201_20260312,00_Year_Round_A_Aug_A_Christmas (Weekday),1,1,1,1,1,0,0,2022-12-01,2022-12-31,12
353,WKO00_W_20221214_20221214,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-12-14,2022-12-14,12
354,WKO00_W_20221130_20221130,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-11-30,2022-11-30,11
355,WKO00_W_20221116_20221116,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-11-16,2022-11-16,11
356,WKO00_W_20221102_20221102,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-11-02,2022-11-02,11
357,WKO00_W_20221019_20221019,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-10-19,2022-10-19,10
358,WKO00_W_20221005_20221005,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-10-05,2022-10-05,10
359,WKO00_W_20220921_20220921,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-09-21,2022-09-21,9
360,WKO00_W_20220907_20220907,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-09-07,2022-09-07,9
361,WKO00_W_20220824_20220824,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-08-24,2022-08-24,8
362,WKO00_W_20220810_20220810,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-08-10,2022-08-10,8
363,WKO00_W_20220727_20220727,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-07-27,2022-07-27,7
364,WKO00_W_20220713_20220713,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-07-13,2022-07-13,7
365,WKO00_W_20220629_20220629,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-06-29,2022-06-29,6
366,WKO00_W_20220601_20220601,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-06-01,2022-06-01,6
367,WKO00_W_20220615_20220615,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-06-15,2022-06-15,6
368,WKO00_W_20220518_20220518,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-05-18,2022-05-18,5
369,WKO00_W_20220504_20220504,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-05-04,2022-05-04,5
370,WKO00_W_20220420_20220420,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-04-20,2022-04-20,4
371,WKO00_W_20220406_20220406,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-04-06,2022-04-06,4
372,WKO00_W_20220112_20220112,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-01-12,2022-01-12,1
373,WKO00_W_20220209_20220209,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-02-09,2022-02-09,2
374,WKO00_W_20220323_20220323,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-03-23,2022-03-23,3
375,WKO00_W_20220223_20220223,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-02-23,2022-02-23,2
376,WKO00_W_20220126_20220126,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-01-26,2022-01-26,1
377,WKO00_W_20220309_20220309,00_Mangakino_Taupo (Wednesday only),0,0,1,0,0,0,0,2022-03-09,2022-03-09,3
