Date,Route,Route Variant,Direction,Trip Number,Actual Vehicle Type,Vehicle Number,Vehicle Emissions Standard,Start Minute (Sched),Actual Running Time,Actual In-Service KM,Passenger km,Scheduled In-Service km,Cancelled Trips,Sched Running Time per Trip
01-Jan-2022,1,1_1,Inbound,4000,ELVDD,3705,ELECTRIC,06:45,931,21.239,120.695,21.239,0,"3,720"
01-Jan-2022,1,1_1,Inbound,4060,ELVDD,3704,ELECTRIC,07:45,"3,134",21.239,42.381,21.239,0,"3,720"
01-Jan-2022,1,1_1,Inbound,4100,LV,3412,EURO6,08:15,"3,094",21.239,127.285,21.239,0,"3,720"
01-Jan-2022,1,1_1,Inbound,4140,LV,3401,EURO6,08:45,"3,212",21.239,69.496,21.239,0,"4,080"
01-Jan-2022,1,1_1,Inbound,4180,ELVDD,3705,ELECTRIC,09:15,948,21.239,73.054,21.239,0,"4,080"
01-Jan-2022,1,1_1,Inbound,4220,Unknown,3932,Unknown,09:45,"3,723",21.239,135.220,21.239,0,"4,080"
01-Jan-2022,1,1_1,Inbound,4260,ELVDD,3704,ELECTRIC,10:15,"3,548",21.239,125.680,21.239,0,"4,140"
01-Jan-2022,1,1_1,Inbound,4300,Unknown,3965,Unknown,10:45,"3,530",21.239,133.090,21.239,0,"4,620"
01-Jan-2022,1,1_1,Inbound,4340,DD,3501,ELECTRIC,11:15,"3,804",21.239,134.378,21.239,0,"4,500"
01-Jan-2022,1,1_1,Inbound,4380,ELVDD,3714,ELECTRIC,11:45,"3,444",21.239,299.752,21.239,0,"4,500"
01-Jan-2022,1,1_1,Inbound,4420,ELVDD,3701,ELECTRIC,12:15,"3,626",21.239,103.612,21.239,0,"4,620"
01-Jan-2022,1,1_1,Inbound,4460,ELVDD,3708,ELECTRIC,12:45,"3,249",21.239,148.365,21.239,0,"4,200"
01-Jan-2022,1,1_1,Inbound,4500,ELVDD,3707,ELECTRIC,13:15,"3,588",21.239,145.983,21.239,0,"4,200"
01-Jan-2022,1,1_1,Inbound,4540,LV,3443,EURO6,13:45,"3,472",21.239,152.577,21.239,0,"4,200"
01-Jan-2022,1,1_1,Inbound,4580,Unknown,3965,Unknown,14:15,"3,792",21.239,112.122,21.239,0,"4,200"
01-Jan-2022,1,1_1,Inbound,4620,LV,3415,EURO6,14:45,"3,876",21.239,162.760,21.239,0,"4,620"
01-Jan-2022,1,1_1,Inbound,4660,LV,3418,EURO6,15:15,"2,871",21.239,220.538,21.239,0,"4,200"
01-Jan-2022,1,1_1,Inbound,4700,Unknown,Unknown,Unknown,15:45,0,0.000,0.000,21.239,1,"4,200"
01-Jan-2022,1,1_1,Inbound,4740,LV,3447,EURO6,16:15,"3,585",21.239,131.116,21.239,0,"4,200"
01-Jan-2022,1,1_1,Inbound,4780,LV,3401,EURO6,16:45,"3,406",21.239,107.981,21.239,0,"4,200"
01-Jan-2022,1,1_1,Inbound,4820,LV,3429,EURO6,17:15,892,21.239,91.447,21.239,0,"3,900"
01-Jan-2022,1,1_1,Inbound,4860,LV,3412,EURO6,17:45,"3,473",21.239,104.675,21.239,0,"3,900"
01-Jan-2022,1,1_1,Inbound,4900,MV,3004,EURO6,18:15,"3,275",21.239,107.872,21.239,0,"3,900"
01-Jan-2022,1,1_1,Inbound,4940,Unknown,3965,Unknown,18:45,"3,294",21.239,131.197,21.239,0,"3,660"
01-Jan-2022,1,1_1,Inbound,4980,MV,3004,EURO6,19:50,"2,449",21.239,60.368,21.239,0,"3,660"
01-Jan-2022,1,1_1,Inbound,5020,LV,3412,EURO6,20:50,"3,343",21.239,42.388,21.239,0,"3,660"
01-Jan-2022,1,1_1,Inbound,5060,Unknown,Unknown,Unknown,21:40,0,0.000,0.000,21.239,1,"3,660"
01-Jan-2022,1,1_1,Inbound,5100,LV,3401,EURO6,22:40,"2,979",21.239,60.943,21.239,0,"3,660"
01-Jan-2022,1,1_1,Inbound,5140,LV,3449,EURO6,23:45,"3,024",21.239,18.352,21.239,0,"3,660"
01-Jan-2022,1,1_1,Inbound,5160,ELVDD,3707,ELECTRIC,19:15,421,21.239,72.692,21.239,0,"3,660"
01-Jan-2022,1,1_3,Inbound,4040,ELVDD,3707,ELECTRIC,07:26,"3,313",21.426,36.556,21.426,0,"3,600"
01-Jan-2022,1,1_3,Inbound,4120,DD,3501,ELECTRIC,08:31,"3,299",21.426,138.512,21.426,0,"3,780"
01-Jan-2022,1,1_3,Inbound,4200,ELVDD,3708,ELECTRIC,09:31,"3,017",21.426,123.011,21.426,0,"3,780"
01-Jan-2022,1,1_3,Inbound,4280,LV,3443,EURO6,10:31,"3,459",21.426,194.814,21.426,0,"4,320"
01-Jan-2022,1,1_3,Inbound,4360,LV,3412,EURO6,11:31,"3,573",21.426,361.122,21.426,0,"4,320"
01-Jan-2022,1,1_3,Inbound,4440,ELVDD,3705,ELECTRIC,12:31,"1,674",21.426,183.710,21.426,0,"4,320"
01-Jan-2022,1,1_3,Inbound,4520,ELVDD,3704,ELECTRIC,13:31,"3,681",21.426,279.137,21.426,0,"4,200"
01-Jan-2022,1,1_3,Inbound,4600,DD,3501,ELECTRIC,14:31,"3,380",21.426,94.991,21.426,0,"4,200"
01-Jan-2022,1,1_3,Inbound,4680,MV,3004,EURO6,15:31,"3,591",21.426,140.633,21.426,0,"4,200"
01-Jan-2022,1,1_3,Inbound,4760,ELVDD,3707,ELECTRIC,16:31,0,21.426,114.438,21.426,0,"4,200"
01-Jan-2022,1,1_3,Inbound,4840,LV,3423,EURO6,17:31,"3,562",21.426,50.739,21.426,0,"4,200"
01-Jan-2022,1,1_3,Inbound,4920,Unknown,Unknown,Unknown,18:31,0,0.000,0.000,21.426,1,"3,300"
01-Jan-2022,1,1_3,Inbound,5180,LV,3401,EURO6,19:31,"3,264",21.426,19.976,21.426,0,"3,600"
01-Jan-2022,1,1_3,Inbound,5200,LV,3425,EURO6,20:30,"1,479",21.426,21.591,21.426,0,"3,600"
01-Jan-2022,1,1_5,Inbound,4020,Unknown,3932,Unknown,07:05,"3,454",22.280,55.751,22.280,0,"3,660"
01-Jan-2022,1,1_5,Inbound,4080,LV,3443,EURO6,08:00,"1,959",22.280,42.273,22.280,0,"3,660"
01-Jan-2022,1,1_5,Inbound,4160,ELVDD,3701,ELECTRIC,09:00,"3,314",22.280,49.460,22.280,0,"3,900"
01-Jan-2022,1,1_5,Inbound,4240,ELVDD,3707,ELECTRIC,10:00,"2,961",22.280,222.917,22.280,0,"4,320"
01-Jan-2022,1,1_5,Inbound,4320,LV,3423,EURO6,11:00,"3,540",22.280,188.139,22.280,0,"4,320"
01-Jan-2022,1,1_5,Inbound,4400,LV,3401,EURO6,12:00,"3,575",22.280,118.352,22.280,0,"4,560"
01-Jan-2022,1,1_5,Inbound,4480,Unknown,3932,Unknown,13:00,"3,859",22.280,406.603,22.280,0,"4,560"
01-Jan-2022,1,1_5,Inbound,4560,ELVDD,3714,ELECTRIC,14:00,0,22.280,206.395,22.280,1,"4,320"
01-Jan-2022,1,1_5,Inbound,4640,LV,3412,EURO6,15:00,"3,597",22.280,206.021,22.280,0,"4,020"
01-Jan-2022,1,1_5,Inbound,4720,LV,3414,EURO6,16:00,0,22.280,303.326,22.280,0,"4,020"
01-Jan-2022,1,1_5,Inbound,4800,ELVDD,3714,ELECTRIC,17:00,"3,429",22.280,66.148,22.280,0,"4,020"
01-Jan-2022,1,1_5,Inbound,4880,LV,3449,EURO6,18:00,"3,327",22.280,86.356,22.280,0,"4,020"
01-Jan-2022,1,1_5,Inbound,4960,LV,3432,EURO6,19:00,"2,845",22.280,48.705,22.280,0,"3,600"
01-Jan-2022,1,1_5,Inbound,5000,ELVDD,3714,ELECTRIC,20:10,"3,469",22.280,85.413,22.280,0,"3,600"
01-Jan-2022,1,1_5,Inbound,5040,LV,3449,EURO6,21:21,"2,852",22.280,63.627,22.280,0,"3,420"
01-Jan-2022,1,1_5,Inbound,5080,ELVDD,3707,ELECTRIC,22:18,"1,712",22.280,128.254,22.280,0,"3,420"
01-Jan-2022,1,1_5,Inbound,5120,Unknown,Unknown,Unknown,23:15,0,0.000,0.000,22.280,1,"3,300"
01-Jan-2022,1,1_7,Outbound,4010,LV,3412,EURO6,06:35,"3,162",21.026,61.156,21.026,0,"3,600"
01-Jan-2022,1,1_7,Outbound,4030,LV,3401,EURO6,07:05,"1,975",21.026,15.553,21.026,0,"3,600"
01-Jan-2022,1,1_7,Outbound,4050,ELVDD,3701,ELECTRIC,07:35,"1,597",21.026,83.387,21.026,0,"3,600"
01-Jan-2022,1,1_7,Outbound,4070,ELVDD,3705,ELECTRIC,08:00,"1,211",21.026,59.573,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,4110,Unknown,3932,Unknown,08:30,"2,936",21.026,186.347,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,4150,ELVDD,3704,ELECTRIC,09:00,"3,549",21.026,164.873,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,4190,Unknown,3965,Unknown,09:30,"2,932",21.026,229.651,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,4230,DD,3501,ELECTRIC,10:00,"3,389",21.026,166.338,21.026,0,"4,080"
01-Jan-2022,1,1_7,Outbound,4270,Unknown,Unknown,Unknown,10:30,0,0.000,0.000,21.026,1,"4,080"
01-Jan-2022,1,1_7,Outbound,4310,ELVDD,3701,ELECTRIC,11:00,"3,531",21.026,209.112,21.026,0,"4,080"
01-Jan-2022,1,1_7,Outbound,4350,ELVDD,3708,ELECTRIC,11:30,"3,237",21.026,176.869,21.026,0,"4,080"
01-Jan-2022,1,1_7,Outbound,4390,ELVDD,3707,ELECTRIC,12:00,"3,387",21.026,173.932,21.026,0,"4,080"
01-Jan-2022,1,1_7,Outbound,4430,LV,3443,EURO6,12:30,"3,670",21.026,215.103,21.026,0,"4,020"
01-Jan-2022,1,1_7,Outbound,4470,LV,3412,EURO6,13:00,"3,406",21.026,325.627,21.026,0,"4,020"
01-Jan-2022,1,1_7,Outbound,4510,LV,3401,EURO6,13:30,"3,450",21.026,74.328,21.026,0,"4,020"
01-Jan-2022,1,1_7,Outbound,4550,LV,3418,EURO6,14:00,242,21.026,220.086,21.026,0,"4,020"
01-Jan-2022,1,1_7,Outbound,4590,Unknown,3932,Unknown,14:30,"3,483",21.026,108.530,21.026,0,"3,900"
01-Jan-2022,1,1_7,Outbound,4630,ELVDD,3704,ELECTRIC,15:00,"3,769",21.026,352.265,21.026,0,"3,900"
01-Jan-2022,1,1_7,Outbound,4670,LV,3401,EURO6,15:30,"3,296",21.026,310.248,21.026,0,"3,840"
01-Jan-2022,1,1_7,Outbound,4710,DD,3501,ELECTRIC,16:00,"3,548",21.026,210.684,21.026,0,"3,840"
01-Jan-2022,1,1_7,Outbound,4750,LV,3412,EURO6,16:30,"3,557",21.026,165.466,21.026,0,"4,080"
01-Jan-2022,1,1_7,Outbound,4790,MV,3004,EURO6,17:00,"3,195",21.026,263.289,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,4830,Unknown,3965,Unknown,17:30,"3,035",21.026,288.103,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,4870,ELVDD,3707,ELECTRIC,18:00,"3,390",21.026,214.892,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,4910,LV,3420,EURO6,18:30,"3,362",21.026,188.226,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,4950,ELVDD,3714,ELECTRIC,19:00,"3,376",21.026,144.995,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,4990,LV,3412,EURO6,19:40,"3,421",21.026,178.073,21.026,0,"3,660"
01-Jan-2022,1,1_7,Outbound,5050,LV,3432,EURO6,20:40,"2,845",21.026,118.542,21.026,0,"3,300"
01-Jan-2022,1,1_7,Outbound,5090,ELVDD,3714,ELECTRIC,21:40,"3,093",21.026,76.596,21.026,0,"3,300"
01-Jan-2022,1,1_7,Outbound,5130,LV,3449,EURO6,22:45,"2,778",21.026,16.817,21.026,0,"3,300"
01-Jan-2022,1,1_7,Outbound,5210,ELVDD,3707,ELECTRIC,23:50,"2,343",21.026,30.976,21.026,0,"3,060"
01-Jan-2022,1,1_10,Outbound,4090,ELVDD,3708,ELECTRIC,08:15,"3,030",21.329,58.234,21.329,0,"3,600"
01-Jan-2022,1,1_10,Outbound,4170,LV,3443,EURO6,09:15,"3,065",21.329,233.835,21.329,0,"3,840"
01-Jan-2022,1,1_10,Outbound,4250,LV,3412,EURO6,10:15,"3,535",21.329,244.514,21.329,0,"3,840"
01-Jan-2022,1,1_10,Outbound,4330,ELVDD,3705,ELECTRIC,11:15,501,21.329,197.697,21.329,0,"4,260"
01-Jan-2022,1,1_10,Outbound,4410,ELVDD,3704,ELECTRIC,12:15,"3,626",21.329,230.370,21.329,0,"4,200"
01-Jan-2022,1,1_10,Outbound,4490,DD,3501,ELECTRIC,13:15,"3,560",21.329,194.994,21.329,0,"4,200"
01-Jan-2022,1,1_10,Outbound,4570,ELVDD,3705,ELECTRIC,14:15,"2,471",21.329,289.389,21.329,0,"4,200"
01-Jan-2022,1,1_10,Outbound,4650,LV,3443,EURO6,15:15,"3,470",21.329,315.376,21.329,0,"4,200"
01-Jan-2022,1,1_10,Outbound,4730,LV,3423,EURO6,16:15,"3,628",21.329,113.456,21.329,0,"3,900"
01-Jan-2022,1,1_10,Outbound,4810,Unknown,Unknown,Unknown,17:15,0,0.000,0.000,21.329,1,"3,900"
01-Jan-2022,1,1_10,Outbound,4890,LV,3401,EURO6,18:15,"3,329",21.329,190.185,21.329,0,"3,660"
01-Jan-2022,1,1_10,Outbound,4970,LV,3449,EURO6,19:20,682,21.329,127.159,21.329,0,"3,660"
01-Jan-2022,1,1_10,Outbound,5030,Unknown,Unknown,Unknown,20:20,0,0.000,0.000,21.329,1,"3,600"
01-Jan-2022,1,1_10,Outbound,5170,LV,3401,EURO6,21:20,"2,927",21.329,83.759,21.329,0,"3,360"
01-Jan-2022,1,1_10,Outbound,5190,LV,3412,EURO6,22:23,"2,770",21.329,88.785,21.329,0,"3,360"
01-Jan-2022,1,1_12,Outbound,4130,ELVDD,3707,ELECTRIC,08:45,"3,690",22.544,121.542,22.544,0,"3,720"
01-Jan-2022,1,1_12,Outbound,4210,LV,3423,EURO6,09:45,"2,498",22.544,112.427,22.544,0,"3,840"
01-Jan-2022,1,1_12,Outbound,4290,LV,3401,EURO6,10:45,"3,704",22.544,321.311,22.544,0,"4,260"
01-Jan-2022,1,1_12,Outbound,4370,Unknown,3932,Unknown,11:45,"3,939",22.544,177.751,22.544,0,"4,260"
01-Jan-2022,1,1_12,Outbound,4450,Unknown,3965,Unknown,12:45,"3,873",22.544,191.627,22.544,0,"4,260"
01-Jan-2022,1,1_12,Outbound,4530,ELVDD,3701,ELECTRIC,13:45,"3,643",22.544,202.751,22.544,0,"4,020"
01-Jan-2022,1,1_12,Outbound,4610,ELVDD,3707,ELECTRIC,14:45,"3,717",22.544,248.590,22.544,0,"4,020"
01-Jan-2022,1,1_12,Outbound,4690,ELVDD,3714,ELECTRIC,15:45,"3,445",22.544,179.778,22.544,0,"3,960"
01-Jan-2022,1,1_12,Outbound,4770,LV,3449,EURO6,16:45,"3,627",22.544,361.958,22.544,0,"3,960"
01-Jan-2022,1,1_12,Outbound,4850,LV,3432,EURO6,17:45,"3,526",22.544,156.937,22.544,0,"3,960"
01-Jan-2022,1,1_12,Outbound,4930,LV,3429,EURO6,18:45,"2,170",22.544,87.681,22.544,0,"3,960"
01-Jan-2022,1,1_12,Outbound,5010,Unknown,3965,Unknown,20:00,"3,250",22.544,69.249,22.544,0,"3,660"
01-Jan-2022,1,1_12,Outbound,5070,ELVDD,3707,ELECTRIC,21:00,182,22.544,70.713,22.544,0,"3,360"
01-Jan-2022,1,1_12,Outbound,5110,Unknown,Unknown,Unknown,22:00,0,0.000,0.000,22.544,1,"3,360"
01-Jan-2022,1,1_12,Outbound,5150,Unknown,Unknown,Unknown,23:20,0,0.000,0.000,22.544,1,"3,180"
01-Jan-2022,2,2_1,Outbound,4010,Unknown,Unknown,Unknown,06:20,0,0.000,0.000,17.152,0,"2,880"
01-Jan-2022,2,2_1,Outbound,4050,Unknown,Unknown,Unknown,06:50,0,0.000,0.000,17.152,0,"2,880"
01-Jan-2022,2,2_1,Outbound,4090,Unknown,Unknown,Unknown,07:20,0,0.000,0.000,17.152,0,"2,880"
01-Jan-2022,2,2_1,Outbound,4130,Unknown,Unknown,Unknown,07:50,0,0.000,0.000,17.152,0,"3,360"
01-Jan-2022,2,2_1,Outbound,4170,Unknown,Unknown,Unknown,08:10,0,0.000,0.000,17.152,0,"3,360"
01-Jan-2022,2,2_1,Outbound,4210,Unknown,Unknown,Unknown,08:30,0,0.000,0.000,17.152,0,"3,360"
01-Jan-2022,2,2_1,Outbound,4250,Unknown,Unknown,Unknown,08:55,0,0.000,0.000,17.152,0,"3,360"
01-Jan-2022,2,2_1,Outbound,4290,Unknown,Unknown,Unknown,09:15,0,0.000,0.000,17.152,0,"3,360"
01-Jan-2022,2,2_1,Outbound,4330,Unknown,Unknown,Unknown,09:35,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,4370,Unknown,Unknown,Unknown,09:55,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,4410,Unknown,Unknown,Unknown,10:16,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,4450,Unknown,Unknown,Unknown,10:35,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,4490,Unknown,Unknown,Unknown,10:55,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,4530,Unknown,Unknown,Unknown,11:15,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,4570,Unknown,Unknown,Unknown,11:35,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,4610,Unknown,Unknown,Unknown,11:55,0,0.000,0.000,17.152,0,"3,900"
01-Jan-2022,2,2_1,Outbound,4650,Unknown,Unknown,Unknown,12:15,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,4690,Unknown,Unknown,Unknown,12:35,0,0.000,0.000,17.152,0,"3,780"
01-Jan-2022,2,2_1,Outbound,4730,Unknown,Unknown,Unknown,12:55,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,4770,Unknown,Unknown,Unknown,13:15,0,0.000,0.000,17.152,0,"3,840"
01-Jan-2022,2,2_1,Outbound,4810,Unknown,Unknown,Unknown,13:35,0,0.000,0.000,17.152,0,"3,840"
01-Jan-2022,2,2_1,Outbound,4850,Unknown,Unknown,Unknown,13:55,0,0.000,0.000,17.152,0,"3,900"
01-Jan-2022,2,2_1,Outbound,4890,Unknown,Unknown,Unknown,14:15,0,0.000,0.000,17.152,0,"3,840"
01-Jan-2022,2,2_1,Outbound,4930,Unknown,Unknown,Unknown,14:35,0,0.000,0.000,17.152,0,"3,780"
01-Jan-2022,2,2_1,Outbound,4970,Unknown,Unknown,Unknown,14:55,0,0.000,0.000,17.152,0,"3,900"
01-Jan-2022,2,2_1,Outbound,5010,Unknown,Unknown,Unknown,15:15,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,5050,Unknown,Unknown,Unknown,15:35,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,5090,Unknown,Unknown,Unknown,15:55,0,0.000,0.000,17.152,0,"3,840"
01-Jan-2022,2,2_1,Outbound,5130,Unknown,Unknown,Unknown,16:15,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,5170,Unknown,Unknown,Unknown,16:35,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,5210,Unknown,Unknown,Unknown,16:55,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,5250,Unknown,Unknown,Unknown,17:15,0,0.000,0.000,17.152,0,"3,900"
01-Jan-2022,2,2_1,Outbound,5290,Unknown,Unknown,Unknown,17:35,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,5330,Unknown,Unknown,Unknown,17:55,0,0.000,0.000,17.152,0,"3,720"
01-Jan-2022,2,2_1,Outbound,5370,Unknown,Unknown,Unknown,18:15,0,0.000,0.000,17.152,0,"3,600"
01-Jan-2022,2,2_1,Outbound,5410,Unknown,Unknown,Unknown,18:35,0,0.000,0.000,17.152,0,"3,300"
01-Jan-2022,2,2_1,Outbound,5450,Unknown,Unknown,Unknown,18:55,0,0.000,0.000,17.152,0,"3,300"
01-Jan-2022,2,2_1,Outbound,5490,Unknown,Unknown,Unknown,19:16,0,0.000,0.000,17.152,0,"3,120"
01-Jan-2022,2,2_1,Outbound,5530,Unknown,Unknown,Unknown,19:36,0,0.000,0.000,17.152,0,"3,120"
01-Jan-2022,2,2_1,Outbound,5570,Unknown,Unknown,Unknown,19:56,0,0.000,0.000,17.152,0,"3,120"
01-Jan-2022,2,2_1,Outbound,5610,Unknown,Unknown,Unknown,20:21,0,0.000,0.000,17.152,0,"3,120"
01-Jan-2022,2,2_1,Outbound,5650,Unknown,Unknown,Unknown,20:50,0,0.000,0.000,17.152,0,"3,120"
01-Jan-2022,2,2_1,Outbound,5690,Unknown,Unknown,Unknown,21:22,0,0.000,0.000,17.152,1,"3,120"
01-Jan-2022,2,2_1,Outbound,5730,Unknown,Unknown,Unknown,21:54,0,0.000,0.000,17.152,0,"3,120"
01-Jan-2022,2,2_1,Outbound,5770,Unknown,Unknown,Unknown,22:24,0,0.000,0.000,17.152,0,"2,880"
01-Jan-2022,2,2_1,Outbound,5810,Unknown,Unknown,Unknown,22:54,0,0.000,0.000,17.152,1,"2,880"
01-Jan-2022,2,2_1,Outbound,5850,Unknown,Unknown,Unknown,23:26,0,0.000,0.000,17.152,1,"2,880"
01-Jan-2022,2,2_2,Inbound,4020,Unknown,Unknown,Unknown,06:25,0,0.000,0.000,17.525,0,"2,760"
01-Jan-2022,2,2_2,Inbound,4060,Unknown,Unknown,Unknown,06:55,0,0.000,0.000,17.525,0,"2,880"
01-Jan-2022,2,2_2,Inbound,4100,Unknown,Unknown,Unknown,07:27,0,0.000,0.000,17.525,0,"2,880"
01-Jan-2022,2,2_2,Inbound,4140,Unknown,Unknown,Unknown,07:56,0,0.000,0.000,17.525,0,"3,060"
01-Jan-2022,2,2_2,Inbound,4180,Unknown,Unknown,Unknown,08:19,0,0.000,0.000,17.525,0,"3,240"
01-Jan-2022,2,2_2,Inbound,4220,Unknown,Unknown,Unknown,08:40,0,0.000,0.000,17.525,0,"3,060"
01-Jan-2022,2,2_2,Inbound,4260,Unknown,Unknown,Unknown,09:00,0,0.000,0.000,17.525,0,"3,060"
01-Jan-2022,2,2_2,Inbound,4300,Unknown,Unknown,Unknown,09:20,0,0.000,0.000,17.525,0,"3,240"
01-Jan-2022,2,2_2,Inbound,4340,Unknown,Unknown,Unknown,09:40,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4380,Unknown,Unknown,Unknown,10:00,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4420,Unknown,Unknown,Unknown,10:20,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4460,Unknown,Unknown,Unknown,10:40,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4500,Unknown,Unknown,Unknown,11:00,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4540,Unknown,Unknown,Unknown,11:20,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4580,Unknown,Unknown,Unknown,11:40,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4620,Unknown,Unknown,Unknown,12:00,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4660,Unknown,Unknown,Unknown,12:20,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4700,Unknown,Unknown,Unknown,12:40,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4740,Unknown,Unknown,Unknown,13:00,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4780,Unknown,Unknown,Unknown,13:20,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4820,Unknown,Unknown,Unknown,13:40,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4860,Unknown,Unknown,Unknown,14:00,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4900,Unknown,Unknown,Unknown,14:20,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4940,Unknown,Unknown,Unknown,14:40,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,4980,Unknown,Unknown,Unknown,15:02,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,5020,Unknown,Unknown,Unknown,15:20,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,5060,Unknown,Unknown,Unknown,15:40,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,5100,Unknown,Unknown,Unknown,16:02,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,5140,Unknown,Unknown,Unknown,16:20,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,5180,Unknown,Unknown,Unknown,16:40,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,5220,Unknown,Unknown,Unknown,17:01,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,5260,Unknown,Unknown,Unknown,17:20,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,5300,Unknown,Unknown,Unknown,17:40,0,0.000,0.000,17.525,0,"3,660"
01-Jan-2022,2,2_2,Inbound,5340,Unknown,Unknown,Unknown,18:00,0,0.000,0.000,17.525,0,"3,060"
01-Jan-2022,2,2_2,Inbound,5380,Unknown,Unknown,Unknown,18:20,0,0.000,0.000,17.525,0,"3,060"
01-Jan-2022,2,2_2,Inbound,5420,Unknown,Unknown,Unknown,18:40,0,0.000,0.000,17.525,0,"3,060"
01-Jan-2022,2,2_2,Inbound,5460,Unknown,Unknown,Unknown,19:00,0,0.000,0.000,17.525,0,"3,060"
01-Jan-2022,2,2_2,Inbound,5500,Unknown,Unknown,Unknown,19:20,0,0.000,0.000,17.525,0,"3,240"
01-Jan-2022,2,2_2,Inbound,5540,Unknown,Unknown,Unknown,19:42,0,0.000,0.000,17.525,0,"3,120"
01-Jan-2022,2,2_2,Inbound,5580,Unknown,Unknown,Unknown,20:02,0,0.000,0.000,17.525,0,"3,120"
01-Jan-2022,2,2_2,Inbound,5620,Unknown,Unknown,Unknown,20:30,0,0.000,0.000,17.525,0,"3,120"
01-Jan-2022,2,2_2,Inbound,5660,Unknown,Unknown,Unknown,21:00,0,0.000,0.000,17.525,0,"3,120"
01-Jan-2022,2,2_2,Inbound,5700,Unknown,Unknown,Unknown,21:30,0,0.000,0.000,17.525,0,"3,120"
01-Jan-2022,2,2_2,Inbound,5740,Unknown,Unknown,Unknown,22:00,0,0.000,0.000,17.525,0,"3,120"
01-Jan-2022,2,2_2,Inbound,5780,Unknown,Unknown,Unknown,22:30,0,0.000,0.000,17.525,0,"2,760"
