Date,Route,Route Variant,Direction,Trip Number,Actual Vehicle Type,Vehicle Number,Vehicle Emissions Standard,Start Minute (Sched),Day,Actual Running Time,Actual In-Service KM,Passenger km,Scheduled In-Service km,Cancelled Trips,Sched Running Time per Trip
22-Jan-2022,CCL,CCL_1,Inbound,10644,Unknown,Unknown,Unknown,17:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10650,Unknown,Unknown,Unknown,17:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10656,Unknown,Unknown,Unknown,18:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10662,Unknown,Unknown,Unknown,18:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10668,Unknown,Unknown,Unknown,18:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10674,Unknown,Unknown,Unknown,18:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10680,Unknown,Unknown,Unknown,18:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10686,Unknown,Unknown,Unknown,18:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10692,Unknown,Unknown,Unknown,19:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10716,Unknown,Unknown,Unknown,19:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10717,Unknown,Unknown,Unknown,19:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10718,Unknown,Unknown,Unknown,19:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10719,Unknown,Unknown,Unknown,19:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10720,Unknown,Unknown,Unknown,19:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10721,Unknown,Unknown,Unknown,20:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10746,Unknown,Unknown,Unknown,20:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10748,Unknown,Unknown,Unknown,20:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10750,Unknown,Unknown,Unknown,20:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10752,Unknown,Unknown,Unknown,20:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10754,Unknown,Unknown,Unknown,20:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_1,Inbound,10756,Unknown,Unknown,Unknown,21:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10321,Unknown,Unknown,Unknown,08:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10325,Unknown,Unknown,Unknown,08:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10329,Unknown,Unknown,Unknown,08:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10333,Unknown,Unknown,Unknown,09:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10339,Unknown,Unknown,Unknown,09:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10345,Unknown,Unknown,Unknown,09:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10351,Unknown,Unknown,Unknown,09:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10357,Unknown,Unknown,Unknown,09:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10363,Unknown,Unknown,Unknown,09:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10369,Unknown,Unknown,Unknown,10:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10375,Unknown,Unknown,Unknown,10:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10381,Unknown,Unknown,Unknown,10:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10387,Unknown,Unknown,Unknown,10:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10393,Unknown,Unknown,Unknown,10:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10399,Unknown,Unknown,Unknown,10:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10405,Unknown,Unknown,Unknown,11:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10411,Unknown,Unknown,Unknown,11:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10417,Unknown,Unknown,Unknown,11:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10423,Unknown,Unknown,Unknown,11:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10429,Unknown,Unknown,Unknown,11:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10435,Unknown,Unknown,Unknown,11:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10441,Unknown,Unknown,Unknown,12:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10447,Unknown,Unknown,Unknown,12:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10453,Unknown,Unknown,Unknown,12:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10459,Unknown,Unknown,Unknown,12:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10465,Unknown,Unknown,Unknown,12:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10471,Unknown,Unknown,Unknown,12:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10477,Unknown,Unknown,Unknown,13:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10483,Unknown,Unknown,Unknown,13:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10489,Unknown,Unknown,Unknown,13:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10495,Unknown,Unknown,Unknown,13:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10501,Unknown,Unknown,Unknown,13:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10507,Unknown,Unknown,Unknown,13:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10513,Unknown,Unknown,Unknown,14:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10519,Unknown,Unknown,Unknown,14:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10525,Unknown,Unknown,Unknown,14:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10531,Unknown,Unknown,Unknown,14:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10537,Unknown,Unknown,Unknown,14:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10543,Unknown,Unknown,Unknown,14:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10549,Unknown,Unknown,Unknown,15:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10555,Unknown,Unknown,Unknown,15:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10561,Unknown,Unknown,Unknown,15:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10567,Unknown,Unknown,Unknown,15:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10573,Unknown,Unknown,Unknown,15:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10579,Unknown,Unknown,Unknown,15:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10585,Unknown,Unknown,Unknown,16:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10591,Unknown,Unknown,Unknown,16:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10597,Unknown,Unknown,Unknown,16:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10603,Unknown,Unknown,Unknown,16:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10609,Unknown,Unknown,Unknown,16:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10615,Unknown,Unknown,Unknown,16:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10621,Unknown,Unknown,Unknown,17:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10627,Unknown,Unknown,Unknown,17:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10633,Unknown,Unknown,Unknown,17:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10639,Unknown,Unknown,Unknown,17:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10645,Unknown,Unknown,Unknown,17:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10651,Unknown,Unknown,Unknown,17:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10657,Unknown,Unknown,Unknown,18:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10663,Unknown,Unknown,Unknown,18:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10669,Unknown,Unknown,Unknown,18:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10675,Unknown,Unknown,Unknown,18:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10681,Unknown,Unknown,Unknown,18:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10687,Unknown,Unknown,Unknown,18:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10693,Unknown,Unknown,Unknown,19:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10710,Unknown,Unknown,Unknown,19:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10711,Unknown,Unknown,Unknown,19:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10712,Unknown,Unknown,Unknown,19:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10713,Unknown,Unknown,Unknown,19:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10714,Unknown,Unknown,Unknown,19:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10715,Unknown,Unknown,Unknown,20:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10723,Unknown,Unknown,Unknown,20:10,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10725,Unknown,Unknown,Unknown,20:20,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10727,Unknown,Unknown,Unknown,20:30,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10729,Unknown,Unknown,Unknown,20:40,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10731,Unknown,Unknown,Unknown,20:50,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,CCL,CCL_2,Outbound,10733,Unknown,Unknown,Unknown,21:00,Saturday,0,0.000,0.000,0.635,0,300
22-Jan-2022,HVL,HVL_1,Inbound,3807,Unknown,Unknown,Unknown,05:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3809,Unknown,Unknown,Unknown,06:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3811,Unknown,Unknown,Unknown,07:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3813,Unknown,Unknown,Unknown,07:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3815,Unknown,Unknown,Unknown,08:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3817,Unknown,Unknown,Unknown,08:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3819,Unknown,Unknown,Unknown,09:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3821,Unknown,Unknown,Unknown,09:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3823,Unknown,Unknown,Unknown,10:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3825,Unknown,Unknown,Unknown,10:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3827,Unknown,Unknown,Unknown,11:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3829,Unknown,Unknown,Unknown,11:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3831,Unknown,Unknown,Unknown,12:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3833,Unknown,Unknown,Unknown,12:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3835,Unknown,Unknown,Unknown,13:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3837,Unknown,Unknown,Unknown,13:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3839,Unknown,Unknown,Unknown,14:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3841,Unknown,Unknown,Unknown,14:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3843,Unknown,Unknown,Unknown,15:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3845,Unknown,Unknown,Unknown,15:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3847,Unknown,Unknown,Unknown,16:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3849,Unknown,Unknown,Unknown,16:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3851,Unknown,Unknown,Unknown,17:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3853,Unknown,Unknown,Unknown,17:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3855,Unknown,Unknown,Unknown,18:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3857,Unknown,Unknown,Unknown,18:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3859,Unknown,Unknown,Unknown,19:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3861,Unknown,Unknown,Unknown,19:30,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3863,Unknown,Unknown,Unknown,20:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3865,Unknown,Unknown,Unknown,21:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3867,Unknown,Unknown,Unknown,22:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3869,Unknown,Unknown,Unknown,23:00,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_1,Inbound,3871,Unknown,Unknown,Unknown,00:01,Saturday,0,32.323,0.000,32.323,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3810,Unknown,Unknown,Unknown,06:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3814,Unknown,Unknown,Unknown,07:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3816,Unknown,Unknown,Unknown,07:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3818,Unknown,Unknown,Unknown,08:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3820,Unknown,Unknown,Unknown,08:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3822,Unknown,Unknown,Unknown,09:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3824,Unknown,Unknown,Unknown,09:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3826,Unknown,Unknown,Unknown,10:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3828,Unknown,Unknown,Unknown,10:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3830,Unknown,Unknown,Unknown,11:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3832,Unknown,Unknown,Unknown,11:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3834,Unknown,Unknown,Unknown,12:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3836,Unknown,Unknown,Unknown,12:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3838,Unknown,Unknown,Unknown,13:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3840,Unknown,Unknown,Unknown,13:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3842,Unknown,Unknown,Unknown,14:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3844,Unknown,Unknown,Unknown,14:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3846,Unknown,Unknown,Unknown,15:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3848,Unknown,Unknown,Unknown,15:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3850,Unknown,Unknown,Unknown,16:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3852,Unknown,Unknown,Unknown,16:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3854,Unknown,Unknown,Unknown,17:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3856,Unknown,Unknown,Unknown,17:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3858,Unknown,Unknown,Unknown,18:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3860,Unknown,Unknown,Unknown,18:35,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3862,Unknown,Unknown,Unknown,19:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3864,Unknown,Unknown,Unknown,20:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3866,Unknown,Unknown,Unknown,21:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3868,Unknown,Unknown,Unknown,22:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3870,Unknown,Unknown,Unknown,23:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3872,Unknown,Unknown,Unknown,00:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,HVL,HVL_2,Outbound,3874,Unknown,Unknown,Unknown,01:05,Saturday,0,32.324,0.000,32.324,0,"2,700"
22-Jan-2022,JVL,JVL_1,Inbound,9307,Unknown,Unknown,Unknown,06:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9315,Unknown,Unknown,Unknown,07:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9319,Unknown,Unknown,Unknown,08:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9323,Unknown,Unknown,Unknown,08:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9327,Unknown,Unknown,Unknown,09:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9329,Unknown,Unknown,Unknown,09:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9331,Unknown,Unknown,Unknown,10:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9333,Unknown,Unknown,Unknown,10:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9335,Unknown,Unknown,Unknown,11:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9337,Unknown,Unknown,Unknown,11:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9339,Unknown,Unknown,Unknown,12:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9341,Unknown,Unknown,Unknown,12:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9343,Unknown,Unknown,Unknown,13:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9345,Unknown,Unknown,Unknown,13:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9347,Unknown,Unknown,Unknown,14:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9349,Unknown,Unknown,Unknown,14:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9351,Unknown,Unknown,Unknown,15:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9353,Unknown,Unknown,Unknown,15:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9355,Unknown,Unknown,Unknown,16:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9359,Unknown,Unknown,Unknown,16:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9363,Unknown,Unknown,Unknown,17:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9367,Unknown,Unknown,Unknown,17:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9371,Unknown,Unknown,Unknown,18:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9375,Unknown,Unknown,Unknown,18:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9379,Unknown,Unknown,Unknown,19:00,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9381,Unknown,Unknown,Unknown,19:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9385,Unknown,Unknown,Unknown,20:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9389,Unknown,Unknown,Unknown,21:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9393,Unknown,Unknown,Unknown,22:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9395,Unknown,Unknown,Unknown,23:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9397,Unknown,Unknown,Unknown,00:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_1,Inbound,9399,Unknown,Unknown,Unknown,01:30,Saturday,0,10.310,0.000,10.310,0,"1,380"
22-Jan-2022,JVL,JVL_2,Outbound,9306,Unknown,Unknown,Unknown,06:02,Saturday,0,10.310,0.000,10.310,0,"1,380"
