Date Modified,Vehicle Number,Operator,Operator Short Code,Operator Prefix,Unit Number,Mode,Date of First Registration,Date of Manufacture,Bike Rack Capable,Bus Size,Engine Rating,"Max no. of passengers (Seated, Adult)","Max no. of passengers (Standing, Adult)",No. of Wheelchair Spaces,TARE Weight (KG),Vehicle Registration Number,source_filename
8/09/2020,3412,Tranzurban,TGL,TZM,Unit_10,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11721,LLC36,2020-09-08_fleet-list.csv
8/09/2020,3413,Tranzurban,TGL,TZM,Unit_10,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,12200,LLC43,2020-09-08_fleet-list.csv
8/09/2020,3414,Tranzurban,TGL,TZM,Unit_09,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11879,LLC45,2020-09-08_fleet-list.csv
8/09/2020,3415,Tranzurban,TGL,TZM,Unit_09,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11854,LLC33,2020-09-08_fleet-list.csv
8/09/2020,3416,Tranzurban,TGL,TZM,Unit_09,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,12080,LLC38,2020-09-08_fleet-list.csv
8/09/2020,3417,Tranzurban,TGL,TZM,Unit_10,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11873,LLC37,2020-09-08_fleet-list.csv
8/09/2020,3418,Tranzurban,TGL,TZM,Unit_09,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11906,LLC31,2020-09-08_fleet-list.csv
8/09/2020,3419,Tranzurban,TGL,TZM,Unit_10,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,12120,LLC50,2020-09-08_fleet-list.csv
8/09/2020,3420,Tranzurban,TGL,TZM,Unit_10,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11863,LLC44,2020-09-08_fleet-list.csv
8/09/2020,3421,Tranzurban,TGL,TZM,Unit_01,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11826,LLC98,2020-09-08_fleet-list.csv
8/09/2020,3422,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,11/07/2018 0:00,Yes,LV,EURO6,43,32,1,11806,LME488,2020-09-08_fleet-list.csv
8/09/2020,3423,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,12/07/2018 0:00,Yes,LV,EURO6,43,32,1,11888,LME531,2020-09-08_fleet-list.csv
8/09/2020,3424,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11804,LME507,2020-09-08_fleet-list.csv
8/09/2020,3425,Tranzurban,TGL,TZM,Unit_01,Bus,8/07/2018 0:00,9/07/2018 0:00,Yes,LV,EURO6,43,32,1,11805,LME546,2020-09-08_fleet-list.csv
8/09/2020,3426,Tranzurban,TGL,TZM,Unit_01,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11893,LME539,2020-09-08_fleet-list.csv
8/09/2020,3427,Tranzurban,TGL,TZM,Unit_01,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11856,LME534,2020-09-08_fleet-list.csv
8/09/2020,3428,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,12048,LME506,2020-09-08_fleet-list.csv
8/09/2020,3429,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11746,LME510,2020-09-08_fleet-list.csv
8/09/2020,3430,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11897,LME514,2020-09-08_fleet-list.csv
8/09/2020,3431,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11896,LLC99,2020-09-08_fleet-list.csv
8/09/2020,3432,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11294,LME505,2020-09-08_fleet-list.csv
8/09/2020,3433,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11900,LME489,2020-09-08_fleet-list.csv
8/09/2020,3434,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11909,LME493,2020-09-08_fleet-list.csv
8/09/2020,3435,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11905,LME545,2020-09-08_fleet-list.csv
8/09/2020,3436,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11724,LME504,2020-09-08_fleet-list.csv
8/09/2020,3437,Tranzurban,TGL,TZM,Unit_01,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11742,LME550,2020-09-08_fleet-list.csv
8/09/2020,3438,Tranzurban,TGL,TZM,Unit_01,Bus,16/07/2018 0:00,16/07/2018 0:00,Yes,LV,EURO6,43,32,1,11860,LME527,2020-09-08_fleet-list.csv
8/09/2020,3439,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11837,LLC96,2020-09-08_fleet-list.csv
8/09/2020,3440,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018 0:00,5/07/2018 0:00,Yes,LV,EURO6,43,32,1,11894,LME524,2020-09-08_fleet-list.csv
8/09/2020,3441,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018 0:00,29/06/2018 0:00,Yes,LV,EURO6,43,32,1,11915,LLC91,2020-09-08_fleet-list.csv
8/09/2020,3442,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018 0:00,5/07/2018 0:00,Yes,LV,EURO6,43,32,1,11856,LME529,2020-09-08_fleet-list.csv
8/09/2020,3443,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018 0:00,5/07/2018 0:00,Yes,LV,EURO6,43,32,1,11922,LME526,2020-09-08_fleet-list.csv
8/09/2020,3444,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018 0:00,5/07/2018 0:00,Yes,LV,EURO6,43,32,1,11917,LME523,2020-09-08_fleet-list.csv
8/09/2020,3445,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018 0:00,29/06/2018 0:00,Yes,LV,EURO6,43,32,1,11897,LLC92,2020-09-08_fleet-list.csv
8/09/2020,3446,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018 0:00,29/06/2018 0:00,Yes,LV,EURO6,43,32,1,11869,LLC100,2020-09-08_fleet-list.csv
8/09/2020,3447,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11917,LME501,2020-09-08_fleet-list.csv
8/09/2020,3448,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11865,LME512,2020-09-08_fleet-list.csv
8/09/2020,3449,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11880,LME513,2020-09-08_fleet-list.csv
8/09/2020,3450,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11915,LME502,2020-09-08_fleet-list.csv
8/09/2020,3451,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11886,LME508,2020-09-08_fleet-list.csv
8/09/2020,3452,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11998,LME503,2020-09-08_fleet-list.csv
8/09/2020,3453,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018 0:00,5/07/2018 0:00,Yes,LV,EURO6,43,32,1,11869,LME556,2020-09-08_fleet-list.csv
8/09/2020,3454,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018 0:00,3/07/2018 0:00,Yes,LV,EURO6,43,32,1,11888,LME509,2020-09-08_fleet-list.csv
8/09/2020,3500,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018 0:00,29/06/2018 0:00,Yes,DD,EURO6,84,18,1,15180,LLC95,2020-09-08_fleet-list.csv
8/09/2020,3501,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,12/07/2018 0:00,Yes,DD,EURO6,84,18,1,14453,LME492,2020-09-08_fleet-list.csv
8/09/2020,3502,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,12/07/2018 0:00,Yes,DD,EURO6,84,18,1,15180,LME491,2020-09-08_fleet-list.csv
8/09/2020,3503,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,12/07/2018 0:00,Yes,DD,EURO6,84,18,1,14596,LME511,2020-09-08_fleet-list.csv
8/09/2020,3504,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,12/07/2018 0:00,Yes,DD,EURO6,84,18,1,15160,LME553,2020-09-08_fleet-list.csv
8/09/2020,3505,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,12/07/2018 0:00,Yes,DD,EURO6,84,18,1,14703,LME486,2020-09-08_fleet-list.csv
8/09/2020,3506,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,12/07/2018 0:00,Yes,DD,EURO6,84,18,1,14703,LME486,2020-09-08_fleet-list.csv
8/09/2020,3507,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,12/07/2018 0:00,Yes,DD,EURO6,84,18,1,14741,LME536,2020-09-08_fleet-list.csv
8/09/2020,3508,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018 0:00,12/07/2018 0:00,Yes,DD,EURO6,84,18,1,14650,LME547,2020-09-08_fleet-list.csv
8/09/2020,3509,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018 0:00,29/06/2018 0:00,Yes,DD,EURO6,84,18,1,14940,LLC93,2020-09-08_fleet-list.csv
8/09/2020,3510,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018 0:00,5/07/2018 0:00,Yes,DD,EURO6,84,18,1,14940,LME520,2020-09-08_fleet-list.csv
8/09/2020,3511,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14643,LME557,2020-09-08_fleet-list.csv
8/09/2020,3512,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14678,LME555,2020-09-08_fleet-list.csv
8/09/2020,3513,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14960,LME484,2020-09-08_fleet-list.csv
8/09/2020,3514,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14629,LME522,2020-09-08_fleet-list.csv
8/09/2020,3515,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14559,LME560,2020-09-08_fleet-list.csv
8/09/2020,3516,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14651,LME554,2020-09-08_fleet-list.csv
8/09/2020,3517,Tranzurban,TGL,TZM,Unit_01,Bus,12/08/2018 0:00,14/08/2018 0:00,Yes,DD,EURO6,84,18,1,14940,LNN755,2020-09-08_fleet-list.csv
8/09/2020,3518,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14950,LME490,2020-09-08_fleet-list.csv
8/09/2020,3519,Tranzurban,TGL,TZM,Unit_01,Bus,27/06/2018 0:00,28/06/2018 0:00,Yes,DD,EURO6,84,18,1,14920,LLC82,2020-09-08_fleet-list.csv
8/09/2020,3520,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14940,LME532,2020-09-08_fleet-list.csv
8/09/2020,3521,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14980,LME558,2020-09-08_fleet-list.csv
8/09/2020,3522,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018 0:00,11/07/2018 0:00,Yes,DD,EURO6,84,18,1,14940,LME487,2020-09-08_fleet-list.csv
8/09/2020,3523,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018 0:00,5/07/2018 0:00,Yes,DD,EURO6,84,18,1,14920,LME519,2020-09-08_fleet-list.csv
8/09/2020,3524,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018 0:00,29/06/2018 0:00,Yes,DD,EURO6,84,18,1,14960,LLC94,2020-09-08_fleet-list.csv
8/09/2020,3525,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018 0:00,5/07/2018 0:00,Yes,DD,EURO6,84,18,1,14864,LME521,2020-09-08_fleet-list.csv
8/09/2020,3526,Tranzurban,TGL,TZM,Other,Bus,28/06/2018 0:00,29/06/2018 0:00,Yes,DD,EURO6,84,18,1,14940,LLC97,2020-09-08_fleet-list.csv
8/09/2020,3527,Tranzurban,TGL,TZM,Other,Bus,3/07/2018 0:00,5/07/2018 0:00,Yes,DD,EURO6,84,18,1,14960,LME528,2020-09-08_fleet-list.csv
8/09/2020,3700,Tranzurban,TGL,TZM,Unit_01,Bus,6/06/2018 0:00,6/06/2018 0:00,Yes,LV,ELECTRIC,68,16,1,12000,LKT638,2020-09-08_fleet-list.csv
8/09/2020,3701,Tranzurban,TGL,TZM,Unit_01,Bus,17/07/2018 0:00,18/07/2018 0:00,Yes,LV,ELECTRIC,68,16,1,12000,LMN429,2020-09-08_fleet-list.csv
8/09/2020,3702,Tranzurban,TGL,TZM,Unit_01,Bus,1/08/2018 0:00,3/08/2018 0:00,Yes,LV,ELECTRIC,68,16,1,12810,LMN420,2020-09-08_fleet-list.csv
8/09/2020,3703,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018 0:00,6/08/2018 0:00,Yes,LV,ELECTRIC,68,16,1,12070,LNB372,2020-09-08_fleet-list.csv
8/09/2020,3704,Tranzurban,TGL,TZM,Unit_01,Bus,30/07/2018 0:00,1/08/2018 0:00,Yes,LV,ELECTRIC,68,16,1,11960,LNB362,2020-09-08_fleet-list.csv
8/09/2020,3705,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018 0:00,6/08/2018 0:00,Yes,LV,ELECTRIC,68,16,1,11980,LNB367,2020-09-08_fleet-list.csv
8/09/2020,3706,Tranzurban,TGL,TZM,Unit_01,Bus,19/08/2018 0:00,20/08/2018 0:00,Yes,LV,ELECTRIC,68,16,1,12020,LPN734,2020-09-08_fleet-list.csv
8/09/2020,3707,Tranzurban,TGL,TZM,Unit_01,Bus,30/08/2018 0:00,28/08/2018 0:00,Yes,LV,ELECTRIC,68,16,1,12020,LPN737,2020-09-08_fleet-list.csv
8/09/2020,3708,Tranzurban,TGL,TZM,Unit_01,Bus,30/08/2018 0:00,28/08/2018 0:00,Yes,LV,ELECTRIC,68,16,1,12040,LPN758,2020-09-08_fleet-list.csv
8/09/2020,3709,Tranzurban,TGL,TZM,Unit_01,Bus,6/11/2018 0:00,6/11/2018 0:00,Yes,LV,ELECTRIC,68,16,1,12050,LTD252,2020-09-08_fleet-list.csv
8/09/2020,3817,Tranzurban,TGL,TZM,,Bus,,,,MV,EURO5,,,,10140,GGJ179,2020-09-08_fleet-list.csv
8/09/2020,3826,Tranzurban,TGL,TZM,,Bus,,,,MV,EURO4,,,,8900,GNY331,2020-09-08_fleet-list.csv
8/09/2020,3834,Tranzurban,TGL,TZM,,Bus,,,,SV,EURO4,,,,8010,GPN697,2020-09-08_fleet-list.csv
8/09/2020,3859,Tranzurban,TGL,TZM,,Bus,,,,SV,EURO4,,,,7000,,2020-09-08_fleet-list.csv
8/09/2020,3899,Tranzurban,TGL,TZM,Unit_01,Bus,1/01/2019 0:00,1/01/2019 0:00,No,MV,ELECTRIC,37,17,1,13240,LYY893,2020-09-08_fleet-list.csv
8/09/2020,3905,Tranzurban,TGL,TZM,Unit_15,Bus,6/04/2018 0:00,9/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG30,2020-09-08_fleet-list.csv
8/09/2020,3999,Tranzurban,TGL,TZM,Unit_15,Bus,6/04/2018 0:00,9/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG30,2020-09-08_fleet-list.csv
8/09/2020,4091,NZ Bus,NZB,NBM,Unit_02,Bus,13/01/2012 0:00,13/01/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GFK484,2020-09-08_fleet-list.csv
8/09/2020,4092,NZ Bus,NZB,NBM,Unit_02,Bus,26/01/2012 0:00,26/01/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GFK497,2020-09-08_fleet-list.csv
8/09/2020,4130,NZ Bus,NZB,NBM,Unit_02,Bus,19/05/2012 0:00,19/05/2012 0:00,No,MV,EURO5,37,18,1,8700,GJR31,2020-09-08_fleet-list.csv
8/09/2020,4131,NZ Bus,NZB,NBM,Unit_02,Bus,23/05/2012 0:00,23/05/2012 0:00,No,MV,EURO5,37,18,1,8700,GJR36,2020-09-08_fleet-list.csv
8/09/2020,4132,NZ Bus,NZB,NBM,Unit_02,Bus,30/05/2012 0:00,30/05/2012 0:00,No,MV,EURO5,37,18,1,8700,GJY891,2020-09-08_fleet-list.csv
8/09/2020,4133,NZ Bus,NZB,NBM,Unit_02,Bus,30/05/2012 0:00,30/05/2012 0:00,No,MV,EURO5,37,18,1,8700,GJY892,2020-09-08_fleet-list.csv
8/09/2020,4134,NZ Bus,NZB,NBM,Unit_03,Bus,31/05/2012 0:00,31/05/2012 0:00,No,MV,EURO5,37,18,1,8700,GJY894,2020-09-08_fleet-list.csv
8/09/2020,4135,NZ Bus,NZB,NBM,Unit_03,Bus,8/06/2012 0:00,8/06/2012 0:00,No,MV,EURO5,37,18,1,8700,GKH726,2020-09-08_fleet-list.csv
8/09/2020,4136,NZ Bus,NZB,NBM,Unit_03,Bus,12/06/2012 0:00,12/06/2012 0:00,No,MV,EURO5,37,18,1,8700,GKH731,2020-09-08_fleet-list.csv
8/09/2020,4137,NZ Bus,NZB,NBM,Unit_03,Bus,12/06/2012 0:00,12/06/2012 0:00,No,MV,EURO5,37,18,1,8700,GKH732,2020-09-08_fleet-list.csv
8/09/2020,4138,NZ Bus,NZB,NBM,Unit_03,Bus,14/06/2012 0:00,14/06/2012 0:00,No,MV,EURO5,37,18,1,8700,GKH734,2020-09-08_fleet-list.csv
8/09/2020,4139,NZ Bus,NZB,NBM,Unit_03,Bus,26/06/2012 0:00,26/06/2012 0:00,No,MV,EURO5,37,18,1,8700,GKQ574,2020-09-08_fleet-list.csv
8/09/2020,4140,NZ Bus,NZB,NBM,Unit_03,Bus,26/06/2012 0:00,26/06/2012 0:00,No,MV,EURO5,37,18,1,8700,GKQ575,2020-09-08_fleet-list.csv
8/09/2020,4141,NZ Bus,NZB,NBM,Unit_06,Bus,26/06/2012 0:00,26/06/2012 0:00,No,MV,EURO5,37,18,1,8700,GKQ576,2020-09-08_fleet-list.csv
8/09/2020,4142,NZ Bus,NZB,NBM,Unit_05,Bus,5/07/2012 0:00,5/07/2012 0:00,No,MV,EURO5,37,18,1,8700,GLB390,2020-09-08_fleet-list.csv
8/09/2020,4143,NZ Bus,NZB,NBM,Unit_06,Bus,6/07/2012 0:00,6/07/2012 0:00,No,MV,EURO5,37,18,1,8700,GLB392,2020-09-08_fleet-list.csv
8/09/2020,4144,NZ Bus,NZB,NBM,Unit_06,Bus,6/07/2012 0:00,6/07/2012 0:00,No,MV,EURO5,37,18,1,8700,GLB393,2020-09-08_fleet-list.csv
8/09/2020,4145,NZ Bus,NZB,NBM,,Bus,9/07/2012 0:00,9/07/2012 0:00,No,MV,EURO5,37,18,1,8700,GLB395,2020-09-08_fleet-list.csv
8/09/2020,4146,NZ Bus,NZB,NBM,,Bus,11/07/2012 0:00,11/07/2012 0:00,No,MV,EURO5,37,18,1,8700,GLL661,2020-09-08_fleet-list.csv
8/09/2020,4180,NZ Bus,NZB,NBM,Unit_02,Bus,8/11/2012 0:00,8/11/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GPN816,2020-09-08_fleet-list.csv
8/09/2020,4181,NZ Bus,NZB,NBM,Unit_02,Bus,13/11/2012 0:00,13/11/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GPZ182,2020-09-08_fleet-list.csv
8/09/2020,4182,NZ Bus,NZB,NBM,Unit_02,Bus,13/11/2012 0:00,13/11/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GPZ183,2020-09-08_fleet-list.csv
8/09/2020,4183,NZ Bus,NZB,NBM,Unit_02,Bus,21/11/2012 0:00,21/11/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GPZ190,2020-09-08_fleet-list.csv
8/09/2020,4184,NZ Bus,NZB,NBM,Unit_02,Bus,21/11/2012 0:00,21/11/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GPZ191,2020-09-08_fleet-list.csv
8/09/2020,4185,NZ Bus,NZB,NBM,Unit_02,Bus,29/11/2012 0:00,29/11/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GPZ199,2020-09-08_fleet-list.csv
8/09/2020,4186,NZ Bus,NZB,NBM,Unit_05,Bus,3/12/2012 0:00,3/12/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GQK709,2020-09-08_fleet-list.csv
8/09/2020,4188,NZ Bus,NZB,NBM,Unit_05,Bus,11/12/2012 0:00,11/12/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GQU11,2020-09-08_fleet-list.csv
8/09/2020,4190,NZ Bus,NZB,NBM,Unit_05,Bus,12/12/2012 0:00,12/12/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GQU19,2020-09-08_fleet-list.csv
8/09/2020,4191,NZ Bus,NZB,NBM,Unit_05,Bus,18/12/2012 0:00,18/12/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GRB912,2020-09-08_fleet-list.csv
8/09/2020,4192,NZ Bus,NZB,NBM,Unit_05,Bus,19/12/2012 0:00,19/12/2012 0:00,Yes,MV,EURO5,37,18,1,8700,GRB915,2020-09-08_fleet-list.csv
8/09/2020,4193,NZ Bus,NZB,NBM,Unit_05,Bus,8/01/2013 0:00,8/01/2013 0:00,Yes,MV,EURO5,37,18,1,8700,GRJ55,2020-09-08_fleet-list.csv
8/09/2020,4194,NZ Bus,NZB,NBM,Unit_03,Bus,10/01/2013 0:00,10/01/2013 0:00,Yes,MV,EURO5,37,18,1,8700,GRJ58,2020-09-08_fleet-list.csv
8/09/2020,4195,NZ Bus,NZB,NBM,Unit_03,Bus,15/01/2013 0:00,15/01/2013 0:00,Yes,MV,EURO5,37,18,1,8700,GRT788,2020-09-08_fleet-list.csv
8/09/2020,4196,NZ Bus,NZB,NBM,Unit_03,Bus,11/01/2013 0:00,11/01/2013 0:00,Yes,MV,EURO5,37,18,1,8700,GRT783,2020-09-08_fleet-list.csv
8/09/2020,4197,NZ Bus,NZB,NBM,Unit_03,Bus,17/01/2013 0:00,17/01/2013 0:00,Yes,MV,EURO5,37,18,1,8700,GRT789,2020-09-08_fleet-list.csv
8/09/2020,4198,NZ Bus,NZB,NBM,Unit_03,Bus,21/01/2013 0:00,21/01/2013 0:00,Yes,MV,EURO5,37,18,1,8700,GRT797,2020-09-08_fleet-list.csv
8/09/2020,4199,NZ Bus,NZB,NBM,Unit_05,Bus,21/01/2013 0:00,21/01/2013 0:00,No,MV,EURO5,37,18,1,8700,GRT798,2020-09-08_fleet-list.csv
8/09/2020,4223,NZ Bus,NZB,NBM,Unit_12,Bus,20/04/2013 0:00,20/04/2013 0:00,No,MV,EURO5,37,18,1,8700,GUU621,2020-09-08_fleet-list.csv
8/09/2020,4224,NZ Bus,NZB,NBM,Unit_12,Bus,24/04/2013 0:00,24/04/2013 0:00,No,MV,EURO5,37,18,1,8700,GUU626,2020-09-08_fleet-list.csv
8/09/2020,4225,NZ Bus,NZB,NBM,Unit_12,Bus,30/04/2013 0:00,,No,MV,EURO5,37,18,1,8700,GUU632,2020-09-08_fleet-list.csv
8/09/2020,4226,NZ Bus,NZB,NBM,Unit_06,Bus,1/05/2013 0:00,1/05/2013 0:00,No,MV,EURO5,37,18,1,8700,GUU636,2020-09-08_fleet-list.csv
8/09/2020,5078,NZ Bus,NZB,NBM,,Bus,21/02/2019 0:00,21/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,LZZ702,2020-09-08_fleet-list.csv
8/09/2020,5079,NZ Bus,NZB,NBM,,Bus,24/02/2019 0:00,24/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,MAH5,2020-09-08_fleet-list.csv
8/09/2020,5080,NZ Bus,NZB,NBM,,Bus,25/02/2019 0:00,25/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,MAH26,2020-09-08_fleet-list.csv
8/09/2020,5081,NZ Bus,NZB,NBM,,Bus,21/02/2019 0:00,21/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,LZZ703,2020-09-08_fleet-list.csv
8/09/2020,5082,NZ Bus,NZB,NBM,,Bus,21/02/2019 0:00,21/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,LZZ704,2020-09-08_fleet-list.csv
8/09/2020,5083,NZ Bus,NZB,NBM,,Bus,25/02/2019 0:00,25/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,MAH27,2020-09-08_fleet-list.csv
8/09/2020,5084,NZ Bus,NZB,NBM,,Bus,25/02/2019 0:00,25/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,MAH28,2020-09-08_fleet-list.csv
8/09/2020,5085,NZ Bus,NZB,NBM,,Bus,21/02/2019 0:00,21/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,LZZ705,2020-09-08_fleet-list.csv
8/09/2020,5086,NZ Bus,NZB,NBM,,Bus,24/02/2019 0:00,24/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,MAH6,2020-09-08_fleet-list.csv
8/09/2020,5087,NZ Bus,NZB,NBM,,Bus,21/02/2019 0:00,21/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,LZZ706,2020-09-08_fleet-list.csv
8/09/2020,5088,NZ Bus,NZB,NBM,,Bus,24/02/2019 0:00,24/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,MAH7,2020-09-08_fleet-list.csv
8/09/2020,5089,NZ Bus,NZB,NBM,,Bus,21/02/2019 0:00,21/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,LZZ707,2020-09-08_fleet-list.csv
8/09/2020,5090,NZ Bus,NZB,NBM,,Bus,21/02/2019 0:00,21/02/2019 0:00,Yes,DD,EURO5,91,10,1,14750,LZZ708,2020-09-08_fleet-list.csv
