Date Modified,Vehicle Number,Operator,Operator Short Code,Operator Prefix,Unit Number,Mode,Date of First Registration,Date of Manufacture,Bike Rack Capable,Bus Size,Engine Rating,"Max no. of passengers (Seated, Adult)","Max no. of passengers (Standing, Adult)",No. of Wheelchair Spaces,TARE Weight (KG),Vehicle Registration Number,source_filename
20/05/2022,1324,NZ Bus,NZB,NBM,Unit_03,Bus,11/10/2002 0:00,11/10/2002 0:00,No,MV,EURO3,39,17,1,8020,AWZ520,2022-05-20_fleet-list.csv
20/05/2022,1325,NZ Bus,NZB,NBM,,Bus,11/10/2002 0:00,11/10/2002 0:00,No,MV,EURO3,39,17,1,8020,AWZ519,2022-05-20_fleet-list.csv
20/05/2022,1361,NZ Bus,NZB,NBM,Unit_05,Bus,27/06/2002 0:00,27/06/2002 0:00,No,MV,EURO3,39,17,1,8020,DGZ750,2022-05-20_fleet-list.csv
20/05/2022,1422,NZ Bus,NZB,NBM,,Bus,11/04/2003 0:00,11/04/2003 0:00,Yes,LV,EURO3,51,24,0,9710,BFG912,2022-05-20_fleet-list.csv
20/05/2022,1428,NZ Bus,NZB,NBM,,Bus,6/06/2003 0:00,6/06/2003 0:00,Yes,LV,EURO3,51,24,0,9710,BHL731,2022-05-20_fleet-list.csv
20/05/2022,1435,NZ Bus,NZB,NBM,,Bus,18/07/2003 0:00,18/07/2003 0:00,Yes,LV,EURO3,51,24,0,9710,BKR304,2022-05-20_fleet-list.csv
20/05/2022,1445,NZ Bus,NZB,NBM,,Bus,7/08/2003 0:00,7/08/2003 0:00,Yes,LV,EURO3,51,24,0,9710,BLD749,2022-05-20_fleet-list.csv
20/05/2022,1446,NZ Bus,NZB,NBM,,Bus,12/09/2003 0:00,12/09/2003 0:00,Yes,LV,EURO3,51,24,0,9710,GBY190,2022-05-20_fleet-list.csv
20/05/2022,1448,NZ Bus,NZB,NBM,,Bus,19/09/2003 0:00,19/09/2003 0:00,Yes,LV,EURO3,51,24,0,9710,GBY181,2022-05-20_fleet-list.csv
20/05/2022,1452,NZ Bus,NZB,NBM,,Bus,25/09/2003 0:00,25/09/2003 0:00,Yes,LV,EURO3,51,24,0,9710,DHZ27,2022-05-20_fleet-list.csv
20/05/2022,1459,NZ Bus,NZB,NBM,,Bus,12/11/2003 0:00,12/11/2003 0:00,Yes,LV,EURO3,51,24,0,9710,BQU530,2022-05-20_fleet-list.csv
20/05/2022,1460,NZ Bus,NZB,NBM,,Bus,13/11/2003 0:00,13/11/2003 0:00,Yes,LV,EURO3,51,24,0,9710,BQU534,2022-05-20_fleet-list.csv
20/05/2022,1471,NZ Bus,NZB,NBM,Unit_06,Bus,12/12/2003 0:00,12/12/2003 0:00,Yes,LV,EURO3,47,29,1,9710,BSJ164,2022-05-20_fleet-list.csv
20/05/2022,1472,NZ Bus,NZB,NBM,Unit_06,Bus,12/12/2003 0:00,12/12/2003 0:00,Yes,LV,EURO3,47,29,1,9710,BSJ165,2022-05-20_fleet-list.csv
20/05/2022,1474,NZ Bus,NZB,NBM,Unit_06,Bus,17/12/2003 0:00,17/12/2003 0:00,Yes,LV,EURO3,47,29,1,9710,BSJ176,2022-05-20_fleet-list.csv
20/05/2022,1475,NZ Bus,NZB,NBM,Unit_06,Bus,18/12/2003 0:00,18/12/2003 0:00,Yes,LV,EURO3,47,30,1,9710,BSJ180,2022-05-20_fleet-list.csv
20/05/2022,1479,NZ Bus,NZB,NBM,Unit_06,Bus,21/01/2004 0:00,21/01/2004 0:00,Yes,LV,EURO3,47,29,1,9710,BTL962,2022-05-20_fleet-list.csv
20/05/2022,1480,NZ Bus,NZB,NBM,Unit_06,Bus,23/01/2004 0:00,23/01/2004 0:00,Yes,LV,EURO3,47,29,1,9710,BTL968,2022-05-20_fleet-list.csv
20/05/2022,2158,NZ Bus,NZB,NBM,Unit_03,Bus,28/05/2010 0:00,28/05/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FJQ501,2022-05-20_fleet-list.csv
20/05/2022,2159,NZ Bus,NZB,NBM,Unit_03,Bus,3/06/2010 0:00,3/06/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FTL61,2022-05-20_fleet-list.csv
20/05/2022,2160,NZ Bus,NZB,NBM,Unit_05,Bus,4/06/2010 0:00,4/06/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FHJ210,2022-05-20_fleet-list.csv
20/05/2022,2161,NZ Bus,NZB,NBM,Unit_05,Bus,10/06/2010 0:00,10/06/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FHJ220,2022-05-20_fleet-list.csv
20/05/2022,2162,NZ Bus,NZB,NBM,Unit_05,Bus,18/06/2010 0:00,18/06/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FJQ518,2022-05-20_fleet-list.csv
20/05/2022,2163,NZ Bus,NZB,NBM,Unit_05,Bus,28/06/2010 0:00,28/06/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FJQ531,2022-05-20_fleet-list.csv
20/05/2022,2164,NZ Bus,NZB,NBM,Unit_05,Bus,8/07/2010 0:00,8/07/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FJQ546,2022-05-20_fleet-list.csv
20/05/2022,2165,NZ Bus,NZB,NBM,Unit_05,Bus,14/07/2010 0:00,14/07/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FJQ554,2022-05-20_fleet-list.csv
20/05/2022,2166,NZ Bus,NZB,NBM,Unit_05,Bus,14/07/2010 0:00,14/07/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FJQ556,2022-05-20_fleet-list.csv
20/05/2022,2167,NZ Bus,NZB,NBM,Unit_05,Bus,16/07/2010 0:00,16/07/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FLJ944,2022-05-20_fleet-list.csv
20/05/2022,2168,NZ Bus,NZB,NBM,Unit_05,Bus,23/07/2010 0:00,23/07/2010 0:00,Yes,LV,EURO4,41,23,1,12760,FLJ957,2022-05-20_fleet-list.csv
20/05/2022,2201,NZ Bus,NZB,NBM,Unit_02,Bus,16/12/2009 0:00,16/12/2009 0:00,Yes,LV,EURO5,39,42,1,12190,FEQ152,2022-05-20_fleet-list.csv
20/05/2022,2202,NZ Bus,NZB,NBM,Unit_02,Bus,12/01/2010 0:00,12/01/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FFJ71,2022-05-20_fleet-list.csv
20/05/2022,2203,NZ Bus,NZB,NBM,Unit_02,Bus,15/01/2010 0:00,15/01/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FFJ72,2022-05-20_fleet-list.csv
20/05/2022,2204,NZ Bus,NZB,NBM,Unit_02,Bus,26/01/2010 0:00,26/01/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FFJ80,2022-05-20_fleet-list.csv
20/05/2022,2205,NZ Bus,NZB,NBM,Unit_02,Bus,2/02/2010 0:00,2/02/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FGB484,2022-05-20_fleet-list.csv
20/05/2022,2206,NZ Bus,NZB,NBM,Unit_02,Bus,15/02/2010 0:00,15/02/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FGB494,2022-05-20_fleet-list.csv
20/05/2022,2207,NZ Bus,NZB,NBM,Unit_02,Bus,17/02/2010 0:00,17/02/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FGB495,2022-05-20_fleet-list.csv
20/05/2022,2208,NZ Bus,NZB,NBM,Unit_02,Bus,24/02/2010 0:00,24/02/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FGT327,2022-05-20_fleet-list.csv
20/05/2022,2209,NZ Bus,NZB,NBM,Unit_02,Bus,26/02/2010 0:00,26/02/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FGT328,2022-05-20_fleet-list.csv
20/05/2022,2210,NZ Bus,NZB,NBM,Unit_02,Bus,11/03/2010 0:00,11/03/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FGT339,2022-05-20_fleet-list.csv
20/05/2022,2211,NZ Bus,NZB,NBM,Unit_02,Bus,22/04/2010 0:00,22/04/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FJH25,2022-05-20_fleet-list.csv
20/05/2022,2212,NZ Bus,NZB,NBM,Unit_02,Bus,27/04/2010 0:00,27/04/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FJH29,2022-05-20_fleet-list.csv
20/05/2022,2213,NZ Bus,NZB,NBM,Unit_03,Bus,5/05/2010 0:00,5/05/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FJH38,2022-05-20_fleet-list.csv
20/05/2022,2214,NZ Bus,NZB,NBM,Unit_03,Bus,11/05/2010 0:00,11/05/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FJU344,2022-05-20_fleet-list.csv
20/05/2022,2215,NZ Bus,NZB,NBM,Unit_03,Bus,18/05/2010 0:00,18/05/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FJU351,2022-05-20_fleet-list.csv
20/05/2022,2216,NZ Bus,NZB,NBM,Unit_03,Bus,25/05/2010 0:00,25/05/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FJU359,2022-05-20_fleet-list.csv
20/05/2022,2217,NZ Bus,NZB,NBM,Unit_03,Bus,3/06/2010 0:00,3/06/2010 0:00,Yes,LV,EURO5,42,26,1,12190,FKJ767,2022-05-20_fleet-list.csv
20/05/2022,2218,NZ Bus,NZB,NBM,Unit_03,Bus,9/06/2010 0:00,9/06/2010 0:00,Yes,LV,EURO5,39,42,1,12190,FKJ770,2022-05-20_fleet-list.csv
20/05/2022,2219,NZ Bus,NZB,NBM,Unit_05,Bus,17/06/2010 0:00,17/06/2010 0:00,Yes,LV,EURO5,42,26,1,12190,FKJ777,2022-05-20_fleet-list.csv
20/05/2022,2220,NZ Bus,NZB,NBM,Unit_05,Bus,24/06/2010 0:00,24/06/2010 0:00,Yes,LV,EURO5,42,26,1,12190,FLD103,2022-05-20_fleet-list.csv
20/05/2022,2221,NZ Bus,NZB,NBM,Unit_05,Bus,2/07/2010 0:00,2/07/2010 0:00,Yes,LV,EURO5,42,26,1,12190,FLD111,2022-05-20_fleet-list.csv
20/05/2022,2222,NZ Bus,NZB,NBM,Unit_05,Bus,29/07/2010 0:00,29/07/2010 0:00,Yes,LV,EURO5,42,26,1,12190,FJQ565,2022-05-20_fleet-list.csv
20/05/2022,2223,NZ Bus,NZB,NBM,Unit_05,Bus,29/07/2010 0:00,29/07/2010 0:00,Yes,LV,EURO5,42,26,1,12190,FJQ566,2022-05-20_fleet-list.csv
20/05/2022,2301,NZ Bus,NZB,NBM,Unit_02,Bus,5/03/2004 0:00,5/03/2004 0:00,No,LV,EURO3,51,24,0,9500,BWT725,2022-05-20_fleet-list.csv
20/05/2022,2302,NZ Bus,NZB,NBM,Unit_02,Bus,5/03/2004 0:00,5/03/2004 0:00,No,LV,EURO3,51,24,0,9500,BWT726,2022-05-20_fleet-list.csv
20/05/2022,2303,NZ Bus,NZB,NBM,Unit_02,Bus,24/03/2004 0:00,24/03/2004 0:00,No,LV,EURO3,51,24,0,9500,BYG534,2022-05-20_fleet-list.csv
20/05/2022,2304,NZ Bus,NZB,NBM,Unit_02,Bus,26/03/2004 0:00,26/03/2004 0:00,No,LV,EURO3,51,24,0,9500,BYG535,2022-05-20_fleet-list.csv
20/05/2022,2305,NZ Bus,NZB,NBM,Unit_02,Bus,30/03/2004 0:00,30/03/2004 0:00,No,LV,EURO3,51,24,0,9500,BYS585,2022-05-20_fleet-list.csv
20/05/2022,2306,NZ Bus,NZB,NBM,Unit_02,Bus,21/02/2005 0:00,21/02/2005 0:00,No,LV,EURO3,51,24,0,9500,CML355,2022-05-20_fleet-list.csv
20/05/2022,2308,NZ Bus,NZB,NBM,Unit_02,Bus,8/04/2005 0:00,8/04/2005 0:00,Yes,LV,EURO3,51,24,0,9500,CPT64,2022-05-20_fleet-list.csv
20/05/2022,2309,NZ Bus,NZB,NBM,Unit_02,Bus,14/04/2005 0:00,14/04/2005 0:00,Yes,LV,EURO3,51,24,0,9500,CPT80,2022-05-20_fleet-list.csv
20/05/2022,2310,NZ Bus,NZB,NBM,Unit_02,Bus,7/11/2005 0:00,7/11/2005 0:00,Yes,LV,EURO3,51,24,0,9500,CZZ672,2022-05-20_fleet-list.csv
20/05/2022,2311,NZ Bus,NZB,NBM,Unit_02,Bus,14/11/2005 0:00,14/11/2005 0:00,Yes,LV,EURO3,51,24,0,9500,DAH304,2022-05-20_fleet-list.csv
20/05/2022,2312,NZ Bus,NZB,NBM,Unit_02,Bus,19/11/2005 0:00,19/11/2005 0:00,Yes,LV,EURO3,51,24,0,9500,DAH311,2022-05-20_fleet-list.csv
20/05/2022,2313,NZ Bus,NZB,NBM,Unit_02,Bus,23/11/2005 0:00,23/11/2005 0:00,Yes,LV,EURO3,51,24,0,9500,DAU242,2022-05-20_fleet-list.csv
20/05/2022,2314,NZ Bus,NZB,NBM,Unit_02,Bus,24/11/2005 0:00,24/11/2005 0:00,Yes,LV,EURO3,51,24,0,9500,DAU246,2022-05-20_fleet-list.csv
20/05/2022,2445,NZ Bus,NZB,NBM,Unit_12,Bus,15/03/2005 0:00,15/03/2005 0:00,Yes,LV,EURO3,48,28,1,9710,CNR604,2022-05-20_fleet-list.csv
20/05/2022,2446,NZ Bus,NZB,NBM,Unit_12,Bus,16/03/2005 0:00,16/03/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CNR605,2022-05-20_fleet-list.csv
20/05/2022,2447,NZ Bus,NZB,NBM,Unit_12,Bus,23/03/2005 0:00,23/03/2005 0:00,Yes,LV,EURO3,48,27,1,9710,CPC191,2022-05-20_fleet-list.csv
20/05/2022,2448,NZ Bus,NZB,NBM,Unit_12,Bus,24/03/2005 0:00,24/03/2005 0:00,Yes,LV,EURO3,48,27,1,9710,CPC199,2022-05-20_fleet-list.csv
20/05/2022,2449,NZ Bus,NZB,NBM,Unit_12,Bus,1/04/2005 0:00,1/04/2005 0:00,Yes,LV,EURO3,48,27,1,9710,CPG39,2022-05-20_fleet-list.csv
20/05/2022,2452,NZ Bus,NZB,NBM,Unit_02,Bus,14/04/2005 0:00,14/04/2005 0:00,Yes,LV,EURO3,48,28,1,9710,CPT78,2022-05-20_fleet-list.csv
20/05/2022,2453,NZ Bus,NZB,NBM,Unit_02,Bus,29/04/2005 0:00,29/04/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CQF853,2022-05-20_fleet-list.csv
20/05/2022,2454,NZ Bus,NZB,NBM,Unit_02,Bus,6/05/2005 0:00,6/05/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CQF860,2022-05-20_fleet-list.csv
20/05/2022,2455,NZ Bus,NZB,NBM,Unit_02,Bus,9/05/2005 0:00,9/05/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CQM370,2022-05-20_fleet-list.csv
20/05/2022,2456,NZ Bus,NZB,NBM,Unit_02,Bus,11/05/2005 0:00,11/05/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CQM378,2022-05-20_fleet-list.csv
20/05/2022,2457,NZ Bus,NZB,NBM,Unit_02,Bus,13/05/2005 0:00,13/05/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CRA209,2022-05-20_fleet-list.csv
20/05/2022,2458,NZ Bus,NZB,NBM,Unit_02,Bus,18/05/2005 0:00,18/05/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CRA217,2022-05-20_fleet-list.csv
20/05/2022,2459,NZ Bus,NZB,NBM,Unit_02,Bus,18/05/2005 0:00,18/05/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CRJ104,2022-05-20_fleet-list.csv
20/05/2022,2460,NZ Bus,NZB,NBM,Unit_02,Bus,19/05/2005 0:00,19/05/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CRJ107,2022-05-20_fleet-list.csv
20/05/2022,2478,NZ Bus,NZB,NBM,Unit_02,Bus,7/07/2005 0:00,7/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTA880,2022-05-20_fleet-list.csv
20/05/2022,2479,NZ Bus,NZB,NBM,Unit_02,Bus,12/07/2005 0:00,12/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTA889,2022-05-20_fleet-list.csv
20/05/2022,2480,NZ Bus,NZB,NBM,Unit_02,Bus,12/07/2005 0:00,12/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTA891,2022-05-20_fleet-list.csv
20/05/2022,2482,NZ Bus,NZB,NBM,Unit_02,Bus,14/07/2005 0:00,14/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTA898,2022-05-20_fleet-list.csv
20/05/2022,2483,NZ Bus,NZB,NBM,Unit_02,Bus,15/07/2005 0:00,15/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTP222,2022-05-20_fleet-list.csv
20/05/2022,2484,NZ Bus,NZB,NBM,Unit_02,Bus,19/07/2005 0:00,19/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTP226,2022-05-20_fleet-list.csv
20/05/2022,2485,NZ Bus,NZB,NBM,Unit_02,Bus,19/07/2005 0:00,19/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTP231,2022-05-20_fleet-list.csv
20/05/2022,2486,NZ Bus,NZB,NBM,Unit_02,Bus,21/07/2005 0:00,21/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTP237,2022-05-20_fleet-list.csv
20/05/2022,2487,NZ Bus,NZB,NBM,Unit_02,Bus,22/07/2005 0:00,22/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTU881,2022-05-20_fleet-list.csv
20/05/2022,2488,NZ Bus,NZB,NBM,Unit_02,Bus,22/07/2005 0:00,22/07/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CTU882,2022-05-20_fleet-list.csv
20/05/2022,2489,NZ Bus,NZB,NBM,,Bus,13/08/2005 0:00,13/08/2005 0:00,No,LV61,EURO3,51,24,1,9790,CUL916,2022-05-20_fleet-list.csv
20/05/2022,2491,NZ Bus,NZB,NBM,,Bus,16/08/2005 0:00,16/08/2005 0:00,No,LV61,EURO3,51,24,1,9790,CUL920,2022-05-20_fleet-list.csv
20/05/2022,2494,NZ Bus,NZB,NBM,Unit_02,Bus,27/08/2005 0:00,27/08/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CUU467,2022-05-20_fleet-list.csv
20/05/2022,2495,NZ Bus,NZB,NBM,Unit_02,Bus,28/08/2005 0:00,28/08/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CUY420,2022-05-20_fleet-list.csv
20/05/2022,2496,NZ Bus,NZB,NBM,Unit_02,Bus,28/08/2005 0:00,28/08/2005 0:00,Yes,LV,EURO3,48,29,1,9710,CWP442,2022-05-20_fleet-list.csv
20/05/2022,2501,NZ Bus,NZB,NBM,,Bus,,,,LV,EURO5,,,,12550,ETZ858,2022-05-20_fleet-list.csv
20/05/2022,2502,NZ Bus,NZB,NBM,,Bus,,,,LV,EURO5,,,,12620,EWB842,2022-05-20_fleet-list.csv
20/05/2022,2503,NZ Bus,NZB,NBM,,Bus,,,,LV,EURO5,,,,12620,EWB846,2022-05-20_fleet-list.csv
20/05/2022,2504,NZ Bus,NZB,NBM,,Bus,,,,LV61,EURO5,47,25,,12620,EWB850,2022-05-20_fleet-list.csv
20/05/2022,2505,NZ Bus,NZB,NBM,,Bus,,,,LV61,EURO3,47,25,,12620,EWB853,2022-05-20_fleet-list.csv
20/05/2022,2506,NZ Bus,NZB,NBM,,Bus,,,,LV61,EURO5,47,25,,12620,EWB859,2022-05-20_fleet-list.csv
20/05/2022,2507,NZ Bus,NZB,NBM,,Bus,,,,LV61,EURO5,47,25,,12600,EWS263,2022-05-20_fleet-list.csv
20/05/2022,2508,NZ Bus,NZB,NBM,,Bus,,,,LV61,EURO5,47,25,,12590,EWS266,2022-05-20_fleet-list.csv
20/05/2022,2509,NZ Bus,NZB,NBM,,Bus,,,,LV61,EURO5,47,25,,12640,EZF436,2022-05-20_fleet-list.csv
20/05/2022,2510,NZ Bus,NZB,NBM,,Bus,,,,LV,EURO5,,,,12670,FCJ13,2022-05-20_fleet-list.csv
20/05/2022,2511,NZ Bus,NZB,NBM,,Bus,,,,LV,EURO5,,,,12660,FCJ16,2022-05-20_fleet-list.csv
20/05/2022,2601,NZ Bus,NZB,NBM,Unit_06,Bus,8/10/2009 0:00,8/10/2009 0:00,Yes,LV,EURO3,45,34,1,10650,FBW730,2022-05-20_fleet-list.csv
20/05/2022,2602,NZ Bus,NZB,NBM,Unit_06,Bus,8/10/2009 0:00,8/10/2009 0:00,Yes,LV,EURO3,37,49,1,10650,FBW731,2022-05-20_fleet-list.csv
20/05/2022,2603,NZ Bus,NZB,NBM,Unit_06,Bus,8/10/2009 0:00,8/10/2009 0:00,Yes,LV,EURO3,48,37,1,10650,FBW732,2022-05-20_fleet-list.csv
20/05/2022,2604,NZ Bus,NZB,NBM,Unit_06,Bus,13/10/2009 0:00,13/10/2009 0:00,Yes,LV,EURO3,48,35,1,10650,FBW746,2022-05-20_fleet-list.csv
20/05/2022,2605,NZ Bus,NZB,NBM,Unit_06,Bus,13/10/2009 0:00,13/10/2009 0:00,Yes,LV,EURO3,37,49,1,10650,FBW747,2022-05-20_fleet-list.csv
20/05/2022,2606,NZ Bus,NZB,NBM,Unit_06,Bus,13/10/2009 0:00,13/10/2009 0:00,Yes,LV,EURO3,37,49,1,10650,FBW748,2022-05-20_fleet-list.csv
20/05/2022,2607,NZ Bus,NZB,NBM,Unit_06,Bus,13/10/2009 0:00,13/10/2009 0:00,Yes,LV,EURO3,45,35,1,10650,FBW749,2022-05-20_fleet-list.csv
20/05/2022,2608,NZ Bus,NZB,NBM,Unit_06,Bus,4/11/2009 0:00,4/11/2009 0:00,Yes,LV,EURO3,48,37,1,10650,FDD206,2022-05-20_fleet-list.csv
20/05/2022,2609,NZ Bus,NZB,NBM,Unit_06,Bus,5/11/2009 0:00,5/11/2009 0:00,Yes,LV,EURO3,37,49,1,10650,FDD207,2022-05-20_fleet-list.csv
20/05/2022,2610,NZ Bus,NZB,NBM,Unit_06,Bus,6/11/2009 0:00,6/11/2009 0:00,Yes,LV,EURO3,37,49,1,10650,GAT976,2022-05-20_fleet-list.csv
20/05/2022,2611,NZ Bus,NZB,NBM,Unit_06,Bus,6/11/2009 0:00,6/11/2009 0:00,Yes,LV,EURO3,45,36,1,10650,FDD212,2022-05-20_fleet-list.csv
20/05/2022,3000,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018 0:00,8/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNY928,2022-05-20_fleet-list.csv
20/05/2022,3001,Tranzurban,TGL,TZM,Unit_01,Bus,19/07/2018 0:00,20/07/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNF238,2022-05-20_fleet-list.csv
20/05/2022,3002,Tranzurban,TGL,TZM,Unit_01,Bus,19/07/2018 0:00,20/07/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNF237,2022-05-20_fleet-list.csv
20/05/2022,3003,Tranzurban,TGL,TZM,Unit_01,Bus,19/07/2018 0:00,20/07/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNF236,2022-05-20_fleet-list.csv
20/05/2022,3004,Tranzurban,TGL,TZM,Unit_01,Bus,15/07/2018 0:00,16/07/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LMN395,2022-05-20_fleet-list.csv
20/05/2022,3005,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018 0:00,8/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNY932,2022-05-20_fleet-list.csv
20/05/2022,3006,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018 0:00,8/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNY927,2022-05-20_fleet-list.csv
20/05/2022,3007,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018 0:00,8/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNY931,2022-05-20_fleet-list.csv
20/05/2022,3008,Tranzurban,TGL,TZM,Unit_09,Bus,6/08/2018 0:00,8/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNY926,2022-05-20_fleet-list.csv
20/05/2022,3009,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018 0:00,8/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNY929,2022-05-20_fleet-list.csv
20/05/2022,3010,Tranzurban,TGL,TZM,Unit_09,Bus,6/08/2018 0:00,8/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNY925,2022-05-20_fleet-list.csv
20/05/2022,3011,Tranzurban,TGL,TZM,Unit_09,Bus,6/08/2018 0:00,8/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNY923,2022-05-20_fleet-list.csv
20/05/2022,3012,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018 0:00,8/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LNY930,2022-05-20_fleet-list.csv
20/05/2022,3013,Tranzurban,TGL,TZM,Unit_10,Bus,22/08/2018 0:00,23/08/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LPT954,2022-05-20_fleet-list.csv
20/05/2022,3014,Tranzurban,TGL,TZM,Unit_01,Bus,18/09/2018 0:00,19/09/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LQZ276,2022-05-20_fleet-list.csv
20/05/2022,3015,Tranzurban,TGL,TZM,Unit_01,Bus,18/09/2018 0:00,19/09/2018 0:00,Yes,MV,EURO6,29,25,1,7190,LQZ275,2022-05-20_fleet-list.csv
20/05/2022,3100,Tranzurban,TGL,TZM,Unit_13,Bus,21/06/2018 0:00,22/06/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LLY307,2022-05-20_fleet-list.csv
20/05/2022,3101,Tranzurban,TGL,TZM,Unit_15,Bus,6/04/2018 0:00,9/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG22,2022-05-20_fleet-list.csv
20/05/2022,3102,Tranzurban,TGL,TZM,Unit_15,Bus,6/04/2018 0:00,9/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG28,2022-05-20_fleet-list.csv
20/05/2022,3103,Tranzurban,TGL,TZM,Unit_15,Bus,6/04/2018 0:00,9/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG21,2022-05-20_fleet-list.csv
20/05/2022,3104,Tranzurban,TGL,TZM,Unit_15,Bus,6/04/2018 0:00,9/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG29,2022-05-20_fleet-list.csv
20/05/2022,3105,Tranzurban,TGL,TZM,Unit_09,Bus,6/04/2018 0:00,9/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG30,2022-05-20_fleet-list.csv
20/05/2022,3106,Tranzurban,TGL,TZM,Unit_09,Bus,4/04/2018 0:00,5/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG36,2022-05-20_fleet-list.csv
20/05/2022,3107,Tranzurban,TGL,TZM,Unit_01,Bus,5/04/2018 0:00,5/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG31,2022-05-20_fleet-list.csv
20/05/2022,3108,Tranzurban,TGL,TZM,Unit_10,Bus,5/04/2018 0:00,5/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG32,2022-05-20_fleet-list.csv
20/05/2022,3109,Tranzurban,TGL,TZM,Unit_11,Bus,5/04/2018 0:00,5/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG33,2022-05-20_fleet-list.csv
20/05/2022,3110,Tranzurban,TGL,TZM,Unit_11,Bus,5/04/2018 0:00,5/04/2018 0:00,Yes,MV,EURO6,33,22,1,7560,LHG34,2022-05-20_fleet-list.csv
